zbk,Gazteleraz,Gazteleraz 2,Wikidata,Euskaraz,Euskaraz 2,kale mota
870,CASTILLO DE FONTECHA,Fontecha,Q2744564,FONTETXAKO GAZTELUAREN KALEA,FONTETXAKO GAZTELUAREN KALEA,CALLE
880,CASTILLO DE GEBARA,castillo de Guevara,Q28662808,GEBARAKO GAZTELUAREN KALEA,GEBARAKO GAZTELUAREN KALEA,CALLE
885,CASTILLO DE LANTARON,castillo de Lantarón,Q123523615,LANTARONGO GAZTELUAREN KALEA,LANTARONGO GAZTELUAREN KALEA,CALLE
887,CASTILLO DE MENDILUCIA,CASTILLO DE MENDILUCIA,,MENDILUZEKO GAZTELUAREN KALEA,MENDILUZEKO GAZTELUAREN KALEA,CALLE
890,CASTILLO DE OCIO,Castillo de Ocio,Q124339564,OZIOKO GAZTELUAREN KALEA,OZIOKO GAZTELUAREN KALEA,CALLE
895,CASTILLO DE PORTILLA,castillo de Portilla,Q2888199,ZABALATEKO GAZTELUAREN KALEA,ZABALATEKO GAZTELUAREN KALEA,CALLE
900,CASTILLO DE QUEJANA,calle del Castillo de Quejana,Q123505398,KEXAAKO GAZTELUAREN KALEA,KEXAAKO GAZTELUAREN KALEA,CALLE
901,CASTILLO DE SAN ADRIAN,CASTILLO DE SAN ADRIAN,,SAN ADRIANGO GAZTELUAREN KALEA,SAN ADRIANGO GAZTELUAREN KALEA,CALLE
902,CASTILLO DE VILLAMONTE,CASTILLO DE VILLAMONTE,,VILLAMONTEKO GAZTELUAREN KALEA,VILLAMONTEKO GAZTELUAREN KALEA,CALLE
905,CASTILLO DE ZAITEGI,castillo de Záitegui,Q97176357,ZAITEGIKO GAZTELUAREN KALEA,ZAITEGIKO GAZTELUAREN KALEA,CALLE
6230,CASTILLO/GAZTELU,Castillo,Q627178,GAZTELU,Gaztelu,ENTIDAD
910,CASTRO URDIALES,Castro-Urdiales,Q501090,CASTRO URDIALES KALEA,CASTRO URDIALES KALEA,CALLE
4597,"CATALUÑA, PLAZA DE",Cataluña,Q5705,KATALUNIA PLAZA,KATALUNIA PLAZA,PLAZA
920,CEFERINO DE URIEN,CEFERINO DE URIEN,,CEFERINO URIEN KALEA,CEFERINO URIEN KALEA,CALLE
4969,"CELEDONES DE ORO, PLAZA",CELEDONES DE ORO,,URREZKO ZELEDONEN PLAZA,URREZKO ZELEDONEN PLAZA,PLAZA
940,CERCAS BAJAS,calle de las Cercas Bajas,Q115340733,ZERKABARREN KALEA,ZERKABARREN KALEA,CALLE
950,"CERVANTES, PASEO DE",Miguel de Cervantes,Q5682,CERVANTES IBILBIDEA,CERVANTES IBILBIDEA,PASEO
1230,CHILE,Chile,Q298,TXILE KALEA,TXILE KALEA,CALLE
1240,CHIQUITA,Chiquita,Q5101767,TXIKITA KALEA,TXIKITA KALEA,CALLE
4824,CLARA CAMPOAMOR,Clara Campoamor,Q3321142,CLARA CAMPOAMOR KALEA,CLARA CAMPOAMOR KALEA,CALLE
980,COFRADIA DE ARRIAGA,Cofradía de Arriaga,Q558086,ARRIAGAKO KOFRADIAREN KALEA,ARRIAGAKO KOFRADIAREN KALEA,CALLE
990,COLA Y GOITI,José Colá y Goiti,Q17993795,COLA Y GOITI KALEA,COLA Y GOITI KALEA,CALLE
3620,COLEGIO DE SAN PRUDENCIO,calle del Colegio de San Prudencio,Q57385174,SAN PRUDENTZIO IKASTETXEKO KALEA,SAN PRUDENTZIO IKASTETXEKO KALEA,CALLE
1000,COLOMBIA,Colombia,Q739,KOLONBIA KALEA,KOLONBIA KALEA,CALLE
1010,COMANDANTE IZARDUY,calle del Comandante Izarduy,Q115998591,IZARDUI KOMANDANTEAREN KALEA,IZARDUI KOMANDANTEAREN KALEA,CALLE
4787,COMPOSTELA,Santiago de Compostela,Q14314,KONPOSTELA KALEA,KONPOSTELA KALEA,CALLE
1020,CONCEJO,concejo,Q596178,KONTZEJU KALEA,KONTZEJU KALEA,CALLE
4861,CONCEPCION ARENAL PONTE,Concepción Arenal Ponte,Q671852,CONCEPCION ARENAL PONTE KALEA,CONCEPCION ARENAL PONTE KALEA,CALLE
4639,CONCHA ESPINA,Concha Espina,Q3751269,CONCHA ESPINA KALEA,CONCHA ESPINA KALEA,CALLE
1030,CONDADO DE TREVIÑO,Condado de Treviño,Q946251,TREBIÑOKO KONDERRIAREN KALEA,TREBIÑOKO KONDERRIAREN KALEA,CALLE
1050,"CONDE DE PEÑAFLORIDA, PLAZA DEL",Xavier María de Munibe e Idiáquez,Q3139331,PEÑAFLORIDAKO KONDEAREN PLAZA,PEÑAFLORIDAKO KONDEAREN PLAZA,PLAZA
1040,CONDE DON VELA,calle del Conde Don Vela,Q118274686,DON BELA KONDEAREN KALEA,DON BELA KONDEAREN KALEA,CALLE
4692,COPENHAGUE,Copenhague,Q1748,KOPENHAGE KALEA,KOPENHAGE KALEA,CALLE
1080,CORAZONISTAS,calle de Corazonistas,Q118359765,KORAZONISTEN KALEA,KORAZONISTEN KALEA,CALLE
1100,CORONACION DE LA VIRGEN BLANCA,calle de la Coronación de la Virgen Blanca,Q115346240,ANDRE MARIA ZURIAREN KOROATZEAREN KALEA,ANDRE MARIA ZURIAREN KOROATZEAREN KALEA,CALLE
1105,CORONELA IBAIBARRIAGA,Martina Ibaibarriaga,Q9029719,IBAIBARRIAGA KORONELTSAREN KALEA,IBAIBARRIAGA KORONELTSAREN KALEA,CALLE
1110,CORRERIA,calle de la Correría,Q56604381,HEDEGILE KALEA,HEDEGILE KALEA,CALLE
1120,COSTA RICA,Costa Rica,Q800,COSTA RICA KALEA,COSTA RICA KALEA,CALLE
1140,CRUZ BLANCA,CRUZ BLANCA,,GURUTZE ZURIKO KALEA,GURUTZE ZURIKO KALEA,CALLE
1150,CRUZ VERDE,CRUZ VERDE,,GURUTZE BERDEKO KALEA,GURUTZE BERDEKO KALEA,CALLE
220,CUADRILLA DE AÑANA,Cuadrilla de Añana,Q281999,AÑANAKO TALDEAREN KALEA,AÑANAKO TALDEAREN KALEA,CALLE
450,CUADRILLA DE AYALA,Cuadrilla de Ayala,Q1832944,AIARAKO TALDEAREN KALEA,AIARAKO TALDEAREN KALEA,CALLE
2130,CUADRILLA DE LAGUARDIA-RIOJA ALAVESA,Rioja Alavesa,Q282024,BIASTERI-ARABAR ERRIOXAKO TALDEAREN KALEA,BIASTERI-ARABAR ERRIOXAKO TALDEAREN KALEA,CALLE
3400,CUADRILLA DE SALVATIERRA-AGURAIN,Cuadrilla de Llanada Alavesa,Q282012,AGURAINGO TALDEAREN KALEA,AGURAINGO TALDEAREN KALEA,CALLE
4190,CUADRILLA DE VITORIA-GASTEIZ,calle de la Cuadrilla de Vitoria-Gasteiz,Q118379931,GASTEIZKO TALDEAREN KALEA,GASTEIZKO TALDEAREN KALEA,CALLE
4350,CUADRILLA DE ZUIA,Cuadrilla de Gorbeialdea,Q546593,ZUIAKO TALDEAREN KALEA,ZUIAKO TALDEAREN KALEA,CALLE
1160,CUATRO CAMINOS,CUATRO CAMINOS,,LAUBIDETA KALEA,LAUBIDETA KALEA,CALLE
1170,CUBA,Cuba,Q241,KUBA KALEA,KUBA KALEA,CALLE
1180,CUBO,cubo,Q812880,ANTEPARA KALEA,ANTEPARA KALEA,CALLE
1190,CUCHILLERIA,cuchillería,Q1436188,AIZTOGILE KALEA,AIZTOGILE KALEA,CALLE
1195,CUENCA DEL DEBA,calle de la Cuenca del Deba,Q123501751,DEBA ARROAREN KALEA,DEBA ARROAREN KALEA,CALLE
4732,CURITIVA,Caño Curitiva,Q23692691,CURITIBA KALEA,CURITIBA KALEA,CALLE
4758,DALAI LAMA,Tenzin Gyatso,Q17293,DALAI LAMAREN KALEA,DALAI LAMAREN KALEA,CALLE
4595,DAMASO ALONSO,Dámaso Alonso,Q312945,DAMASO ALONSO KALEA,DAMASO ALONSO KALEA,CALLE
1260,"DANTZARI, PLAZA DEL",Dantzari,Q122710461,DANTZARI PLAZA,DANTZARI PLAZA,PLAZA
4985,DARÍA IMBERT ARANGUREN/ DARÍA IMBERT ARANGUREN,Daría Imbert Aranguren,Q21280578,DARÍA IMBERT ARANGUREN,DARÍA IMBERT ARANGUREN,CALLE
4727,DECLARACION DE RIO,Cumbre de la Tierra,Q751149,RIOKO DEKLARAZIOAREN KALEA,RIOKO DEKLARAZIOAREN KALEA,CALLE
1275,DIEGO DE BORICA Y RETEGUI,Diego de Borica,Q5274859,DIEGO BORIKA RETEGI KALEA,DIEGO BORIKA RETEGI KALEA,CALLE
1280,DIEGO DE ROJAS,Diego de Rojas,Q2330065,DIEGO DE ROJAS KALEA,DIEGO DE ROJAS KALEA,CALLE
1290,DIEGO MARTINEZ DE ALAVA,Diego Martínez de Álava,Q48627822,DIEGO MARTINEZ DE ALABA KALEA,DIEGO MARTINEZ DE ALABA KALEA,CALLE
1300,DIPUTACION FORAL DE ALAVA,Diputación Foral de Álava,Q3036440,DIPUTAZIO KALEA,DIPUTAZIO KALEA,CALLE
1320,DOCE DE OCTUBRE,Doce de Octubre,Q5677064,URRIAREN HAMABIAREN KALEA,URRIAREN HAMABIAREN KALEA,CALLE
4869,DOLORES IBARRURI GOMEZ,Dolores Ibárruri,Q238955,DOLORES IBARRURI GOMEZ KALEA,DOLORES IBARRURI GOMEZ KALEA,CALLE
1330,DOMINGO BELTRAN DE OTAZU,Domingo Beltrán de Otazu,Q87651361,DOMINGO BELTRAN DE OTAZU KALEA,DOMINGO BELTRAN DE OTAZU KALEA,CALLE
