zbk,Gazteleraz,Gazteleraz 2,Wikidata,Euskaraz,Euskaraz 2,kale mota
4880,ALDOÑA,ALDOÑA,,ALDOÑA KALEA,ALDOÑA KALEA,CALLE
4832,"ALEJANDRO DUMAS, PLAZA DE",Alexandre Dumas,Q38337,ALEXANDRE DUMAS PLAZA,ALEXANDRE DUMAS PLAZA,PLAZA
4829,"ALFONSO PARADA, PLAZA",Alfonso Parada,Q5667091,ALFONSO PARADA PLAZA,ALFONSO PARADA PLAZA,PLAZA
116,ALFONSO XI,Alfonso XI de Castilla,Q298808,ALFONTSO XI.AREN KALEA,ALFONTSO XI.AREN KALEA,CALLE
117,ALFREDO DONNAY,Alfredo Donnay,Q8195354,ALFREDO DONNAY KALEA,ALFREDO DONNAY KALEA,CALLE
120,ALIBARRA,ALIBARRA,,ALIBARRA KALEA,ALIBARRA KALEA,CALLE
4877,ALKAZARRA,ALKAZARRA,,ALKAZARRA KALEA,ALKAZARRA KALEA,CALLE
125,"ALONSO DE SARRIA, SENDA",Martín Alonso de Sarría,Q19826450,ALONSO SARRIA ZIDORRA,ALONSO SARRIA ZIDORRA,SENDA
3180,"ALTO DEL PRADO, CAMINO DEL",Alto del Prado,Q31265687,LARRAGANBIDEA,LARRAGANBIDEA,CAMINO
130,"AMADEO GARCIA DE SALAZAR, PLAZA",Amadeo García de Salazar,Q2528894,AMADEO GARCIA DE SALAZAR PLAZA,AMADEO GARCIA DE SALAZAR PLAZA,PLAZA
4562,AMADIS,Amadis,Q37268368,AMADIS KALEA,AMADIS KALEA,CALLE
135,"AMARICA, PLAZA",Fernando de Amárica,Q12257834,AMARIKA PLAZA,AMARIKA PLAZA,PLAZA
6050,AMARITA,León Amarita,Q5974543,AMARITA,AMARITA,ENTIDAD
4958,AMATIERRA,AMATIERRA,,AMATIERRA KALEA,AMATIERRA KALEA,CALLE
4545,"AMERICA LATINA, PLAZA DE",América Latina,Q12585,LATINOAMERIKA PLAZA,LATINOAMERIKA PLAZA,PLAZA
150,AMIZKARRA,AMIZKARRA,,AMIZKARRA KALEA,AMIZKARRA KALEA,CALLE
4693,AMSTERDAM,AMSTERDAM,,AMSTERDAM KALEA,AMSTERDAM KALEA,CALLE
160,AMURRIO,Amurrio,Q481760,AMURRIO KALEA,AMURRIO KALEA,CALLE
4967,"ANAHEIM, PLAZA DE",ANAHEIM,,ANAHEIM PLAZA,ANAHEIM PLAZA,PLAZA
165,ANBOTO,María Soledad Iparraguirre,Q3044860,ANBOTO KALEA,ANBOTO KALEA,CALLE
170,"ANCORA, PASAJE DEL",Ancora,Q18606570,EL ANCORA PASABIDEA,EL ANCORA PASABIDEA,PASAJE
190,ANDALUCIA,Andalucía,Q5783,ANDALUZIA KALEA,ANDALUZIA KALEA,CALLE
4897,ANDOIN,Andóin,Q2846169,ANDOIN KALEA,ANDOIN KALEA,CALLE
6060,ANDOLLU,Andollu,Q606694,ANDOLLU,ANDOLLU,ENTIDAD
192,ANDRA MARI DE ANGOSTO,ANDRA MARI DE ANGOSTO,,ANGOSTOKO ANDRE MARIAREN KALEA,ANGOSTOKO ANDRE MARIAREN KALEA,CALLE
194,ANDRA MARI DE ESKOLUNBE,ANDRA MARI DE ESKOLUNBE,,ESKOLUNBEKO ANDRE MARIAREN KALEA,ESKOLUNBEKO ANDRE MARIAREN KALEA,CALLE
191,ANDRA MARI DE IBERNALO,ANDRA MARI DE IBERNALO,,IBERNALOKO ANDRE MARIAREN KALEA,IBERNALOKO ANDRE MARIAREN KALEA,CALLE
193,ANDRA MARI DE LA ENCINA,ANDRA MARI DE LA ENCINA,,ARTEKO ANDRE MARIAREN KALEA,ARTEKO ANDRE MARIAREN KALEA,CALLE
4185,ANDRA MARI DE TOLOÑO,ANDRA MARI DE TOLOÑO,,TOLOÑOKO ANDRE MARIAREN KALEA,TOLOÑOKO ANDRE MARIAREN KALEA,CALLE
4561,ANGELA FIGUERA AYMERICH,Ángela Figuera Aymerich,Q608706,ANGELA FIGUERA AYMERICH KALEA,ANGELA FIGUERA AYMERICH KALEA,CALLE
195,ANGLO-VASCO,Ferrocarril Vasco-Navarro,Q8961476,ANGLO-VASCOAREN KALEA,ANGLO-VASCOAREN KALEA,CALLE
1310,ANGULEMA,ANGULEMA,,ANGULEMA KALEA,ANGULEMA KALEA,CALLE
4737,"ANKARA , SENDA DE",Ankara,Q3640,ANKARA IBILBIDEA,ANKARA IBILBIDEA,SENDA
200,"ANORBIN, CANTON DE",cantón de Anorbín,Q56596667,ANORBIN KANTOIA,ANORBIN KANTOIA,CANTON
6070,ANTEZANA/ANDETXA,Antezana de Foronda,Q620777,ANDETXA,ANDETXA,ENTIDAD
4850,ANTONI TAPIES,Antoni Tàpies,Q158099,ANTONI TAPIES KALEA,ANTONI TAPIES KALEA,CALLE
210,ANTONIA MARIA DE OVIEDO,Antonia María de Oviedo y Schönthal,Q5697578,ANTONIA MARIA DE OVIEDO KALEA,ANTONIA MARIA DE OVIEDO KALEA,CALLE
4871,ANTONIO AMAT MAIZ,ANTONIO AMAT MAIZ,,ANTONIO AMAT MAIZ KALEA,ANTONIO AMAT MAIZ KALEA,CALLE
215,ANTONIO DE SUCRE,Antonio José de Sucre,Q189779,ANTONIO DE SUCRE KALEA,ANTONIO DE SUCRE KALEA,CALLE
4546,ANTONIO MACHADO,Antonio Machado,Q243771,ANTONIO MACHADO KALEA,ANTONIO MACHADO KALEA,CALLE
4541,ANTONIO MIRANDA,Antônio Afonso de Miranda,Q465782,ANTONIO MIRANDA KALEA,ANTONIO MIRANDA KALEA,CALLE
4701,ANTZUOLA,Antzuola,Q1625886,ANTZUOLA KALEA,ANTZUOLA KALEA,CALLE
240,ARAGON,Aragón,Q4040,ARAGOI KALEA,ARAGOI KALEA,CALLE
4898,ARAIA,Araia,Q592024,ARAIA KALEA,ARAIA KALEA,CALLE
230,ARAKA,ARAKA,,ARAKA KALEA,ARAKA KALEA,CALLE
245,ARAMANGELU,ARAMANGELU,,ARAMANGELU KALEA,ARAMANGELU KALEA,CALLE
260,ARANA,ARANA,,ARANA KALEA,ARANA KALEA,CALLE
280,"ARANA, PARQUE DE",ARANA,,ARANEKO  PARKEA,ARANEKO  PARKEA,PARQUE
4773,ARANBALTZA,Aranbaltza,Q95611088,ARANBALTZA KALEA,ARANBALTZA KALEA,CALLE
4876,ARANBEA,ARANBEA,,ARANBEA KALEA,ARANBEA KALEA,CALLE
250,ARANBIZKARRA,ARANBIZKARRA,,ARANBIZKARRA KALEA,ARANBIZKARRA KALEA,CALLE
251,"ARANBIZKARRA, PARQUE",ARANBIZKARRA,,ARANBIZKARREKO PARKEA,ARANBIZKARREKO PARKEA,PARQUE
4606,ARANETA,Araneta,Q95611145,ARANETA KALEA,ARANETA KALEA,CALLE
6090,ARANGIZ,Aránguiz,Q620818,ARANGIZ,ARANGIZ,ENTIDAD
283,ARANGUTXI,ARANGUTXI,,ARANGUTXI KALEA,ARANGUTXI KALEA,CALLE
290,ARANTZABELA,Arantzabela,Q581332,ARANTZABELA KALEA,ARANTZABELA KALEA,CALLE
291,"ARANTZABELA, PARQUE",Arantzabela,Q581332,ARANTZABELAKO PARKEA,ARANTZABELAKO PARKEA,PARQUE
292,"ARANTZABELA, PLAZA DE",Arantzabela,Q581332,ARANTZABELA PLAZA,ARANTZABELA PLAZA,PLAZA
285,ARANZABAL,Aranzabal,Q121834059,ARANZABAL KALEA,ARANZABAL KALEA,CALLE
295,ARATZ,Aratz,Q3756092,ARATZ KALEA,ARATZ KALEA,CALLE
300,ARCA,ARCA,,ARKA KALEA,ARKA KALEA,CALLE
301,"ARCA, PLAZA DE",ARCA,,ARKA PLAZA,ARKA PLAZA,PLAZA
4910,ARCENA,Arcena,Q36944643,ARCENA KALEA,ARCENA KALEA,CALLE
320,AREITIO,Areitio,Q12253899,AREITIO KALEA,AREITIO KALEA,CALLE
4612,ARENAL,Francisco Arenal,Q36552158,AREATA KALEA,AREATA KALEA,CALLE
6120,ARETXABALETA,Arechavaleta,Q935603,ARETXABALETA,ARETXABALETA,ENTIDAD
6130,ARGANDOÑA,Argandoña,Q606687,ARGANDOÑA,ARGANDOÑA,ENTIDAD
330,ARGENTINA,María López Tristanco,Q2129951,ARGENTINA KALEA,ARGENTINA KALEA,CALLE
6140,ARIÑIZ/ARIÑEZ,ARIÑIZ/ARIÑEZ,,ARINIZ,ARINIZ,ENTIDAD
340,ARIZNABARRA,ARIZNABARRA,,ARIZNABARRA KALEA,ARIZNABARRA KALEA,CALLE
349,ARIZNABARRETA,ARIZNABARRETA,,ARIZNABARRETA KALEA,ARIZNABARRETA KALEA,CALLE
6110,ARKAIA,ARKAIA,,ARKAIA,ARKAIA,ENTIDAD
4857,ARKAIABIDEA,ARKAIABIDEA,,ARKAIABIDEA,ARKAIABIDEA,CALLE
4913,ARKAMU,ARKAMU,,ARKAMU KALEA,ARKAMU KALEA,CALLE
310,ARKATXA,ARKATXA,,ARKATXA KALEA,ARKATXA KALEA,CALLE
6100,ARKAUTI/ARCAUTE,ARKAUTI/ARCAUTE,,ARKAUTI,ARKAUTI,ENTIDAD
6150,ARMENTIA,ARMENTIA,,ARMENTIA,ARMENTIA,ENTIDAD
350,"ARMENTIA, ALTO DE",ARMENTIA,,ARMENTIAGANA,ARMENTIAGANA,CALLE
367,"ARMENTIA, CAMINO DE",ARMENTIA,,ARMENTIABIDEA,ARMENTIABIDEA,CAMINO
6160,ARRIAGA,ARRIAGA,,ARRIAGA,ARRIAGA,ENTIDAD
400,ARRIAGANA,ARRIAGANA,,ARRIAGANA KALEA,ARRIAGANA KALEA,CALLE
2951,ARRIETA,ARRIETA,,ARRIETA KALEA,ARRIETA KALEA,CALLE
411,"ARRIETA, PASAJE DE",ARRIETA,,ARRIETA PASABIDEA,ARRIETA PASABIDEA,PASAJE
4623,ARRIURDINA,ARRIURDINA,,ARRIURDINA KALEA,ARRIURDINA KALEA,CALLE
4614,ARROXETA,ARROXETA,,ARROXETA KALEA,ARROXETA KALEA,CALLE
4925,ARTANDI,ARTANDI,,ARTANDI KALEA,ARTANDI KALEA,CALLE
420,ARTAPADURA,ARTAPADURA,,ARTAPADURA KALEA,ARTAPADURA KALEA,CALLE
6170,ARTATZA FORONDA,ARTATZA FORONDA,,ARTATZA FORONDA,ARTATZA FORONDA,ENTIDAD
4934,ARTETXO,ARTETXO,,ARTETXO KALEA,ARTETXO KALEA,CALLE
430,ARTZARANA,ARTZARANA,,ARTZARANA KALEA,ARTZARANA KALEA,CALLE
4804,ARTZUA,ARTZUA,,ARTZUA KALEA,ARTZUA KALEA,CALLE
4676,ASESTADERO,ASESTADERO,,ASESTADERO KALEA,ASESTADERO KALEA,CALLE
4774,ASKARRA,ASKARRA,,ASKARRA KALEA,ASKARRA KALEA,CALLE
6180,ASKARTZA,ASKARTZA,,ASKARTZA,ASKARTZA,ENTIDAD
4888,ASPARRENA,ASPARRENA,,ASPARRENA KALEA,ASPARRENA KALEA,CALLE
6190,ASTEGUIETA,ASTEGUIETA,,AZTEGIETA,AZTEGIETA,ENTIDAD
440,ASTURIAS,ASTURIAS,,ASTURIAS KALEA,ASTURIAS KALEA,CALLE
4699,"ATENAS ,PASEO DE",ATENAS,,ATENAS IBILBIDEA,ATENAS IBILBIDEA,PASEO
4540,ATXO APELLANIZ,Atxo Apellaniz,Q12254451,ATXO APELLANIZ KALEA,ATXO APELLANIZ KALEA,CALLE
4978,"AYUNTAMIENTO, PLAZA DEL",AYUNTAMIENTO,,UDALAREN PLAZA,UDALAREN PLAZA,PLAZA
460,AZEDUIA,AZEDUIA,,AZEDUIA KALEA,AZEDUIA KALEA,CALLE
4702,AZKOITIA,AZKOITIA,,AZKOITIA KALEA,AZKOITIA KALEA,CALLE
4669,AZPEITIA,Florentino Azpeitia Moros,Q8961857,AZPEITIA KALEA,AZPEITIA KALEA,CALLE
4618,AZUCARERA,AZUCARERA,,AZUKREOLA KALEA,AZUKREOLA KALEA,CALLE
4819,BAÑOS DE EBRO,BAÑOS DE EBRO,,MAÑUETA KALEA,MAÑUETA KALEA,CALLE
480,BADAIA,BADAIA,,BADAIA KALEA,BADAIA KALEA,CALLE
4548,BAIONA,BAIONA,,BAIONA KALEA,BAIONA KALEA,CALLE
4598,BARCELONA,BARCELONA,,BARTZELONA KALEA,BARTZELONA KALEA,CALLE
4649,BAROA,BAROA,,BAROA KALEA,BAROA KALEA,CALLE
490,BARRATXI,BARRATXI,,BARRATXI KALEA,BARRATXI KALEA,CALLE
500,BARRENKALE,BARRENKALE,,BARRENKALEA,BARRENKALEA,CALLE
4813,BARRIOBUSTO,BARRIOBUSTO,,GORREBUSTO KALEA,GORREBUSTO KALEA,CALLE
4885,BARRUNDIA,BARRUNDIA,,BARRUNDIA KALEA,BARRUNDIA KALEA,CALLE
4705,BARTOLOME DE LAS CASAS,Bartolomé de las Casas,Q207416,BARTOLOME DE LAS CASAS KALEA,BARTOLOME DE LAS CASAS KALEA,CALLE
4874,BASABURUA,BASABURUA,,BASABURUA KALEA,BASABURUA KALEA,CALLE
505,BASALDEA,BASALDEA,,BASALDEA KALEA,BASALDEA KALEA,CALLE
4879,BASATXOA,BASATXOA,,BASATXOA KALEA,BASATXOA KALEA,CALLE
4990,"BASILISA TARRIOS URIONDO, SENDA",Basilisa Tarrios y Uriondo,Q21280647,"BASILISA TARRIOS URIONDO, ZIDORRA","BASILISA TARRIOS URIONDO, ZIDORRA",PARQUE
510,BASOA,BASOA,,BASOA KALEA,BASOA KALEA,CALLE
520,BASTITURRI,BASTITURRI,,BASTITURRI KALEA,BASTITURRI KALEA,CALLE
4923,BASTOBI,BASTOBI,,BASTOBI KALEA,BASTOBI KALEA,CALLE
530,"BATAN, PASEO DEL",BATAN,,BATAN IBILBIDEA,BATAN IBILBIDEA,PASEO
475,BATXIKABO,BATXIKABO,,BATXIKABO KALEA,BATXIKABO KALEA,CALLE
540,BEATO TOMAS DE ZUMARRAGA,BEATO TOMAS DE ZUMARRAGA,,TOMAS ZUMARRAGA DOHATSUAREN KALEA,TOMAS ZUMARRAGA DOHATSUAREN KALEA,CALLE
550,BECERRO DE BENGOA,Ricardo Becerro de Bengoa,Q1392867,BECERRO DE BENGOA KALEA,BECERRO DE BENGOA KALEA,CALLE
570,BEETHOVEN,Ludwig van Beethoven,Q255,BEETHOVEN KALEA,BEETHOVEN KALEA,CALLE
4582,BEHENAFARROA,BEHENAFARROA,,BEHENAFARROA KALEA,BEHENAFARROA KALEA,CALLE
4794,BEISTEGI HERMANOS,BEISTEGI HERMANOS,,BEISTEGI HERMANOS KALEA,BEISTEGI HERMANOS KALEA,CALLE
560,BEKOLARRA,BEKOLARRA,,BEKOLARRA KALEA,BEKOLARRA KALEA,CALLE
4952,BEKOLASA,BEKOLASA,,BEKOLASA KALEA,BEKOLASA KALEA,CALLE
4915,BELABIA,BELABIA,,BELABIA KALEA,BELABIA KALEA,CALLE
4568,BELATE,BELATE,,BELATE KALEA,BELATE KALEA,CALLE
580,BENITO GUINEA,Benito Guinea López de Aréchaga,Q115376996,BENITO GINEA KALEA,BENITO GINEA KALEA,CALLE
3030,"BENITO PEREZ GALDOS, PLAZA",Benito Pérez Galdós,Q189869,BENITO PEREZ GALDOS PLAZA,BENITO PEREZ GALDOS PLAZA,PLAZA
4695,"BERLIN ,PASEO DE",BERLIN,,BERLIN IBILBIDEA,BERLIN IBILBIDEA,PASEO
600,BERNAL DIAZ DE LUCO,BERNAL DIAZ DE LUCO,,BERNAL DIAZ DE LUKO KALEA,BERNAL DIAZ DE LUKO KALEA,CALLE
6200,BERROSTEGIETA,BERROSTEGIETA,,BERROZTEGIETA,BERROZTEGIETA,ENTIDAD
6210,BETOÑO,BETOÑO,,BETOÑU,BETOÑU,ENTIDAD
615,BIAK BAT,BIAK BAT,,BIAK BAT KALEA,BIAK BAT KALEA,CALLE
4775,BIDEGANA,BIDEGANA,,BIDEGANA KALEA,BIDEGANA KALEA,CALLE
4955,BIDEZARRA,BIDEZARRA,,BIDEZARRA KALEA,BIDEZARRA KALEA,CALLE
620,"BILBAO, PLAZA DE",T. Bilbao,Q88811285,BILBO PLAZA,BILBO PLAZA,PLAZA
4776,BILODABIDEA,BILODABIDEA,,BILODABIDEA KALEA,BILODABIDEA KALEA,CALLE
623,BIZENTA MOGEL,Vicenta Moguel,Q11705052,BIZENTA MOGEL KALEA,BIZENTA MOGEL KALEA,CALLE
4220,BIZKAIA,BIZKAIA,,BIZKAI KALEA,BIZKAI KALEA,CALLE
4908,BLANCA DE SILOS,Blanca de Silos,Q18645679,BLANCA DE SILOS KALEA,BLANCA DE SILOS KALEA,CALLE
4547,BLAS DE OTERO,Blas de Otero,Q881756,BLAS DE OTERO KALEA,BLAS DE OTERO KALEA,CALLE
6220,BOLIVAR,BOLIVAR,,BOLIBAR,BOLIBAR,ENTIDAD
630,BOLIVIA,BOLIVIA,,BOLIVIA KALEA,BOLIVIA KALEA,CALLE
4671,BORINBIZKARRA,BORINBIZKARRA,,BORINBIZKARRA KALEA,BORINBIZKARRA KALEA,CALLE
2110,BRASIL,Brasil Fernando Santos Oliveira,Q61881029,BRASIL KALEA,BRASIL KALEA,CALLE
4736,"BRATISLAVA , AVENIDA DE",BRATISLAVA,,BRATISLAVA HIRIBIDEA,BRATISLAVA HIRIBIDEA,AVENIDA
4650,BREMEN,BREMEN,,BREMEN KALEA,BREMEN KALEA,CALLE
640,BRUNO VILLARREAL,Bruno Villarreal,Q2927021,BRUNO VILLARREAL KALEA,BRUNO VILLARREAL KALEA,CALLE
4681,"BRUSELAS , AVENIDA DE",BRUSELAS,,BRUSELA HIRIBIDEA,BRUSELA HIRIBIDEA,AVENIDA
4741,BUCAREST,BUCAREST,,BUKAREST KALEA,BUKAREST KALEA,CALLE
4734,"BUDAPEST , AVENIDA DE",BUDAPEST,,BUDAPEST HIRIBIDEA,BUDAPEST HIRIBIDEA,AVENIDA
650,BUENO MONREAL,José María Bueno Monreal,Q978510,BUENO MONREAL KALEA,BUENO MONREAL KALEA,CALLE
4764,BULEVAR DE MARITURRI,BULEVAR DE MARITURRI,,MARITURRI BULEBARRA,MARITURRI BULEBARRA,CALLE
4680,BULEVAR DE SALBURUA,BULEVAR DE SALBURUA,,SALBURUA BULEBARRA,SALBURUA BULEBARRA,CALLE
660,BURGOS,BURGOS,,BURGOS KALEA,BURGOS KALEA,CALLE
670,BURUBIZKARRA,BURUBIZKARRA,,BURUBIZKARRA KALEA,BURUBIZKARRA KALEA,CALLE
680,BUSTALDEA,BUSTALDEA,,BUSTALDEA KALEA,BUSTALDEA KALEA,CALLE
4921,BUSTURBI,BUSTURBI,,BUSTURBI KALEA,BUSTURBI KALEA,CALLE
685,BUZTINZURI,BUZTINZURI,,BUZTINZURI KALEA,BUZTINZURI KALEA,CALLE
4565,CABALLO DE PICA,CABALLO DE PICA,,CABALLO DE PICA KALEA,CABALLO DE PICA KALEA,CALLE
4849,CAMINO DE PAUSETA,CAMINO DE PAUSETA,,PAUSETAKO BIDEA,PAUSETAKO BIDEA,CALLE
740,CAMPO DE LOS PALACIOS,CAMPO DE LOS PALACIOS,,JAUREGILANDA KALEA,JAUREGILANDA KALEA,CALLE
750,CANAL DE SANTO TOMAS,CANAL DE SANTO TOMAS,,SANTO TOMASEN UBIDEKO KALEA,SANTO TOMASEN UBIDEKO KALEA,CALLE
760,CANCILLER AYALA,CANCILLER AYALA,,AIALA KANTZILERRAREN KALEA,AIALA KANTZILERRAREN KALEA,CALLE
3960,"CANTABRICO, AVENIDA DEL",CANTABRICO,,KANTABRIKOAREN HIRIBIDEA,KANTABRIKOAREN HIRIBIDEA,AVENIDA
4763,"CAPITAL DE EUSKADI, AVENIDA",CAPITAL DE EUSKADI,,EUSKADIKO HIRIBURUAREN ETORBIDEA,EUSKADIKO HIRIBURUAREN ETORBIDEA,AVENIDA
780,CARACAS,CARACAS,,CARACAS KALEA,CARACAS KALEA,CALLE
4968,"CARLOS ABAITUA LAZPITA, PASAJE",Carlos Abaitua,Q104810691,CARLOS ABAITUA LAZPITA PASABIDEA,CARLOS ABAITUA LAZPITA PASABIDEA,PASAJE
4721,"CARMELO BERNAOLA, PASEO",Carmelo Bernaola,Q2602845,CARMELO BERNAOLA IBILBIDEA,CARMELO BERNAOLA IBILBIDEA,PASEO
4708,CARTA DE AALBORG,CARTA DE AALBORG,,AALBORGEKO KARTAREN KALEA,AALBORGEKO KARTAREN KALEA,CALLE
4728,CARTA DE ATENAS,CARTA DE ATENAS,,ATENASKO KARTAREN KALEA,ATENASKO KARTAREN KALEA,CALLE
4940,"CASERIO, SENDA DEL",Sante Geronimo Caserio,Q928209,ETXALDEBIDEA,ETXALDEBIDEA,SENDA
854,CASTILLO DE ARETXAGA,CASTILLO DE ARETXAGA,,ARETXAGAKO GAZTELUAREN KALEA,ARETXAGAKO GAZTELUAREN KALEA,CALLE
851,CASTILLO DE ARLUZEA,CASTILLO DE ARLUZEA,,ARLUZEKO GAZTELUAREN KALEA,ARLUZEKO GAZTELUAREN KALEA,CALLE
852,CASTILLO DE ASSA,CASTILLO DE ASSA,,ASSAKO GAZTELUAREN KALEA,ASSAKO GAZTELUAREN KALEA,CALLE
853,CASTILLO DE ASTULEZ,CASTILLO DE ASTULEZ,,ASTULEZKO GAZTELUAREN KALEA,ASTULEZKO GAZTELUAREN KALEA,CALLE
856,CASTILLO DE BERNEDO,CASTILLO DE BERNEDO,,BERNEDOKO GAZTELUAREN KALEA,BERNEDOKO GAZTELUAREN KALEA,CALLE
857,CASTILLO DE BURADON,CASTILLO DE BURADON,,BURADONGO GAZTELUAREN KALEA,BURADONGO GAZTELUAREN KALEA,CALLE
859,CASTILLO DE EL TORO,CASTILLO DE EL TORO,,TOROKO GAZTELUAREN KALEA,TOROKO GAZTELUAREN KALEA,CALLE
860,CASTILLO DE ESKIBEL,CASTILLO DE ESKIBEL,,ESKIBELGO GAZTELUAREN KALEA,ESKIBELGO GAZTELUAREN KALEA,CALLE
870,CASTILLO DE FONTECHA,CASTILLO DE FONTECHA,,FONTETXAKO GAZTELUAREN KALEA,FONTETXAKO GAZTELUAREN KALEA,CALLE
880,CASTILLO DE GEBARA,CASTILLO DE GEBARA,,GEBARAKO GAZTELUAREN KALEA,GEBARAKO GAZTELUAREN KALEA,CALLE
885,CASTILLO DE LANTARON,CASTILLO DE LANTARON,,LANTARONGO GAZTELUAREN KALEA,LANTARONGO GAZTELUAREN KALEA,CALLE
887,CASTILLO DE MENDILUCIA,CASTILLO DE MENDILUCIA,,MENDILUZEKO GAZTELUAREN KALEA,MENDILUZEKO GAZTELUAREN KALEA,CALLE
890,CASTILLO DE OCIO,CASTILLO DE OCIO,,OZIOKO GAZTELUAREN KALEA,OZIOKO GAZTELUAREN KALEA,CALLE
895,CASTILLO DE PORTILLA,CASTILLO DE PORTILLA,,ZABALATEKO GAZTELUAREN KALEA,ZABALATEKO GAZTELUAREN KALEA,CALLE
900,CASTILLO DE QUEJANA,CASTILLO DE QUEJANA,,KEXAAKO GAZTELUAREN KALEA,KEXAAKO GAZTELUAREN KALEA,CALLE
901,CASTILLO DE SAN ADRIAN,CASTILLO DE SAN ADRIAN,,SAN ADRIANGO GAZTELUAREN KALEA,SAN ADRIANGO GAZTELUAREN KALEA,CALLE
902,CASTILLO DE VILLAMONTE,CASTILLO DE VILLAMONTE,,VILLAMONTEKO GAZTELUAREN KALEA,VILLAMONTEKO GAZTELUAREN KALEA,CALLE
905,CASTILLO DE ZAITEGI,CASTILLO DE ZAITEGI,,ZAITEGIKO GAZTELUAREN KALEA,ZAITEGIKO GAZTELUAREN KALEA,CALLE
6230,CASTILLO/GAZTELU,CASTILLO/GAZTELU,,GAZTELU,GAZTELU,ENTIDAD
910,CASTRO URDIALES,CASTRO URDIALES,,CASTRO URDIALES KALEA,CASTRO URDIALES KALEA,CALLE
4597,"CATALUÑA, PLAZA DE",CATALUÑA,,KATALUNIA PLAZA,KATALUNIA PLAZA,PLAZA
920,CEFERINO DE URIEN,CEFERINO DE URIEN,,CEFERINO URIEN KALEA,CEFERINO URIEN KALEA,CALLE
4969,"CELEDONES DE ORO, PLAZA",CELEDONES DE ORO,,URREZKO ZELEDONEN PLAZA,URREZKO ZELEDONEN PLAZA,PLAZA
940,CERCAS BAJAS,CERCAS BAJAS,,ZERKABARREN KALEA,ZERKABARREN KALEA,CALLE
950,"CERVANTES, PASEO DE",CERVANTES,,CERVANTES IBILBIDEA,CERVANTES IBILBIDEA,PASEO
1230,CHILE,CHILE,,TXILE KALEA,TXILE KALEA,CALLE
1240,CHIQUITA,CHIQUITA,,TXIKITA KALEA,TXIKITA KALEA,CALLE
4824,CLARA CAMPOAMOR,Clara Campoamor,Q3321142,CLARA CAMPOAMOR KALEA,CLARA CAMPOAMOR KALEA,CALLE
980,COFRADIA DE ARRIAGA,COFRADIA DE ARRIAGA,,ARRIAGAKO KOFRADIAREN KALEA,ARRIAGAKO KOFRADIAREN KALEA,CALLE
990,COLA Y GOITI,José Colá y Goiti,Q17993795,COLA Y GOITI KALEA,COLA Y GOITI KALEA,CALLE
