zbk,Gazteleraz,Gazteleraz 2,Wikidata,Euskaraz,Euskaraz 2,kale mota
4957,LAS CALLEJAS,LAS CALLEJAS,,LAS CALLEJAS KALEA,LAS CALLEJAS KALEA,"CALLE"
715,LAS CALZADAS,Las Calzadas,Q20256995,GALTZADA KALEA,GALTZADA KALEA,"CALLE"
820,"LAS CARNICERIAS, CANTON DE",cantón de las Carnicerías,Q56752459,HARATEGI KANTOIA,HARATEGI KANTOIA,"CANTON"
1470,LAS ESCUELAS,LAS ESCUELAS,,ESKOLA KALEA,ESKOLA KALEA,"CALLE"
4992,"LAS NAIPERAS, PLAZA/ EMAKUME KARTAGILEEN PLAZA",LAS NAIPERAS,,EMAKUME KARTAGILEEN PLAZA,EMAKUME KARTAGILEEN PLAZA,"PLAZA"
4762,LAS NEVERAS,LAS NEVERAS,,NEBERA KALEA,NEBERA KALEA,"CALLE"
3210,"LAS PROVINCIAS VASCONGADAS, PLAZA DE",plaza de las Provincias Vascongadas,Q118662359,HIRU PROBINTZIEN PLAZA,HIRU PROBINTZIEN PLAZA,"PLAZA"
4675,LAS ROTURAS,calle de las Roturas,Q123469036,LAS ROTURAS KALEA,LAS ROTURAS KALEA,"CALLE"
2230,LAS TRIANAS,calle de las Trianas,Q118601749,TRIANA KALEA,TRIANA KALEA,"CALLE"
6470,LASARTE,Lasarte,Q627647,LASARTE,LASARTE,"ENTIDAD"
2229,LASCARAY,calle de Lascaray,Q118274605,LASKARAI KALEA,LASKARAI KALEA,"CALLE"
4808,LASERNA,Laserna,Q3218292,SERNA KALEA,SERNA KALEA,"CALLE"
3115,"LAUBIDEA, PLAZUELA DE",LAUBIDEA,,LAUBIDEA PLAZATXOA,LAUBIDEA PLAZATXOA,"PLAZUELA"
4757,LECH WALESA,Lech Wałęsa,Q444,LECH WALESA KALEA,LECH WALESA KALEA,"CALLE"
6480,LEGARDA,Legarda,Q623433,LEGARDA,LEGARDA,"ENTIDAD"
4704,LEGAZPI,Legazpia,Q1113716,LEGAZPI KALEA,LEGAZPI KALEA,"CALLE"
2235,LEGUNBE,Legunbe,Q12262068,LEGUNBE KALEA,LEGUNBE KALEA,"CALLE"
485,LEHENDAKARI AGUIRRE,calle del Lehendakari Aguirre,Q115474899,AGIRRE LEHENDAKARIAREN KALEA,AGIRRE LEHENDAKARIAREN KALEA,"CALLE"
2240,LEON,LEON,,LEON KALEA,LEON KALEA,"CALLE"
4526,LEONARDO DA VINCI,LEONARDO DA VINCI,,LEONARDO DA VINCI KALEA,LEONARDO DA VINCI KALEA,"CALLE"
2250,LEONCIO GARNIER,LEONCIO GARNIER,,LEONCE GARNIER KALEA,LEONCE GARNIER KALEA,"CALLE"
6490,LERMANDA,Lermanda,Q627172,LERMANDA,LERMANDA,"ENTIDAD"
2255,LERMANDABIDEA,LERMANDABIDEA,,LERMANDABIDEA,LERMANDABIDEA,"CALLE"
4810,LEZA,LEZA,,LEZA KALEA,LEZA KALEA,"CALLE"
2260,LIMA,Lima,Q2868,LIMA KALEA,LIMA KALEA,"CALLE"
4688,LISBOA,Lisboa,Q597,LISBOA KALEA,LISBOA KALEA,"CALLE"
4600,LLEIDA,provincia de Lérida,Q13904,LLEIDA KALEA,LLEIDA KALEA,"CALLE"
2270,"LLODIO, PLAZA",Llodio,Q676903,LAUDIO PLAZA,LAUDIO PLAZA,"PLAZA"
2280,LOGRO�,Logroño,Q14325,LOGRO��O K,LOGRO��O K,"CALLE"
4689,"LONDRES ,AVENIDA DE",Londres,Q84,LONDRES HIRIBIDEA,LONDRES HIRIBIDEA,"AVENIDA"
2290,LOPE DE LARREA,Lope de Larrea,Q9023681,LOPE DE LARREA KALEA,LOPE DE LARREA KALEA,"CALLE"
6500,LOPIDANA,Lopidana,Q622883,LOPIDA,LOPIDA,"ENTIDAD"
2300,LORENZO PRESTAMERO,Lorenzo Prestamero,Q2841379,LORENZO PRESTAMERO KALEA,LORENZO PRESTAMERO KALEA,"CALLE"
2305,LORETO DE ARRIOLA,Loreto de Arriola,Q123490868,LORETO ARRIOLA KALEA,LORETO ARRIOLA KALEA,"CALLE"
4574,LOS APRAIZ,LOS APRAIZ,,APRAIZTARREN KALEA,APRAIZTARREN KALEA,"CALLE"
4748,LOS ARAMBURU,calle de los Arámburu,Q118601757,ARANBURUTARREN KALEA,ARANBURUTARREN KALEA,"CALLE"
370,"LOS ARQUILLOS, ESCALERAS DE",Los Arquillos,Q596464,ARKUPEKO ESKAILERAK,ARKUPEKO ESKAILERAK,"ESCALERA"
380,"LOS ARQUILLOS, PASEO DE",Los Arquillos,Q596464,ARKUPEKO IBILBIDEA,ARKUPEKO IBILBIDEA,"PASEO"
435,LOS ASTRONOMOS,calle de los Astrónomos,Q55841426,ASTRONOMO KALEA,ASTRONOMO KALEA,"CALLE"
4570,LOS BUESA,LOS BUESA,,BUESATARREN KALEA,BUESATARREN KALEA,"CALLE"
3850,"LOS CANONIGOS, SENDA DE",LOS CANONIGOS,,KALONJEEN ZIDORRA,KALONJEEN ZIDORRA,"SENDA"
4717,"LOS DERECHOS HUMANOS, AVENIDA DE",LOS DERECHOS HUMANOS,,GIZA ESKUBIDEEN HIRIBIDEA,GIZA ESKUBIDEEN HIRIBIDEA,"AVENIDA"
3855,"LOS DONANTES DE SANGRE, SENDA DE",LOS DONANTES DE SANGRE,,ODOL EMAILEEN ZIDORRA,ODOL EMAILEEN ZIDORRA,"SENDA"
2306,"LOS ECHANOVE, SENDA DE",senda de los Echánove,Q123469046,ETXANOBETARREN ZIDORRA,ETXANOBETARREN ZIDORRA,"SENDA"
2308,"LOS GOROS, PLAZUELA DE",LOS GOROS,,GORO PLAZATXOA,GORO PLAZATXOA,"PLAZUELA"
2310,LOS HERRAN,calle de los Herrán,Q115345696,HERRANDARREN KALEA,HERRANDARREN KALEA,"CALLE"
2320,"LOS HUETOS, AVENIDA DE",Los Huetos,Q11689543,OTO HIRIBIDEA,OTO HIRIBIDEA,"AVENIDA"
4847,"LOS HUMEDALES, PASEO DE",LOS HUMEDALES,,HEZEGUNEEN IBILBIDEA,HEZEGUNEEN IBILBIDEA,"PASEO"
2330,LOS ISUNZA,LOS ISUNZA,,ISUNTZATARREN KALEA,ISUNTZATARREN KALEA,"CALLE"
2335,LOS MANTELI,LOS MANTELI,,MANTELITARREN KALEA,MANTELITARREN KALEA,"CALLE"
4791,LOS MI��ONES DE A,LOS MI��ONES DE A,,ARABAKO MI��OIEN K,ARABAKO MI��OIEN K,"CALLE"
2340,LOS MOLINOS,LOS MOLINOS,,ERROTA KALEA,ERROTA KALEA,"CALLE"
2770,"LOS NAIPES, PLAZUELA DE",LOS NAIPES,,KARTA PLAZA,KARTA PLAZA,"PLAZUELA"
2350,LOS NOGALES,LOS NOGALES,,INTXAURRONDO KALEA,INTXAURRONDO KALEA,"CALLE"
2360,"LOS OLMOS, AVENIDA DE",LOS OLMOS,,ZUMARREN HIRIBIDEA,ZUMARREN HIRIBIDEA,"AVENIDA"
3860,"LOS PUERTOS, SENDA DE",LOS PUERTOS,,MENDATEEN ZIDORRA,MENDATEEN ZIDORRA,"SENDA"
2370,LOS SAEZ DE QUEJANA,LOS SAEZ DE QUEJANA,,SAEZ DE QUEJANATARREN KALEA,SAEZ DE QUEJANATARREN KALEA,"CALLE"
2380,LOS TILOS,LOS TILOS,,EZKI KALEA,EZKI KALEA,"CALLE"
4931,"LOS TREVI��ESES, AVENID",LOS TREVI��,,TREBI��UBIDE HIRIB,TREBI��UBIDE HIRIB,"AVENIDA"
2390,"LOVAINA, PLAZA DE",LOVAINA,,LOVAINA PLAZA,LOVAINA PLAZA,"PLAZA"
4743,LUBIANA,LUBIANA,,LJUBLJANA KALEA,LJUBLJANA KALEA,"CALLE"
6510,LUBIANO,LUBIANO,,LUBINAO,LUBINAO,"ENTIDAD"
4870,LUIS ALAVA SAUTU,LUIS ALAVA SAUTU,,LUIS ALABA SAUTU KALEA,LUIS ALABA SAUTU KALEA,"CALLE"
2400,LUIS HEINTZ,LUIS HEINTZ,,LOUIS HEINTZ KALEA,LOUIS HEINTZ KALEA,"CALLE"
2410,LUIS MARIA URIARTE,Luis Maria Uriarte,Q12262688,LUIS MARIA URIARTE KALEA,LUIS MARIA URIARTE KALEA,"CALLE"
4665,LUIS OLARIAGA,Luis Olariaga,Q12262696,LUIS  OLARIAGA KALEA,LUIS  OLARIAGA KALEA,"CALLE"
4507,LUKURUMENDI,LUKURUMENDI,,LUKURUMENDI KALEA,LUKURUMENDI KALEA,"CALLE"
4690,LUXEMBURGO,LUXEMBURGO,,LUXENBURGO KALEA,LUXENBURGO KALEA,"CALLE"
4607,LUZURIO,LUZURIO,,LUZURIO KALEA,LUZURIO KALEA,"CALLE"
2421,"MACHETE, ESCALERAS DEL",MACHETE,,AIHOTZ PLAZAKO ESKAILERAK,AIHOTZ PLAZAKO ESKAILERAK,"ESCALERA"
2420,"MACHETE, PLAZA DEL",MACHETE,,AIHOTZ PLAZA,AIHOTZ PLAZA,"PLAZA"
4653,MADRE TERESA DE CALCUTA,MADRE TERESA DE CALCUTA,,KALKUTAKO TERESA KALEA,KALKUTAKO TERESA KALEA,"CALLE"
2430,MADRE VEDRUNA,Joaquina de Vedruna,Q288442,AMA VEDRUNA KALEA,AMA VEDRUNA KALEA,"CALLE"
2440,MADRID,MADRID,,MADRIL KALEA,MADRIL KALEA,"CALLE"
2450,MAGDALENA,MAGDALENA,,MAGDALENA KALEA,MAGDALENA KALEA,"CALLE"
4724,MAHATMA GANDHI,MAHATMA GANDHI,,MAHATMA GANDHI KALEA,MAHATMA GANDHI KALEA,"CALLE"
4619,MAITE ZU��,MAITE ZU��,,MAITE ZU��IGA K,MAITE ZU��IGA K,"CALLE"
4943,MALIZ,MALIZ,,MALIZ KALEA,MALIZ KALEA,"CALLE"
2455,MALIZHAEZA,MALIZHAEZA,,MALIZHAEZA KALEA,MALIZHAEZA KALEA,"CALLE"
4587,MALTZAGA,Maltzaga,Q12262929,MALTZAGA KALEA,MALTZAGA KALEA,"CALLE"
6530,MANDOJANA,Mandojana,Q627137,MANDOIA,MANDOIA,"ENTIDAD"
2460,MANUEL DIAZ DE ARCAYA,Manuel Díaz de Arcaya,Q12262969,MANUEL DIAZ DE ARKAIA KALEA,MANUEL DIAZ DE ARKAIA KALEA,"CALLE"
2470,MANUEL IRADIER,MANUEL IRADIER,,MANUEL IRADIER KALEA,MANUEL IRADIER KALEA,"CALLE"
4834,MAR BALTICO,Mar Báltico,Q545,ITSASO BALTIKOAREN KALEA,ITSASO BALTIKOAREN KALEA,"CALLE"
4838,MAR DEL NORTE,MAR DEL NORTE,,IPAR ITSASOAREN KALEA,IPAR ITSASOAREN KALEA,"CALLE"
4833,MAR TIRRENO,MAR TIRRENO,,TIRRENIAR ITSASOAREN KALEA,TIRRENIAR ITSASOAREN KALEA,"CALLE"
4989,MAR��A CONCEPCI��N L��PEZ DE ARR,MAR��A CONCEPCI��N L��PEZ,,MAR��A CONCEPCI��N L��PEZ DE ARR,MAR��A CONCEPCI��N L��PEZ DE ARR,"PLAZA"
4988,"MAR��A PILAR DE ACEDO Y SARRIA, JARD",MAR��A PILAR DE ACEDO Y SA,,MAR��A PILAR DE ACEDO Y SARRIA LORAT,MAR��A PILAR DE ACEDO Y SARRIA LORAT,"JARDIN"
4986,"MAR��A SARMIENTO, PLAZA/ MARIA SARMIENTO P",MAR��A SARMI,,MARIA SARMIENTO PLAZA,MARIA SARMIENTO PLAZA,"PLAZA"
6540,MARGARITA,MARGARITA,,MARGARITA,MARGARITA,"ENTIDAD"
4851,MARGARITA NELKEN,MARGARITA NELKEN,,MARGARITA NELKEN KALEA,MARGARITA NELKEN KALEA,"CALLE"
4575,"MARIA DE MAEZTU, PARQUE",MARIA DE MAEZTU,,MARIA MAEZTU PARKEA,MARIA MAEZTU PARKEA,"PARQUE"
4867,MARIA LEJARRAGA GARCIA,María de la O Lejárraga,Q3816879,MARIA LEJARRAGA GARCIA KALEA,MARIA LEJARRAGA GARCIA KALEA,"CALLE"
4801,MARIA TERESA LEON,María Teresa León,Q2759438,MARIA TERESA LEON KALEA,MARIA TERESA LEON KALEA,"CALLE"
4872,MARIANA PINEDA MU��,MARIANA PINEDA MU��,,MARIANA PINEDA MU��OZ K,MARIANA PINEDA MU��OZ K,"CALLE"
2760,MARIANO SAN MIGUEL,Mariano San Miguel Urcelay,Q2462657,MARIANO SAN MIGUEL MUSIKARIAREN KALEA,MARIANO SAN MIGUEL MUSIKARIAREN KALEA,"CALLE"
4524,MARIE CURIE,MARIE CURIE,,MARIE CURIE KALEA,MARIE CURIE KALEA,"CALLE"
4899,"MARIETA, PLAZA",MARIETA,,MARIETA PLAZA,MARIETA PLAZA,"PLAZA"
2500,"MARQUES DE LA ALAMEDA, PLAZA DEL",MARQUES DE LA ALAMEDA,,ALAMEDAKO MARKESAREN PLAZA,ALAMEDAKO MARKESAREN PLAZA,"PLAZA"
4868,MARTA MATA I GARRIGA,Marta Mata,Q3398832,MARTA MATA I GARRIGA KALEA,MARTA MATA I GARRIGA KALEA,"CALLE"
2530,"MARTIN DE SALINAS, PLAZA",Мартин де Салинас,Q61971085,MARTIN SALINAS PLAZA,MARTIN SALINAS PLAZA,"PLAZA"
2533,MARTIN DE SARACIBAR,Martín de Saracíbar Lafuente,Q63861945,MARTIN SARAZIBAR KALEA,MARTIN SARAZIBAR KALEA,"CALLE"
4542,MARTIN FIZ,Martín Fiz,Q350862,MARTIN FIZ KALEA,MARTIN FIZ KALEA,"CALLE"
4709,MARTIN LUTHER KING,MARTIN LUTHER KING,,MARTIN LUTHER KING KALEA,MARTIN LUTHER KING KALEA,"CALLE"
2520,MARTIN OLAVE,Martin Olave,Q16185898,MARTIN OLABE KALEA,MARTIN OLABE KALEA,"CALLE"
2535,MARTIN SUSAETA,MARTIN SUSAETA,,MARTIN SUSAETA KALEA,MARTIN SUSAETA KALEA,"CALLE"
6550,MARTIODA,MARTIODA,,MARTIODA,MARTIODA,"ENTIDAD"
4778,MASPARRA,MASPARRA,,MASPARRA KALEA,MASPARRA KALEA,"CALLE"
6560,MATAUKO,MATAUKO,,MATAUKU,MATAUKU,"ENTIDAD"
2540,MATEO BENIGNO DE MORAZA,Mateo Benigno de Moraza,Q1277030,MATEO BENIGNO MORAZA KALEA,MATEO BENIGNO MORAZA KALEA,"CALLE"
4895,MATURANA,MATURANA,,MATURA KALEA,MATURA KALEA,"CALLE"
4620,"MAURICE RAVEL, JARDINES",MAURICE RAVEL,,MAURICE RAVEL LORATEGIA,MAURICE RAVEL LORATEGIA,"JARDIN"
2550,"MAURICIO VALDIVIELSO, PLAZUELA",MAURICIO VALDIVIELSO,,MAURICIO VALDIVIELSO PLAZATXOA,MAURICIO VALDIVIELSO PLAZATXOA,"PLAZUELA"
4645,"MAXIMO CASADO, JARDINES",MAXIMO CASADO,,MAXIMO CASADO LORATEGIA,MAXIMO CASADO LORATEGIA,"JARDIN"
2560,MAXIMO GUISASOLA,MAXIMO GUISASOLA,,MAXIMO GISASOLA KALEA,MAXIMO GISASOLA KALEA,"CALLE"
4951,MAYOR,MAYOR,,KALE NAGUSIA,KALE NAGUSIA,"CALLE"
3110,"MAYOR DE ABETXUKO, PLAZA",MAYOR DE ABETXUKO,,PLAZA NAGUSIA,PLAZA NAGUSIA,"PLAZA"
2570,MEDICO TORNAY,MEDICO TORNAY,,TORNAY MEDIKUAREN KALEA,TORNAY MEDIKUAREN KALEA,"CALLE"
4551,"MEDITERRANEO, AVENIDA DEL",MEDITERRANEO,,MEDITERRANEOAREN HIRIBIDEA,MEDITERRANEOAREN HIRIBIDEA,"AVENIDA"
4878,MEKATEGI,MEKATEGI,,MEKATEGI KALEA,MEKATEGI KALEA,"CALLE"
2583,MENDARO,MENDARO,,MENDARO KALEA,MENDARO KALEA,"CALLE"
4506,MENDI,MENDI,,MENDI KALEA,MENDI KALEA,"CALLE"
4845,MENDIA,MENDIA,,MENDIA KALEA,MENDIA KALEA,"CALLE"
4949,MENDIBE,MENDIBE,,MENDIBE KALEA,MENDIBE KALEA,"CALLE"
4965,"MENDIBE, PLAZA",MENDIBE,,MENDIBE PLAZA,MENDIBE PLAZA,"PLAZA"
2585,MENDIGORRITXU,MENDIGORRITXU,,MENDIGORRITXU KALEA,MENDIGORRITXU KALEA,"CALLE"
4755,MENDIGULARRA,MENDIGULARRA,,MENDIGULARRA KALEA,MENDIGULARRA KALEA,"CALLE"
6570,MENDIGUREN,MENDIGUREN,,MENDIGUREN,MENDIGUREN,"ENTIDAD"
2755,MENDIKO BIDEA,MENDIKO BIDEA,,MENDIKO BIDEA,MENDIKO BIDEA,"CALLE"
6580,MENDIOLA,MENDIOLA,,MENDIOLA,MENDIOLA,"ENTIDAD"
2590,"MENDIOLA, CAMINO DE",MENDIOLA,,MENDIOLABIDEA,MENDIOLABIDEA,"CAMINO"
4848,MENDITXO,Menditxo,Q95622718,MENDITXO KALEA,MENDITXO KALEA,"CALLE"
2597,MENDIZABALA,Mendizabala,Q12263427,MENDIZABALA KALEA,MENDIZABALA KALEA,"CALLE"
2600,MENDOZA,MENDOZA,,MENDOZA KALEA,MENDOZA KALEA,"CALLE"
6585,MENDOZA,MENDOZA,,MENDOZA,MENDOZA,"ENTIDAD"
2580,MEXICO,MEXICO,,MEXIKO KALEA,MEXIKO KALEA,"CALLE"
6610,MI��ANO MENOR/MI��A,MI��ANO MENOR/MI��A,,MI��AOGU,MI��AOGU,"ENTIDAD"
6600,MI��AO/MI��A,MI��AO/MI��A,,MI��,MI��,"ENTIDAD"
2685,MICAELA PORTILLA,Micaela Portilla,Q3754076,MICAELA PORTILLA KALEA,MICAELA PORTILLA KALEA,"CALLE"
2695,"MIGUEL DE UNAMUNO, AVENIDA",MIGUEL DE UNAMUNO,,MIGUEL UNAMUNO HIRIBIDEA,MIGUEL UNAMUNO HIRIBIDEA,"AVENIDA"
4559,MIGUEL HERNANDEZ,MIGUEL HERNANDEZ,,MIGUEL HERNANDEZ KALEA,MIGUEL HERNANDEZ KALEA,"CALLE"
4930,MIGUEL LATOURNEUR,Miguel Latourneur,Q123434321,MIGUEL LATOURNEUR KALEA,MIGUEL LATOURNEUR KALEA,"CALLE"
2690,MIGUEL MIEG,MIGUEL MIEG,,MIGUEL MIEG KALEA,MIGUEL MIEG KALEA,"CALLE"
2700,"MIRADOR, PASEO DEL",MIRADOR,,BEGIRATOKIKO IBILBIDEA,BEGIRATOKIKO IBILBIDEA,"PASEO"
2710,MIRANDA DE EBRO,MIRANDA DE EBRO,,MIRANDA DE EBRO KALEA,MIRANDA DE EBRO KALEA,"CALLE"
2720,MIRAVALLES,MIRAVALLES,,MIRAVALLES KALEA,MIRAVALLES KALEA,"CALLE"
4655,MIREN MARTINEZ SAEZ DEL BURGO,MIREN MARTINEZ SAEZ DEL BURGO,,MIREN MARTINEZ SAEZ DEL BURGO KALEA,MIREN MARTINEZ SAEZ DEL BURGO KALEA,"CALLE"
2751,"MOLINUEVO, PARQUE",MOLINUEVO,,MOLINUEVO PARKEA,MOLINUEVO PARKEA,"PARQUE"
4536,MONASTERIO DE IRATXE,MONASTERIO DE IRATXE,,IRATXEKO MONASTERIOAREN KALEA,IRATXEKO MONASTERIOAREN KALEA,"CALLE"
4567,MONASTERIO DE LEIRE,Monasterio de San Salvador de Leire,Q669194,LEIREKO MONASTERIOAREN KALEA,LEIREKO MONASTERIOAREN KALEA,"CALLE"
6620,MONASTERIOGUREN,Monasterioguren,Q631024,MONASTERIOGUREN,MONASTERIOGUREN,"ENTIDAD"
2730,MONDRAGON,MONDRAGON,,ARRASATE KALEA,ARRASATE KALEA,"CALLE"
700,MONSE��OR CADENA Y E,MONSE��OR CADENA Y E,,CADENA Y ELETA APEZPIKUAREN KALEA,CADENA Y ELETA APEZPIKUAREN KALEA,"CALLE"
2740,MONSE��OR ESTE,MONSE��OR ESTE,,ESTENAGA APEZPIKUAREN KALEA,ESTENAGA APEZPIKUAREN KALEA,"CALLE"
2750,MONSE��OR MATEO MU,MONSE��OR MATEO MU,,MATEO MUXIKA APEZPIKUAREN KALEA,MATEO MUXIKA APEZPIKUAREN KALEA,"CALLE"
4911,MONTES DE VITORIA,montes de Vitoria,Q19862615,GASTEIZKO MENDIEN KALEA,GASTEIZKO MENDIEN KALEA,"CALLE"
4815,"MOREDA DE ALAVA, PASEO DE",MOREDA DE ALAVA,,MOREDA IBILBIDEA,MOREDA IBILBIDEA,"PASEO"
4673,MUNDIGALAY,MUNDIGALAY,,MENDIGALAI KALEA,MENDIGALAI KALEA,"CALLE"
4715,"NACIONES UNIDAS, AVENIDA DE",Organización de las Naciones Unidas,Q1065,NAZIO BATUEN HIRIBIDEA,NAZIO BATUEN HIRIBIDEA,"AVENIDA"
4800,NADINE GORDIMER,Nadine Gordimer,Q47619,NADINE GORDIMER KALEA,NADINE GORDIMER KALEA,"CALLE"
4820,NAVARIDAS,NAVARIDAS,,NAVARIDAS KALEA,NAVARIDAS KALEA,"CALLE"
2780,NAVARRA,NAVARRA,,NAFARROA KALEA,NAFARROA KALEA,"CALLE"
2790,NAVARRO VILLOSLADA,NAVARRO VILLOSLADA,,NAVARRO VILLOSLADA KALEA,NAVARRO VILLOSLADA KALEA,"CALLE"
4725,NELSON MANDELA,NELSON MANDELA,,NELSON MANDELA KALEA,NELSON MANDELA KALEA,"CALLE"
2810,NICARAGUA,NICARAGUA,,NIKARAGUA KALEA,NIKARAGUA KALEA,"CALLE"
4744,NICOSIA,NICOSIA,,NIKOSIA KALEA,NIKOSIA KALEA,"CALLE"
2820,NIEVES CANO,Caño Nieves,Q56493104,NIEVES CANO KALEA,NIEVES CANO KALEA,"CALLE"
2840,"NUESTRA SE��ORA DE ESTIBALIZ, AVE",NUESTRA SE��ORA DE ESTIB,,ESTIBALIZKO ANDRE MARIAREN HIRIBIDEA,ESTIBALIZKO ANDRE MARIAREN HIRIBIDEA,"AVENIDA"
1270,"NUESTRA SE��ORA DE LOS DESAMPARADOS, P",NUESTRA SE��ORA DE LOS DESAMPAR,,BABESGABETUEN ANDRE MARIAREN PLAZA,BABESGABETUEN ANDRE MARIAREN PLAZA,"PLAZA"
