nkcr,wd
ge128447,Q1429234
ge131255,Q1411253
ge134159,Q1414323
ge336606,Q1408733
ge339081,Q1420811
ge339825,Q1404471
ge346017,Q1406659
ge356302,Q1395420
ge366237,Q1410753
ge426312,Q1406706
ge573837,Q1432046
ge843074,Q1397570
ge974010,Q1419086
ge136961,Q1471145
ge351049,Q1450287
ge388830,Q1447716
ge390120,Q1447649
ge391989,Q1470981
ge542623,Q1463559
ph394362,Q1457501
ge1124110,Q1509185
ge128555,Q1490045
ge129593,Q1516182
ge130298,Q1486289
ge137152,Q1507682
ge138940,Q1529402
ge339987,Q1495036
ge378023,Q1495457
ge390262,Q1497931
ge496568,Q1482084
ge592072,Q1516568
ge719937,Q1511813
ge758826,Q1500845
ge899936,Q1508699
ph127195,Q1480945
ge1051400,Q1572234
ge1052579,Q1570626
ge129695,Q1529966
ge136754,Q1566973
ge305378,Q1570465
ge351064,Q1576373
ge371599,Q1569724
ge466186,Q1565611
ph249592,Q1566696
ph744951,Q1551047
ph859153,Q1550812
ge1033265,Q1586510
ge1082053,Q1616778
ge130918,Q1615565
ge338266,Q1587286
ge338280,Q1624209
ge371600,Q1601631
ge431382,Q1616130
ge502106,Q1617109
ge526475,Q1621441
ge759705,Q1615032
ge807966,Q1615405
ge936482,Q1623994
ge940601,Q1622522
ge990871,Q1613277
ge083971,Q1628682
ge1054729,Q1649406
ge1118292,Q1636839
ge129295,Q1628640
ge129304,Q1628702
ge129333,Q1632617
ge129347,Q1632454
ge129366,Q1638949
ge129710,Q1648013
ge130328,Q1641768
ge131382,Q1641781
ge259564,Q1632624
ge291823,Q1639245
ge338283,Q1625294
ge351007,Q1652791
ge351017,Q1650855
ge351147,Q1652782
ge367236,Q1632475
ge371611,Q1632603
ge375974,Q1658570
ge389914,Q1665928
ge465712,Q1652713
ge487388,Q1660306
ge747685,Q1640037
ge789915,Q1641596
ge828854,Q1638961
ge1057329,Q1686589
ge129408,Q1676870
ge211287,Q1692444
ge277363,Q1697516
ge304871,Q1709318
ge307461,Q1702503
ge332314,Q1689665
ge339833,Q1674877
ge351114,Q1686866
ge366640,Q1689277
ge368734,Q1669462
ge375504,Q1692664
ge375777,Q1691826
ge382973,Q1684261
ge450920,Q1678373
ge501658,Q1709338
ge562734,Q1682953
ge618987,Q1669872
ge624130,Q1706276
ge766586,Q1675728
ph772830,Q1676845
ge1088090,Q1743420
ge1107154,Q1748768
ge129517,Q1722957
ge130395,Q1735575
ge130938,Q1747069
ge232954,Q1739781
ge327516,Q1753859
ge509771,Q1749585
ge541544,Q1734012
ge548880,Q1754761
ph779421,Q1747183
ge129598,Q1777768
ge129778,Q1775309
ge134301,Q1794830
ge134550,Q1757909
ge138808,Q1797086
ge138891,Q1774208
ge142496,Q1782265
ge180419,Q1797638
ge241983,Q1764209
ge251162,Q1783510
ge259167,Q1782702
ge263444,Q1781102
ge290472,Q1783374
ge301848,Q1789598
ge307129,Q1785594
ge309381,Q1758860
ge336349,Q1782996
ge338768,Q1786829
ge339304,Q1794597
ge360210,Q1766808
ge371779,Q1776683
ge371781,Q1778032
ge375884,Q1760366
ge381599,Q1797659
ge413560,Q1789570
ge506070,Q1782667
ge564781,Q1792785
ge690671,Q1786772
ge691107,Q1788318
ge757561,Q1800154
ge779042,Q1791926
ge822169,Q1791945
ge884124,Q1770865
ge958297,Q1787942
ge129768,Q1808985
ge129812,Q1823207
ge134507,Q1833736
ge135834,Q1807822
ge158002,Q1817711
ge325715,Q1822522
ge334309,Q1844059
ge338856,Q1809647
ge342309,Q1840932
ge346026,Q1841845
ge351019,Q1820860
ge371805,Q1805684
ge372080,Q1846197
ge375940,Q1813242
ge382987,Q1861143
ge387266,Q1853105
ge390264,Q1809699
ge436315,Q1846919
ge508779,Q1809690
ge608122,Q1836325
ge766143,Q1856394
ge779100,Q1852675
ge128845,Q1912183
ge211842,Q1877125
ge276519,Q1908902
ge291600,Q1869714
ge301849,Q1869851
ge339377,Q1865045
ge369151,Q1887714
ge379468,Q1897957
ge381600,Q1879109
ge382986,Q1876866
ge383750,Q1873880
ge390114,Q1885049
ge538761,Q1911417
ge572375,Q1881061
ge706825,Q1899572
ge750267,Q1882826
ge777444,Q1871472
ge844292,Q1880205
ge1003109,Q1953283
ge1103846,Q1946067
ge130109,Q1949570
ge130516,Q1950868
ge130555,Q1933223
ge131116,Q1921720
ge280472,Q1919869
ge307462,Q1948479
ge339711,Q1935440
ge341252,Q1935520
ge345706,Q1923246
ge351030,Q1951350
ge366780,Q1934645
ge371780,Q1937519
ge375499,Q1944770
ge392266,Q1930211
ge437291,Q1941289
ge503472,Q1960514
ge612641,Q1955897
ge625426,Q1932581
ge895029,Q1916952
ge898061,Q1916827
ge083119,Q2007716
ge1085898,Q2003052
ge118355,Q1971141
ge129311,Q1972576
ge129802,Q2003486
ge129923,Q311124
ge131156,Q1968750
ge137408,Q1974421
ge188158,Q1974412
ge213044,Q1977821
ge280464,Q1964814
ge292058,Q1968683
ge318516,Q1974384
ge339704,Q1973229
ge339706,Q1973944
ge342279,Q2003078
ge361030,Q1982889
ge371617,Q1997510
ge372084,Q2003168
ge381393,Q1974342
ge390791,Q2003021
ge394582,Q1977912
ge437829,Q1982510
ge470954,Q2002973
ge489850,Q2003031
ge586867,Q2003208
ge612683,Q1968781
ge682353,Q1989399
ge864966,Q1970450
ge887602,Q1970528
ge895033,Q1974552
ge988541,Q2011975
ge995613,Q1987614
ph548932,Q2005090
ge134597,Q2048241
ge272796,Q2043209
ge293691,Q2025010
ge303200,Q2037421
ge307007,Q2037200
ge325707,Q2043225
ge336575,Q2022566
ge339830,Q2023412
ge371637,Q2024848
ge375500,Q2061684
ge375801,Q2061654
ge381609,Q2048593
ge382353,Q2020032
ge477562,Q2047414
ge520670,Q2039321
ge571666,Q2034545
ge737080,Q2023648
ge791413,Q2037454
ge823415,Q2015483
ge835584,Q2028802
ph349175,Q2058454
ge075314,Q2100561
ge130709,Q2092696
ge131246,Q2092152
ge201441,Q2096418
ge251179,Q2065609
ge268054,Q2066097
ge271537,Q2073486
ge285189,Q2093942
ge307139,Q2099021
ge339985,Q2103257
ge340785,Q2065519
ge360071,Q2113411
ge375486,Q2100308
ge460807,Q2111618
ge468095,Q2090951
ge554794,Q2093497
ge793594,Q2068947
ge867245,Q2100353
ge978704,Q2065713
ge130099,Q2140054
ge339332,Q2119599
ge356267,Q2121156
ge130171,Q2200035
ge130960,Q2153679
ge131032,Q2200987
ge131609,Q2208558
ge136756,Q2157550
ge274300,Q2185161
ge291831,Q2202538
ge307062,Q2189055
ge339719,Q2203497
ge345675,Q2199648
ge375510,Q2175955
ge375963,Q2197198
ge378880,Q2205711
ge379453,Q2157405
ge384481,Q2154539
ge397040,Q2207728
ge532061,Q2206041
ge649956,Q2178533
ge653383,Q2196729
ge703125,Q2174620
ge758674,Q2188020
ge075289,Q2257771
ge137199,Q2249399
ge160053,Q2222874
ge222691,Q2245743
ge285738,Q2248292
ge307464,Q2232024
ge326873,Q2219830
ge337715,Q2250400
ge342304,Q2234450
ge377082,Q2218211
ge381615,Q2238161
ge518846,Q2238426
ge579653,Q2228345
ge587199,Q2251899
ge690665,Q2242587
ge763138,Q2245449
ge778846,Q2239738
ph115907,Q2210724
ge1059233,Q2282702
ge129532,Q2274613
ge130019,Q2282097
ge130997,Q2305015
ge137211,Q2282939
ge156540,Q2278031
ge192243,Q2302968
ge243767,Q2308343
ge259168,Q2291153
ge291796,Q2277717
ge303202,Q2298363
ge315090,Q2267490
ge316923,Q2311289
ge326849,Q2305547
ge332316,Q2290119
ge340607,Q2283551
ge340619,Q2318801
ge340632,Q2301654
ge341239,Q2297675
ge345825,Q2279291
ge371342,Q2309376
ge375796,Q2299312
ge375960,Q2304869
ge375980,Q2290410
ge381610,Q2313351
ge564772,Q2304860
ge961843,Q2300732
ph316337,Q2268359
ge129050,Q2330798
ge129315,Q2350509
ge131129,Q2366072
ge136963,Q2350759
ge291978,Q2336671
ge307729,Q2323599
ge326972,Q2362279
ge335492,Q2354039
ge345852,Q2353575
ge375473,Q2335877
ge413241,Q2346532
ge437414,Q2326015
ge442437,Q2352710
ge527095,Q2324801
ge600036,Q2348407
ge608844,Q2330654
ge653386,Q2374863
ge781612,Q2354661
ge1056665,Q2423544
ge1064091,Q2391335
ge117441,Q2428381
ge128666,Q2397751
ge129373,Q2433499
ge131604,Q2424530
ge138210,Q2427060
ge161073,Q2427119
ge285731,Q2432683
ge316467,Q2412555
ge339082,Q2428029
ge351170,Q2430755
ge388367,Q2406517
ge565886,Q2380583
ge673219,Q2434249
ge773540,Q2419970
ge884467,Q2427236
ge949864,Q2426779
ge976760,Q2390960
ph118572,Q2384674
ge129854,Q2442579
ge131343,Q2464342
ge297580,Q2467602
ge383749,Q2489566
ge385661,Q2482823
ge451698,Q2475248
ge537283,Q2480692
ge601747,Q2463859
ge978678,Q2470639
ge075283,Q2521303
ge1091627,Q2538349
ge129584,Q2518463
ge129585,Q2519452
ge130404,Q2537933
ge131374,Q2511069
ge137128,Q2533951
ge161825,Q2493559
ge211286,Q2524814
ge271338,Q2538204
ge272778,Q2493894
ge275189,Q2538380
ge276275,Q2524830
ge276858,Q2521705
ge306981,Q2493498
ge310792,Q2526444
ge325696,Q2524767
ge325721,Q2538342
ge325744,Q2540412
ge334686,Q2523404
ge345860,Q2519719
ge345865,Q2520092
ge346031,Q2519547
ge346822,Q2519849
ge377851,Q2537802
ge390068,Q2519925
ge411853,Q2524642
ge427378,Q2529747
ge463345,Q2499352
ge559383,Q2538361
ge588207,Q2521713
ge612041,Q2520080
ge666695,Q2495833
ge760124,Q2513926
ge781440,Q2538423
ge1063643,Q2592107
ge118456,Q2552318
ge166253,Q2597384
ge325736,Q2572156
ge338757,Q2594550
ge550502,Q2571760
ge789393,Q2575415
ge822699,Q2570583
ge345861,Q2634958
ge382717,Q2620172
ge390102,Q2637833
ge390105,Q2637793
ge390119,Q2637822
ge459248,Q2626377
ge481530,Q2633730
ge578191,Q2635549
ge751525,Q2628728
ph755585,Q2620862
ge1017267,Q2687317
ge1102715,Q2657474
ge128705,Q2651388
ge129020,Q2701675
ge129282,Q2702196
ge149516,Q2657226
ge212994,Q2696541
ge258934,Q2703980
ge273620,Q2699390
ge293233,Q2703812
ge325698,Q2677918
ge326973,Q2703666
ge327040,Q2704038
ge327074,Q2654844
ge369050,Q2665042
ge371292,Q2700121
ge375795,Q2701897
ge375939,Q2700513
ge375941,Q2700855
ge375982,Q2700821
ge381084,Q2696465
ge381595,Q2698016
ge382346,Q2704030
ge382347,Q2703854
ge388069,Q2665515
ge440898,Q2704938
ge540861,Q2659866
ge566609,Q2697318
ge596955,Q2703996
ge596978,Q2697144
ge661118,Q2669058
ge689819,Q2702126
ge758683,Q2702160
ge766147,Q2698006
ge861153,Q2696131
ge866321,Q2701672
ge898767,Q2666727
ge901585,Q2655503
ge921585,Q2704338
ge565759,Q2722886
ge844057,Q2754477
ge928855,Q2747104
ge272771,Q2879586
ge455253,Q2888817
ph541858,Q2888837
ph690106,Q2888241
ge137240,Q2925833
ge540872,Q2920832
ge620754,Q2923827
ge736874,Q2915081
ge817351,Q2967756
ph779390,Q2912306
ge580116,Q2995168
ge910455,Q2992467
ge667057,Q3033674
ge260037,Q3038622
ge561582,Q3041236
ge769363,Q3045719
ge865629,Q3088645
ge152075,Q3116470
ge577269,Q3131872
ge680540,Q3138964
ge708320,Q3135871
ph124629,Q3144952
ge1026334,Q3176846
ge128972,Q3156566
ge542101,Q3200760
ge874375,Q3182544
ge577725,Q3207756
ge408690,Q3319337
ge444981,Q3360606
ph239927,Q3386847
ge1046602,Q3435620
ge354803,Q3420373
ge837301,Q3418335
ge957525,Q3443263
ge982099,Q3458705
ge1050582,Q3475263
ge1126138,Q3486085
ge128381,Q3509494
ge128506,Q3491239
ge129521,Q3501077
ge129856,Q3503988
ge130405,Q3490530
ge134085,Q3489932
ge134607,Q3502135
ge137106,Q3499406
ge137139,Q3509815
ge137165,Q3490214
ge137171,Q3509457
ge137862,Q3489993
ge138975,Q3502481
ge277352,Q3490065
ge278586,Q3500079
ge331832,Q3502087
ge444873,Q3498282
ge836378,Q3509373
ge326981,Q3566146
ge545910,Q3564598
ph307646,Q3562286
ge138081,Q3613025
ge316955,Q3618115
ge1094610,Q3846983
ge1095751,Q3918303
ge940146,Q3917867
ge392322,Q3830938
ge736908,Q3817208
ge403170,Q3936338
ge755267,Q4088651
ge983815,Q4086145
ge1002040,Q4137588
ge1061311,Q4106572
ge897727,Q4101341
ge564251,Q4211220
ge584336,Q4169663
ge633200,Q4196813
ge974658,Q4185524
ge547592,Q4265255
ge944106,Q4268588
ge1086587,Q4371769
ge130296,Q4333356
ge810445,Q4323896
ge131222,Q4391777
ge419628,Q4389292
ge681184,Q4452204
ge1048939,Q4520237
ge1078045,Q4520676
ge924598,Q4513379
ge1047264,Q4542179
ph968547,Q4563817
ge128646,Q4700137
ge258959,Q4906955
ge134076,Q4952224
ge680143,Q4957257
ge736922,Q5114374
ge327091,Q5271069
ge753687,Q5319769
ge985617,Q5309649
ph999741,Q5362345
ge842517,Q5474197
ge776780,Q5557981
ph923726,Q5526351
ge058569,Q6277558
ge129569,Q6409811
ge612059,Q6591850
ph118661,Q6643508
ge560339,Q6743127
ge134358,Q6798295
ge672992,Q6845756
ge567572,Q7143159
ge1098022,Q7250887
ge134443,Q7253799
ge614413,Q7249837
ge925815,Q7281898
ge652427,Q7395664
ge737129,Q7384766
ge059113,Q7652668
ge131223,Q7630269
ge389887,Q7931360
ge919569,Q7918936
ph668752,Q7894142
ge843085,Q7960665
ph949225,Q7991841
ge736880,Q8041075
ge1087756,Q8083044
ge058937,Q8311099
ge1065071,Q8311316
ge337655,Q8311306
ge338494,Q8311082
ge338641,Q8311324
ph692711,Q8351956
ge128397,Q8465260
ge138025,Q8465387
ge032499,Q8550944
ge059090,Q8555091
ge131287,Q8555115
ge138060,Q8546570
ge291843,Q8557212
ge336776,Q8555038
ge338276,Q8552043
ge338277,Q8556190
ge338392,Q8553178
ge338496,Q8557498
ge338773,Q8557571
ge338863,Q8554795
ge339714,Q8557940
ge339832,Q8554143
ge340007,Q8553291
ge340592,Q8558238
ge340807,Q8553868
ge341249,Q8555613
ge341268,Q8552663
ge437331,Q8549496
ge437333,Q8548961
ge777051,Q8556605
ge810330,Q8536011
ge813382,Q8557153
ge831011,Q8557719
ge832565,Q8557772
ge838801,Q8553621
ge883670,Q8553507
ge1066107,Q9174369
ge993866,Q9208858
ge1063304,Q9284326
ge276749,Q9348562
ge389747,Q9287231
ge389755,Q9295297
ge410100,Q9283876
ge519330,Q9325679
ge736916,Q9295166
ge389728,Q9366867
ge131622,Q10294782
ge326888,Q10272356
ge341311,Q10296590
ge351099,Q10296668
ge361963,Q10280735
ge392691,Q10280129
ge494385,Q10275962
ge805097,Q10296559
ge983396,Q10296650
ge825733,Q10396246
ge075332,Q10407093
ge131538,Q10408654
ge326840,Q10408708
ge805085,Q10407793
ge927275,Q10405360
ge1022611,Q10420898
ge388590,Q10415788
ge406071,Q10413896
ge616499,Q10423937
ge340590,Q10513684
ge440157,Q10530628
ge748524,Q10499045
ge758639,Q10513457
ge841426,Q10513605
ge775701,Q10767479
ge1031432,Q10856793
ge160070,Q10853519
ge336314,Q10856845
ge339014,Q10816223
ge339320,Q10816875
ge347152,Q10857353
ge382697,Q10816258
ge566182,Q10857234
ge657764,Q10858018
ge680050,Q10857126
ge728992,Q10817986
ge770364,Q10822542
ge776281,Q10815448
ge883795,Q10857122
ge1029616,Q10859699
ge138040,Q10860602
ge242849,Q10937099
ge341269,Q10861694
ge341278,Q10937524
ge436131,Q10861657
ge543073,Q10861749
ge773814,Q10861754
ge780433,Q10859612
ge059130,Q11085940
ge138634,Q11015819
ge341284,Q11081354
ge360855,Q11087983
ge392337,Q11085768
ge572630,Q11085161
ge596971,Q11086005
ge614526,Q11087762
ge853488,Q11087172
ge966003,Q11085284
ge080646,Q11229609
ge114783,Q11217200
ge131701,Q11285100
ge224520,Q11164260
ge306987,Q11170780
ge336317,Q11130401
ge336536,Q11142232
ge336545,Q11159980
ge336549,Q11223384
ge337638,Q11174662
ge337645,Q11176264
ge337646,Q11285039
ge339054,Q11245388
ge346101,Q11219957
ge350978,Q11238936
ge351103,Q11169398
ge361187,Q11173680
ge371274,Q11217485
ge472680,Q11228299
ge486829,Q11243199
ge631996,Q11158783
ge633964,Q11173490
ge653396,Q11127183
ge758659,Q11217765
ge767485,Q11246719
ge770367,Q11143116
ge772364,Q11169895
ge777314,Q11245544
ge784086,Q11157951
ge834185,Q11142176
ge129921,Q11341807
ge129939,Q11341848
ge137269,Q11342272
ge377850,Q11359576
ge415045,Q11364244
ge451319,Q11344570
ge773711,Q11380670
ge777602,Q11381372
ge808105,Q11362790
ge058574,Q11752831
ge134102,Q11706989
ge260712,Q11725182
ge261008,Q11730776
ge319095,Q11706809
ge326895,Q11706852
ge336067,Q11726097
ge336910,Q11725206
ge345682,Q11727448
ge347141,Q11706938
ge367933,Q11706347
ge368993,Q11729354
ge369042,Q11727308
ge371251,Q11706344
ge371625,Q11726439
ge389729,Q11694957
ge426399,Q11750077
ge437836,Q11727065
ge449468,Q11744638
ge494224,Q11706793
ge501655,Q11727183
ge516933,Q11727152
ge618241,Q11755590
ge646784,Q11706785
ge745855,Q11756153
ge766913,Q11707008
ge770640,Q11706337
ge771071,Q11725691
ge772836,Q11723035
ge776570,Q11730187
ge776751,Q11706481
ge777713,Q11727005
ge787956,Q11706235
ge789196,Q11751116
ge887234,Q11744361
ge921587,Q11725881
ge980663,Q11706899
ge981741,Q11694498
ge116947,Q11818621
ge129029,Q11814586
ge139079,Q11778154
ge320632,Q11826477
ge325902,Q11827533
ge326901,Q11815737
ge326904,Q11823459
ge327492,Q11812538
ge334119,Q11863115
ge335884,Q11812465
ge337679,Q11812860
ge337686,Q11815484
ge337695,Q11816626
ge337721,Q11836701
ge351106,Q11834019
ge381057,Q11836434
ge381064,Q11774144
ge390901,Q11812632
ge413822,Q11863139
ge436581,Q11817145
ge459181,Q11826001
ge484174,Q11815577
ge484359,Q11863098
ge491543,Q11773785
ge620793,Q11817643
ge649214,Q11827581
ge665706,Q11834385
ge718451,Q11834369
ge758624,Q11774133
ge779738,Q11823664
ge781616,Q11816002
ge791427,Q11863176
ge796207,Q11836695
ge800466,Q11793874
ge834187,Q11816695
ge834506,Q11815359
ge838812,Q11815710
ge887282,Q11818583
ge963676,Q11818515
ge1047751,Q11876980
ge1073100,Q11927210
ge232187,Q11920515
ge242850,Q11878291
ge296308,Q11901213
ge306910,Q11882130
ge309593,Q11937587
ge311056,Q11878199
ge325680,Q11902834
ge326868,Q11871580
ge326870,Q11878675
ge326871,Q11903459
ge339052,Q11937438
ge341122,Q11877703
ge351087,Q11912363
ge361589,Q11943430
ge390241,Q11878129
ge397742,Q11946805
ge443551,Q11923557
ge552576,Q11883996
ge562736,Q11878424
ge564777,Q11878356
ge565009,Q11937933
ge592301,Q11946993
ge596985,Q11883146
ge607818,Q11940738
ge635402,Q11899029
ge668187,Q11944989
ge680059,Q11881630
ge680060,Q11925796
ge680101,Q11878863
ge696958,Q11940148
ge748560,Q11878323
ge756562,Q11877816
ge757167,Q11878064
ge777803,Q11937699
ge785855,Q11947501
ge842373,Q11895486
ge844579,Q11882669
ge856549,Q11878899
ge874531,Q11942414
ge883675,Q11878993
ge924047,Q11883440
ph779366,Q11924845
ge026088,Q12020221
ge058899,Q12041379
ge072428,Q12031126
ge075209,Q12019903
ge086320,Q12027826
ge097096,Q12040750
ge1000833,Q12041785
ge1072429,Q12022260
ge117768,Q12031252
ge129658,Q12031247
ge129976,Q12035993
ge130175,Q12040887
ge131373,Q11988358
ge132328,Q12033084
ge137322,Q12042728
ge137861,Q12045875
ge138341,Q12042505
ge163962,Q12036382
ge211876,Q12017887
ge256120,Q12030283
ge267092,Q12038419
ge269229,Q12027307
ge274764,Q12045468
ge276276,Q12018817
ge304869,Q12042232
ge305008,Q12038876
ge306244,Q12027836
ge307132,Q12038711
ge312514,Q12024229
ge325755,Q12034955
ge325760,Q12037386
ge325761,Q12038265
ge325768,Q12040645
ge325770,Q12040867
ge326779,Q12043342
ge326916,Q12045198
ge326921,Q12045195
ge326924,Q12045620
ge326929,Q12041511
ge326932,Q12042478
ge326941,Q12041800
ge326946,Q12043071
ge326962,Q12019013
ge326969,Q12020327
ge326978,Q12024889
ge326980,Q12027674
ge326982,Q12029354
ge326998,Q12032249
ge326999,Q12032338
ge327015,Q11992023
ge327026,Q12042955
ge327455,Q12035559
ge332461,Q12032116
ge332469,Q12023519
ge334763,Q12035100
ge335666,Q11988121
ge335666,Q113125878
ge336168,Q12018886
ge337729,Q12017764
ge338278,Q12019928
ge338281,Q12020001
ge338376,Q12020780
ge338474,Q12027728
ge338482,Q12028712
ge338962,Q12045187
ge339069,Q12033908
ge339097,Q12045511
ge339115,Q12043069
ge339136,Q12029207
ge339680,Q12039452
ge339687,Q12039290
ge339708,Q12040627
ge339812,Q12041385
ge339813,Q12041415
ge339822,Q12042475
ge339831,Q12042615
ge339840,Q12043896
ge339849,Q12045188
ge339975,Q12045935
ge342311,Q12035177
ge346064,Q12034028
ge346764,Q12033483
ge347143,Q12024732
ge351015,Q12031145
ge355265,Q12033276
ge360849,Q12018826
ge360854,Q12042514
ge361193,Q12019849
ge362883,Q12020484
ge367791,Q12038077
ge369053,Q12043505
ge371616,Q12020868
ge378022,Q12034338
ge378770,Q12020360
ge381383,Q12039312
ge381389,Q12041352
ge381581,Q12028099
ge383758,Q12027735
ge383763,Q12045182
ge384771,Q12029713
ge387270,Q12017752
ge388364,Q12033988
ge391513,Q12018821
ge391727,Q12038900
ge391986,Q12042844
ge392681,Q12029659
ge392685,Q12044675
ge395588,Q12043836
ge402241,Q12033452
ge418011,Q12021031
ge421751,Q12042515
ge422185,Q12034775
ge431667,Q12043960
ge437832,Q12041546
ge437851,Q12033289
ge439060,Q12035221
ge440091,Q12031786
ge441386,Q12035957
ge441503,Q12031935
ge444314,Q12041510
ge454022,Q12034617
ge457012,Q12045728
ge469975,Q12027842
ge469978,Q12031327
ge470579,Q12042294
ge472681,Q12019981
ge476591,Q12024564
ge492290,Q12020809
ge513454,Q12027775
ge525490,Q12032438
ge525495,Q12020167
ge526347,Q12019905
ge527101,Q12040497
ge538323,Q12034991
ge542119,Q12029441
ge544914,Q12029693
ge553653,Q12042363
ge559196,Q12027172
ge561625,Q12030152
ge564779,Q12019878
ge566159,Q12029935
ge569951,Q12031298
ge578315,Q12032039
ge586860,Q12025024
ge593272,Q12034450
ge596897,Q12045185
ge603427,Q12042292
ge605036,Q12043059
ge632987,Q12030280
ge634401,Q12034456
ge639328,Q12041556
ge640973,Q12036299
ge659259,Q12020187
ge673011,Q12019872
ge679090,Q12020072
ge681062,Q12038255
ge683405,Q11989434
ge707913,Q12033407
ge718431,Q12024992
ge743337,Q12027707
ge750137,Q12045517
ge758648,Q12020213
ge758650,Q12024450
ge763684,Q12020803
ge764040,Q12020867
ge768355,Q12020500
ge770639,Q12032162
ge770868,Q12019920
ge772459,Q12033459
ge773713,Q12039324
ge773989,Q12041229
ge776273,Q12033946
ge776838,Q12034345
ge777139,Q12027809
ge778308,Q12039151
ge778548,Q12021039
ge781437,Q12041141
ge782138,Q12031125
ge784080,Q12033885
ge784082,Q12027924
ge784360,Q12043416
ge785857,Q12031910
ge786157,Q12037667
ge786161,Q12042524
ge788369,Q12032208
ge788370,Q12032366
ge788371,Q12024662
ge789842,Q12034466
ge791759,Q12020328
ge799959,Q12040751
ge803184,Q12043916
ge804699,Q12042740
ge805766,Q12044383
ge807116,Q12019919
ge807132,Q12020223
ge807311,Q12020248
ge808882,Q12028922
ge809101,Q12034008
ge809280,Q12045788
ge815210,Q12023503
ge815215,Q12024307
ge816930,Q12024660
ge816941,Q12027811
ge825740,Q12031257
ge825744,Q12031356
ge826501,Q12024540
ge826791,Q12031466
ge826796,Q12032223
ge830960,Q12032037
ge832168,Q12033455
ge832172,Q12033400
ge833144,Q12013534
ge834207,Q12038251
ge835572,Q12033681
ge836683,Q12020443
ge838663,Q12043073
ge849595,Q12040869
ge853118,Q12035105
ge862994,Q12024256
ge882185,Q12045935
ge883770,Q11995137
ge895041,Q12045697
ge895056,Q12046075
ge900542,Q12020581
ge907589,Q12031951
ge922970,Q12020031
ge939689,Q12040536
ge952474,Q12034964
ge958559,Q12042487
ge974343,Q12038666
ge992035,Q12033345
ge994724,Q12024280
ge994725,Q12031630
ge994731,Q12036236
ph1093001,Q11985702
ph395709,Q12039013
ph406500,Q12042133
ge059101,Q12048613
ge075301,Q12056203
ge075303,Q12057399
ge1059543,Q12060193
ge1126398,Q12059553
ge118122,Q12048245
ge130853,Q12054796
ge130932,Q12056147
ge131082,Q12059036
ge134506,Q12056212
ge138099,Q12050847
ge216518,Q12056190
ge251144,Q12048235
ge251145,Q12048235
ge264757,Q12049548
ge285732,Q12048189
ge311328,Q12048667
ge326797,Q12048954
ge326800,Q12048609
ge326804,Q12049550
ge326805,Q12049617
ge326807,Q12050021
ge326814,Q12054429
ge326822,Q12055607
ge326827,Q12056490
ge327025,Q12047772
ge327076,Q12048577
ge335489,Q12057175
ge339982,Q12046304
ge340439,Q12048627
ge340449,Q12048773
ge340595,Q12051250
ge342292,Q12046915
ge346085,Q12056260
ge347150,Q12058743
ge351052,Q12050540
ge351055,Q12050450
ge351056,Q12051216
ge351175,Q12049554
ge356555,Q12050438
ge358340,Q12055774
ge360048,Q12060008
ge375491,Q12046696
ge378768,Q12054628
ge385406,Q12054358
ge387281,Q12057341
ge388472,Q12048652
ge390026,Q12050626
ge390066,Q12055191
ge397741,Q12055323
ge419768,Q12049640
ge451321,Q12050369
ge460806,Q12047052
ge468176,Q12050327
ge470581,Q12047897
ge480831,Q12056927
ge538192,Q12047791
ge540831,Q12057298
ge541648,Q12047318
ge560217,Q12048525
ge562724,Q12059991
ge565013,Q12056784
ge593261,Q12048068
ge608977,Q12046605
ge621918,Q12049801
ge621931,Q12060011
ge640714,Q12048715
ge642795,Q12048254
ge646128,Q12047903
ge688892,Q12055192
ge718388,Q12046944
ge718412,Q12051268
ge734677,Q12051384
ge735799,Q12051230
ge754415,Q12059635
ge755827,Q12048929
ge755836,Q12046652
ge768357,Q12048757
ge770792,Q12059809
ge772043,Q12057755
ge772045,Q12059786
ge772648,Q12060007
ge772839,Q12059785
ge781441,Q12051221
ge782140,Q12056768
ge783175,Q12057389
ge783810,Q12046309
ge784563,Q12121611
ge785853,Q12055878
ge789968,Q12060285
ge802215,Q12046367
ge805772,Q12046286
ge806376,Q12048726
ge814233,Q12060490
ge814237,Q12060275
ge832407,Q12059800
ge835001,Q12048778
ge839419,Q12046287
ge839424,Q12046385
ge839432,Q12047426
ge839656,Q12047254
ge839660,Q12047944
ge841071,Q12047656
ge841079,Q12048698
ge841231,Q12048896
ge841417,Q12049629
ge842076,Q12054624
ge842077,Q12054733
ge842385,Q12047940
ge842742,Q12056161
ge843851,Q12056457
ge844048,Q12057193
ge844061,Q12057694
ge845381,Q12057644
ge846800,Q12059083
ge847013,Q12059637
ge851057,Q12046346
ge856713,Q12047103
ge864028,Q12058055
ge881980,Q12056807
ge884452,Q12055745
ge904279,Q12046786
ge957581,Q12059436
ge966129,Q12054322
ge173997,Q12221030
ge448073,Q12143972
ge844044,Q12342198
ge780675,Q12430323
ge171250,Q12643064
ge1065002,Q12758310
ge128547,Q12774376
ge541020,Q12777892
ge678137,Q12769308
ge058566,Q13407041
ph563448,Q13416803
ph870875,Q13416803
ge953352,Q13479615
ge679943,Q15041225
ge261612,Q15079119
ge351156,Q15115259
ge440971,Q15124310
ge855653,Q15094420
ge987621,Q15130891
