nkcr,wd
ge163400,Q14208468
ge549240,Q14314106
ge339085,Q14541865
ph670389,Q14820885
ge679343,Q14906827
ge723765,Q15457644
ge904424,Q15613848
ge758827,Q15849363
ge117820,Q15991891
ph561914,Q16009484
ge451802,Q16426206
ph1119023,Q16334507
ge1106891,Q16830247
ge941049,Q16857296
ge1009730,Q17138322
ge137239,Q11342332
ge848291,Q18169778
ge855608,Q18327772
ge962813,Q18327795
ph564341,Q18511915
ph912520,Q18511915
ge1024712,Q18678265
ge130458,Q18915579
ph905469,Q19060417
ge634432,Q19310994
ge351139,Q19602613
ge414768,Q19602356
ge874449,Q19602936
ge965539,Q19602341
ge181396,Q20064815
ge907776,Q20057415
ge945686,Q20057633
ge1096490,Q20669630
ge688928,Q20671049
ge827023,Q20679535
ge1018440,Q20856361
ge691007,Q20860298
ge086329,Q20902234
ge1064103,Q21008210
ge901428,Q21849504
ge369054,Q21995249
ge908220,Q21995249
ge350982,Q22121464
ge350983,Q22121464
ge959381,Q22333003
ge755707,Q22694727
ge648983,Q22978102
ge946452,Q22978044
ge355174,Q23682515
ge1066613,Q23821207
ge452099,Q23824268
ge572971,Q23824249
ge690042,Q23822663
ge891209,Q23821168
ge452728,Q26296883
ge926782,Q27397427
ge327452,Q27644944
ge337691,Q27654824
ge338377,Q27659871
ge338859,Q27655309
ge340465,Q27646055
ge340796,Q27645810
ge414354,Q27654861
ge498055,Q27655165
ge560955,Q27645224
ge761794,Q27659515
ge766916,Q27644894
ge767236,Q27654988
ge778645,Q27655187
ge808111,Q27645206
ge810670,Q27644942
ge826780,Q27654890
ge884047,Q27644981
ge884051,Q27644866
ge884121,Q27659251
ge940412,Q27658483
ge763148,Q26996197
ge1079753,Q27186413
ge448997,Q1544186
ge131541,Q28070965
ge905446,Q28329024
ge543590,Q28536805
ge552023,Q28525174
ge866196,Q28724713
ge1024484,Q28916218
ge1080258,Q28915893
ge596895,Q28916095
ge978684,Q28916015
ge986303,Q28915224
ge617857,Q29388863
ge402235,Q30010443
ge351154,Q29513105
ge437436,Q29533907
ge137986,Q29653214
ge130552,Q30140837
ge750003,Q30656199
ge131120,Q1069966
ge1064074,Q31866835
ge526340,Q41601811
ge874062,Q34817941
ge678793,Q34855423
ge129874,Q35800917
ge461012,Q112257701
ge996812,Q37881411
ge911185,Q37990525
ph114255,Q47502433
ge528891,Q3487194
ge1098357,Q43388791
ge976091,Q43403534
ge423217,Q43482179
ge470700,Q43482052
ge503086,Q43481576
ge847178,Q43482552
ge1083328,Q43516568
ge058883,Q43588221
ge448095,Q43572178
ge490507,Q43582930
ge514721,Q43572523
ge625582,Q43579682
ge733994,Q43582162
ge491192,Q43624033
ge934779,Q50304609
ge475022,Q50414514
ge339403,Q50821795
ge503173,Q50821243
ge768049,Q50802138
ge883557,Q50821797
ge492389,Q54928822
ge339105,Q45322838
ge369043,Q45322968
ge369062,Q45322497
ge432719,Q45324421
ge445922,Q45323581
ge450526,Q45322959
ge458545,Q45322466
ge467727,Q45323147
ge515232,Q45324258
ge538833,Q45322828
ge581024,Q45322813
ge622038,Q45322985
ge636601,Q45322966
ge664873,Q45322452
ge674828,Q45323476
ge688919,Q45323034
ge798925,Q45323106
ge814390,Q45323019
ge817992,Q45323030
ge856731,Q45326212
ge904262,Q45322974
ge904266,Q45323105
ge131137,Q45926974
ge360876,Q45917705
ge685424,Q46325126
ge810073,Q46354304
ph135170,Q53759838
ge736593,Q56327420
ge681273,Q56648292
ge757180,Q58379008
ge873492,Q60198883
ge058589,Q60320235
ge848288,Q61722454
ph1102602,Q61874619
ge870565,Q64851163
ph470479,Q65807770
ge756365,Q66443820
ge786948,Q72007977
ge815277,Q72800055
ge139084,Q84399069
ge355413,Q84811741
ge392125,Q84818661
ge443947,Q84838585
ge445374,Q84838762
ge921936,Q84860342
ge298645,Q84927595
ge998348,Q84906162
ge891403,Q85166591
ge883219,Q77421217
ge706462,Q92786012
ge1022071,Q92906308
ge757847,Q92906254
ge942420,Q92906300
ge153161,Q93439009
ge852191,Q93488461
ge1059553,Q93758282
ge1062110,Q93758288
ge138854,Q93758132
ge151970,Q93758134
ge160059,Q93758138
ge419637,Q93758166
ge451237,Q93758178
ge569366,Q93758185
ge706086,Q93759481
ge757360,Q93758209
ge769139,Q93758212
ge879934,Q93758234
ge881036,Q93758238
ge964374,Q93758256
ge1023156,Q93828618
ge166255,Q93828606
ge058936,Q89974974
ge932340,Q90498501
ge1022217,Q90774682
ge469690,Q90790288
ge475306,Q90785049
ge339121,Q90839592
ge475309,Q90826775
ge719575,Q90818598
ge138094,Q90880135
ge472644,Q91016246
ge906661,Q91018161
ge225322,Q91212187
ge423211,Q91211565
ge900547,Q91211079
ge139076,Q91237977
ge336310,Q91241478
ge385643,Q91227007
ge639335,Q91242576
ge137863,Q93327138
ge128423,Q88010166
ge391502,Q87987454
ge411809,Q88066431
ge827897,Q91231727
ge908198,Q50360233
ge501130,Q91611395
ge990949,Q91611404
ge403163,Q91753767
ge339944,Q91922736
ge750927,Q91922332
ge769261,Q92007102
ge500295,Q92206033
ge171379,Q92274213
ge452098,Q92272167
ge811255,Q92258507
ge962797,Q92258507
ge1059005,Q92314524
ge167846,Q92301214
ge707941,Q92277876
ge593304,Q92417551
ge982785,Q92417435
ge058942,Q92429119
ge1018494,Q92427061
ge327550,Q92431013
ge624631,Q92432268
ge646320,Q92424806
ge820139,Q92430944
ge852205,Q92432258
ge931960,Q92432255
ge509017,Q88190510
ge690840,Q88188087
ge983986,Q88209140
ge1118452,Q88390464
ge1103520,Q96152126
ge1126834,Q2593941
ge1126835,Q494521
ge1126837,Q8239
ge1126843,Q215832
ge1126847,Q59858
ge1126854,Q207632
ph1126907,Q208099
ge1127054,Q490413
ge1127055,Q2447490
ge1127128,Q12035986
ge1127650,Q663861
ge1127914,Q535191
ge1128017,Q180032
ge1128019,Q52022
ge1128041,Q12049656
ge1128051,Q12057756
ge1128047,Q11920746
ge1128061,Q513801
ge1128078,Q18611795
ph138708,Q104969456
ph120793,Q592
ph138707,Q110271724
ph120792,Q6636
ph249615,Q33487
ph135470,Q17888
ph1126906,Q189125
ph451667,Q589656
ph1043567,Q104717073
ph285165,Q108860338
ph218859,Q581921
ph218860,Q2106757
ph466381,Q6496626
ph660909,Q108887625
ph172941,Q99510652
ph1084806,Q25339930
ph335393,Q58669
ph125493,Q15571255
ph117020,Q36747
ph121354,Q1479328
ph121417,Q13109203
ph321903,Q20203616
ph1084573,Q698752
ph217770,Q109132570
ph121075,Q109108751
ge1128137,Q383351
ph121079,Q7936583
ge1128278,Q51164090
ge1128354,Q37495
ge1128391,Q1258569
ge1128406,Q576938
ge1128637,Q1414059
ge1128638,Q3215502
ph1128717,Q146
ge1128765,Q506108
ge1128766,Q2143952
ge1128771,Q2100074
ge1128779,Q589247
ge1128780,Q1807247
ge1128787,Q507938
ge128931,Q1785620
ge1128979,Q193941
ph1129022,Q505673
ge1129052,Q186132
ge1129067,Q640905
ge1127690,Q255581
ge1127698,Q13674
ge1127700,Q214849
ge1127702,Q149159
ge1127706,Q324907
ge1127708,Q1015152
ge1127711,Q997359
ge1127715,Q156808
ge1127722,Q149411
ge1127728,Q1005511
ge1127738,Q1008390
ge1127745,Q1906256
ge1127786,Q1028027
ge1127789,Q843035
ge1127793,Q12047636
ge1127794,Q1185187
ge1127802,Q205116
ge1127803,Q979659
ge1127804,Q23336
ge1127816,Q52066
ge1127819,Q51450
ge1127824,Q53214
ph1129824,Q35740
ph120030,Q170480
ge1130576,Q986114
ge1130579,Q5714
ge1130585,Q6585
ge1130586,Q1006081
ge1130589,Q1790626
ge1130591,Q2654
ge1130592,Q941451
ge1130596,Q2199195
ge1130599,Q1749
ge1130648,Q2842
ge1130669,Q275592
ge1130671,Q249259
ge1130684,Q3329
ge1130689,Q6076
ge1130691,Q611784
ge1130695,Q547840
ge1130697,Q5387
ge1131903,Q157462
ge1130702,Q2596
ge1130704,Q5741
ge1130717,Q3178
ge1130721,Q2191
ge1130725,Q3510
ge1130731,Q7971
ge1130732,Q1697
ge1130742,Q374873
ge1130750,Q2035016
ge1130753,Q155088
ge1130762,Q1759
ge1130781,Q323986
ge1130783,Q2246
ge1130790,Q995384
ge1130793,Q2240
ge1130794,Q324875
ge1130812,Q609246
ge1130814,Q5851
ge1130839,Q52853
ge1129928,Q2158623
ge1017381,Q22964
ge1131134,Q2595900
ge1131143,Q7265090
ge1131157,Q1027868
ge1131160,Q794837
ge1131169,Q660580
ge1131174,Q837113
ge1131175,Q855529
ge1131185,Q503352
ge1129996,Q702450
ge1130235,Q336375
ge1130242,Q1280869
ge1130246,Q854612
ge1130251,Q21868575
ge1130258,Q503856
ge1130269,Q843869
ge1130314,Q854987
ge1130331,Q772458
ge1130477,Q6011234
ge1130478,Q14947
ge1130495,Q143330
ge1130509,Q6886
ge1130523,Q1875
ge1130527,Q3941
ge1130541,Q639224
ge1130550,Q7095637
ge1130560,Q737984
ge1130568,Q1946027
ge1130572,Q2810
ge1131218,Q1282839
ge1131238,Q5835
ge1131242,Q5338
ge1131245,Q3134331
ge1131247,Q3129
ge1131249,Q5545
ge1131252,Q2218
ge1131254,Q3573
ge1131255,Q1727
ge1131258,Q5334
ge1131260,Q2347
ge1131269,Q5462
ge1131276,Q5884
ge1132835,Q567010
ge1132932,Q12020576
ge1133124,Q1818250
ph398377,Q1036696
ge1133185,Q608376
ge1133187,Q270656
ge1133192,Q910997
ge1133194,Q850714
ge1133197,Q995159
ge1133199,Q856318
ge1131382,Q156812
ge1131395,Q11706382
ge1131424,Q337798
ph1131431,Q121439
ge1131477,Q2292
ge1131480,Q2792
ge1131481,Q10937514
ge1131482,Q5824
ge1131486,Q2702
ge1131487,Q3819
ge1131530,Q985238
ge1131599,Q979248
ph1131647,Q1257799
ge1131650,Q644111
ge1131668,Q2033383
ge1131673,Q66644
ge1131692,Q2015
ge1131693,Q911009
ge1131695,Q3447
ge1131696,Q2448
ge1131699,Q182902
ge1131707,Q729524
ge1131717,Q2121738
ge1131725,Q991840
ge1131733,Q855976
ge1132082,Q238393
ge1132085,Q1906245
ge1132088,Q34267
ph123268,Q8437543
ge1132102,Q983735
ge1132106,Q569804
ge1132108,Q477955
ge1132112,Q1019505
ge1132114,Q391461
ge1132117,Q841352
ge1133988,Q152660
ge1133989,Q936623
ge1134055,Q148896
ge1134085,Q746073
ge1134094,Q2089418
ge1133459,Q2129061
ge1133465,Q95105
ge1133493,Q585546
ge1133496,Q509282
ge1133501,Q1528911
ge1133503,Q781023
ge1133520,Q3711923
ge1132246,Q516116
ge1133559,Q46501
ge1133563,Q1735037
ge1133565,Q25457
ge1133593,Q405620
ge1133596,Q367273
ge1133601,Q994217
ge1133606,Q2199004
ge1133608,Q498895
ge1133610,Q303214
ge1133613,Q668395
ge1133682,Q958685
ge1133685,Q956159
ge1133688,Q2298724
ge1133692,Q2484681
ph1133706,Q132438
ge1133755,Q4106686
ge1133761,Q2004309
ge1133847,Q104713
ge1133851,Q96156744
ge1129382,Q12038532
ge1129594,Q64147
ge1129599,Q1785620
ge1129647,Q2911825
ge1129668,Q5634
ge1132156,Q992939
ge1132325,Q776499
ge1134421,Q1628779
ge1134423,Q1679567
ge1134427,Q543882
ge1134433,Q210987
ge1134451,Q83232
ge1134455,Q316211
ge1134465,Q172484
ge1134504,Q2217078
ge1135383,Q997512
ge1135385,Q2658213
ge1135391,Q615132
ge1135417,Q46135
ge1135418,Q46935
ge1135420,Q675868
ge1135423,Q1269873
ge1135469,Q189761
ge1133299,Q997343
ge1133301,Q1544334
ge1133305,Q919617
ge1133307,Q406042
ge1133312,Q18705
ge1133342,Q485724
ge1133348,Q51835
ge1133351,Q12048612
ge1133369,Q12056198
ge1133381,Q25724
ge1133387,Q948117
ph1133405,Q1473749
ge1133418,Q202458
ge1134620,Q2417793
ge1134698,Q1002557
ge1134704,Q701320
ge1134705,Q700505
ge1132678,Q934612
ge1132711,Q388070
ge1132728,Q924078
ge1132735,Q335580
ge1132738,Q249059
ge1132365,Q894348
ge1132373,Q1002286
ge1132383,Q1001517
ge1132388,Q985528
ge1136067,Q3388524
ge1136205,Q1290124
ge1134751,Q80670
ge1134752,Q1614714
ge1134756,Q2358215
ge1134792,Q724884
ge1134804,Q387561
ge1134809,Q1003505
ge1137848,Q510310
ge1137850,Q6535
ge1137852,Q956621
ge1137854,Q912952
ge1137925,Q538880
ge1137926,Q46793
ge1137927,Q14916
ge1138132,Q32181440
ge1138134,Q108076373
ge1138143,Q9966
ge1135148,Q658776
ge1135348,Q177362
ge1135349,Q645177
ph1134266,Q264911
ph1134280,Q94440170
ge1134307,Q539059
ge1134310,Q12020143
ge1136288,Q2246240
ph1136301,Q6387
ge1136491,Q42776
ge1136510,Q1940408
ge1137219,Q751076
ge1137224,Q2682641
ge1137242,Q276857
ge1137245,Q628460
ge1137261,Q2578491
ge1137265,Q148979
ge1137277,Q688723
ge1137355,Q4197238
ge1137392,Q328087
ge1137393,Q964258
ge1137433,Q253035
ge1137437,Q1660364
ge1137474,Q25936352
ge1137475,Q16582691
ph1137481,Q27033
ge1137492,Q2637331
ge1137496,Q1632587
ge1137499,Q219856
ph1137510,Q167577
ge1137516,Q910605
ge1137518,Q10993628
ge1137524,Q399109
ge1137530,Q3182522
ge1137550,Q397720
ge1137556,Q2423730
ge1137568,Q1018626
ph1137579,Q1648484
ph120466,Q9307
ge1135474,Q988169
ge1135563,Q12048978
ge1134842,Q909698
ge1134892,Q93303
ge1134895,Q693904
ge1134948,Q491099
ge1134953,Q668214
ge1134955,Q3475865
ge1134965,Q54898
ge1134980,Q1906311
ge1135010,Q3502337
ge1135022,Q2362338
ge1138871,Q170516
ge1138948,Q752280
ge1138949,Q1267489
ge1138950,Q13025387
ge1139024,Q14587
ge1140928,Q12056150
ge1140931,Q460282
ge1140933,Q1461058
ph121545,Q134301
ph1041603,Q1570382
ge1138279,Q272009
ge1138288,Q11380963
ge1138293,Q564988
ph1142059,Q16343
ge1142120,Q6339
ge1142124,Q20022
ge1142208,Q191099
ge1142213,Q55103
ge1142238,Q287739
ph1141835,Q1069431
ph1141836,Q567976
ge1136966,Q16066
ge1136971,Q83718
ge1136980,Q107351
ge1136983,Q50886
ge1136998,Q367780
ge1137078,Q12029878
ge1138449,Q682607
ge1138452,Q100111
ge1138456,Q486543
ge1138475,Q1957435
ge1138537,Q1640242
ph126404,Q9603
ph126403,Q2892720
ph120127,Q491656
ph385067,Q467692
ph330284,Q209496
ph759675,Q816321
ph297079,Q30314485
ph120114,Q184609
ge1139054,Q954343
ph1139097,Q47273538
ge1139121,Q650053
ge1139123,Q12795425
ge1139152,Q272066
ge1139167,Q388024
ge1140231,Q12020813
ge1140257,Q66743
ge1140379,Q12019352
ph1140389,Q37450451
ge1140403,Q11820435
ge1140547,Q645854
ge1140552,Q988384
ph254769,Q9612
ge1140049,Q55230991
ph1140089,Q181752
ge1140092,Q582675
ge1140094,Q93270
ph1140095,Q622728
ge1140106,Q1070580
ge1140127,Q864302
ge1140133,Q500376
ge1140142,Q27088
ge1140146,Q388614
ge1140149,Q71202
ge1140152,Q3462021
ge1140164,Q617550
ge1140193,Q3034694
ge1140194,Q194503
ge1140196,Q1253404
ge1140197,Q958614
ge1140199,Q3026983
ge1140974,Q1573483
ge1141031,Q9209230
ge1141055,Q831183
ge1141067,Q134528
ge1137688,Q276906
ge1137692,Q7930873
ge1137720,Q572615
ge1137732,Q8053599
ge1137749,Q1659829
ge1137758,Q156125
ge1137764,Q24190129
ge1137787,Q744873
ge1137793,Q7252943
ge1137795,Q1068
ge1143333,Q12046248
ge1143348,Q12029651
ge1143356,Q12032201
ph1143362,Q12765421
ph1143372,Q336914
ph1143375,Q17136949
ph1143376,Q1071663
ph1143377,Q4662262
ph1143378,Q157536
ph1143379,Q4085525
ph1143382,Q2064321
ph1143384,Q537702
ph1143385,Q25341
ph1143386,Q864231
ph1143387,Q2580182
ph1143389,Q2119430
ph1143391,Q60960
ge1143457,Q20901839
ge1143458,Q27517587
ph1143498,Q29004759
ph1143500,Q1394434
ph1143502,Q978293
ph1143503,Q108541667
ph1143507,Q104762230
ph1143508,Q174921
ph1135665,Q838695
ge1137149,Q1022819
ge1137163,Q72370
ge1137182,Q81739
ge1137195,Q18404675
ge1137196,Q144170
ge1137197,Q1292940
ge1137199,Q2219
ge1137202,Q33342
ph138469,Q174546
ge1136708,Q191106
ge1136715,Q193905
ge1136718,Q213127
ge1136720,Q3619316
ge1136736,Q48329
ge1136748,Q216790
ge1136760,Q6023
ge1136762,Q672478
ge1136767,Q984861
ge1136776,Q622592
ge1136783,Q593942
ge1136797,Q139242
ge1136921,Q180776
ge1136925,Q1781385
ge1136934,Q174185
ge1136940,Q109036
ge1136942,Q63939
ge1136944,Q27447
ge1138622,Q93286
ge1138638,Q12777932
ge1138778,Q1629312
ge1142336,Q200133
ge1142373,Q200713
ge1142391,Q234053
ge1142397,Q12034977
ge1142476,Q870517
ge1139524,Q926700
ge1139526,Q108031
ge1139528,Q997777
ge1139542,Q116531
ge1143556,Q638858
ge1143559,Q47510
ge1144396,Q7550006
ph1144407,Q1258543
ge1144417,Q93880101
ge1143943,Q58475
ge1143955,Q749170
ge1143959,Q201631
ge1143970,Q200340
ge1143986,Q28065723
ge1143989,Q1272141
ge1144031,Q12643002
ge1144036,Q745088
ge1144093,Q41041
ph116057,Q37484
ge1139217,Q43402618
ge1139218,Q43402408
ge1139226,Q3035124
ge1139315,Q1263995
ge1139321,Q3503969
ge1139325,Q10567000
ge1139326,Q19901186
ge1139328,Q378556
ge1139334,Q3219134
ge1139336,Q3442639
ge1139340,Q64686722
ge1139373,Q11730207
ge1139379,Q390588
ge1139381,Q1277113
ge1139385,Q12960624
ge1141167,Q193452
ge1141187,Q259710
ge1141231,Q624888
ge1141233,Q1311770
ge1141338,Q3325890
ge1141339,Q3590079
ge1141343,Q244451
ph1141365,Q616241
ge1140586,Q671920
ge1140609,Q985636
ge1140611,Q989919
ge1140624,Q793326
ge1140636,Q1556715
ge1140695,Q460011
ph1140707,Q21955209
ph1140725,Q159543
ge1140727,Q194503
ge1140820,Q666920
ge1140853,Q211343
ph1140854,Q1607640
ge1140865,Q2726109
ge1140866,Q2721296
ge1140868,Q3104718
ge1140870,Q861772
ge1140873,Q168991
ge1140874,Q3355007
ge1140875,Q207470
ge1142749,Q71617
ge1142764,Q193328
ge1142771,Q193604
ge1142777,Q155426
ge1142816,Q152551
ge1142830,Q610779
ge1142859,Q1111362
ge1142862,Q933638
ge1142870,Q748797
ge1142876,Q3920953
ge1142953,Q15322
ge1142964,Q744239
ge1142982,Q474174
ge1143004,Q174645
ge1143012,Q225755
ge1144845,Q43565799
ge1144873,Q21983
ge1144874,Q1599
ge1144877,Q1024545
ph1144884,Q12028847
ge1144883,Q190587
ge1144934,Q893556
ph1143660,Q539568
ge1143699,Q1946056
ph1143870,Q822331
ge1143893,Q207374
ge1143914,Q182138
ge1141667,Q732723
ge1141709,Q3506416
ge1141715,Q819967
ge1141731,Q336969
ph1141786,Q504790
ph1141833,Q178366
ph1141834,Q3216080
ph1142709,Q857667
ph1141539,Q1622829
ge1143097,Q1841356
ph1143104,Q1148532
ge1143152,Q1786486
ge1143189,Q611025
ge1143244,Q13396
ge1143293,Q2565618
ge1143316,Q1048343
ge1143321,Q994211
ge1143328,Q2994103
ph1146256,Q1207817
ge1146346,Q2473589
ge1146353,Q373358
ge1146354,Q6356220
ge1146391,Q22754
ge1144513,Q817843
ge1144626,Q12034039
ge1144664,Q189650
ge1144683,Q185114
ph1144691,Q190016
ge1144693,Q405262
ge1144706,Q794855
ph114045,Q235113
ph305410,Q178342
ph268237,Q6586528
ge1148296,Q1551634
ph114047,Q2671341
ph737502,Q81989
ph553841,Q45581
ge1148300,Q4514503
ge1148305,Q3892147
ge1148307,Q1420547
ph1025114,Q3360565
ge1148311,Q1721481
ge1148317,Q2926034
ph872417,Q188784
ph1082227,Q188784
ge1147411,Q161808
ge1147426,Q167874
ge1147448,Q168856
ge1147455,Q170672
ge1147461,Q2012050
ge1147473,Q170666
ge1147479,Q163271
ge1147483,Q171331
ge1147490,Q178269
ge1147494,Q1363937
ge1147498,Q8257871
ge1147500,Q1186972
ge1147509,Q170036
ge1147518,Q967775
ge1145630,Q724238
ge1145631,Q852272
ge1149505,Q119125
ge1149591,Q904878
ge1149619,Q607309
ge1149721,Q12033252
ge1149733,Q467386
ge1149765,Q6916494
ge1149859,Q2165526
ge1149860,Q373567
ge1149861,Q5364271
ge1149868,Q670048
ge1149871,Q134296
ge1149873,Q21178
ge1145459,Q26037507
ge1139843,Q188096
ge1139845,Q1997321
ge1139876,Q2069940
ge1139933,Q407234
ge1139941,Q764167
ge1139967,Q2733762
ge1139969,Q2438868
ge1139987,Q581609
ge1140037,Q69714
ge1147825,Q1072389
ge1147833,Q3452
ge1147836,Q8232
ge1147838,Q2226
ge1147859,Q507911
ge1147860,Q1999826
ge1147863,Q53751
ge1147865,Q1184468
ge1147898,Q1439158
ge1147904,Q777907
ph1147906,Q636481
ge1147919,Q1474508
ge1147926,Q158129
ge1147927,Q1165627
ge1147935,Q220503
ge1147951,Q2023
ge1147977,Q1817102
ge1147982,Q1983294
ph1149966,Q48360
ph1149967,Q103142
ph1149968,Q1233836
ph1149975,Q173136
ph1149986,Q28406404
ge658911,Q111974104
ph1145290,Q104976352
ge1148370,Q8051959
ge1148372,Q443583
ph1148388,Q1090224
ge1148398,Q16100
ge1148445,Q1352266
ge1148457,Q1162665
ge1148463,Q70250403
ge1150780,Q40236
ge1150783,Q12829733
ge1150845,Q61973
ge1150896,Q1954302
ge1150902,Q1024726
ge1150904,Q338457
ge1149879,Q196397
ge1149880,Q7664951
ge1149881,Q13030
ge1149887,Q6429361
ge1149893,Q1922317
ge1149897,Q5289949
ge1149902,Q372882
ge1149912,Q12031724
ge1145101,Q8431283
ph1145108,Q689128
ge1145109,Q2276631
ge1145111,Q553306
ge1145162,Q12029424
ph807220,Q2251180
ge1145307,Q21871152
ph1145312,Q147278
ge1145353,Q225073
ge1145390,Q162698
ge1146006,Q227187
ge1146033,Q14810
ge1147006,Q2625702
ph1147022,Q631942
ge1147035,Q701904
ge1147121,Q1261720
ge1147127,Q3020264
ge1147147,Q192959
ph1148018,Q381640
ge1148077,Q2961818
ge1148084,Q173407
ge1148087,Q166709
ge1148091,Q167859
ph120178,Q95074
ge1148099,Q40637
ph203862,Q15773347
ph1148165,Q1548782
ge1148161,Q4337628
ge1148182,Q473606
ph832430,Q276453
ph1008914,Q192677
ph123156,Q28855038
ph138795,Q1786347
ph281872,Q9410
ph521124,Q9406
ph119640,Q193291
ge1148264,Q578150
ge1148265,Q1699973
ph264904,Q290460
ge1148275,Q1748190
ge1148281,Q1131514
ph127647,Q107405623
ph114658,Q103824
ph114672,Q50675
ph114685,Q11774891
ph114689,Q209239
ph114719,Q638
ph114735,Q1130698
ph114737,Q12016129
ph114739,Q42250
ph114755,Q21550668
ph114873,Q186277
ph114899,Q250867
ph114909,Q590870
ph114921,Q1413170
ph369894,Q250867
ph925161,Q1413170
ph1001893,Q998550
ph114923,Q998550
ph114928,Q182436
ph114931,Q998555
ph121658,Q182436
ph114932,Q65770231
ph114940,Q42603
ph114956,Q11024
ph114957,Q31479975
ph1126919,Q11631
ph114959,Q6186
ph114989,Q338
ph114990,Q11631
ph115059,Q16832248
ph115080,Q107013
ph115081,Q43682214
ph280651,Q43682214
ph115082,Q24841742
ph115126,Q1757562
ph115131,Q20972719
ph115153,Q8162
ph115154,Q14467526
ph115157,Q58854
ph115186,Q51698274
ph115195,Q11190
ph221990,Q14467526
ph115207,Q2963013
ph115217,Q2920921
ph115219,Q2462658
ph115227,Q39809
ph122605,Q2462658
ph115229,Q1143466
ph115230,Q1141436
ph115233,Q11033
ph115241,Q15914817
ph115254,Q119190
ph115260,Q112117845
ph115381,Q164204
ph115388,Q12328016
ph280650,Q12328016
ph115403,Q52090
ph115408,Q19799234
ph115417,Q2085381
ph115418,Q2516866
ph872729,Q2516866
ph115446,Q3872
ph115499,Q107228380
ph115510,Q15991218
ph115512,Q188
ph115541,Q10436169
ph115554,Q12042160
ph115557,Q33386280
ph777836,Q33386280
ph871633,Q15991218
ph115559,Q620573
ph115694,Q1135939
ph115695,Q7208
ph115701,Q18915554
ph922152,Q620573
ph115703,Q7922
ph115705,Q123028
ph115766,Q4830453
ph115797,Q4164507
ph115834,Q910172
ph115869,Q131524
ph115894,Q179012
ph115948,Q9418
ph115957,Q133080
ph124163,Q131524
ph115958,Q156035
ph115985,Q14212
ph116011,Q77604
ph116027,Q763779
ph116029,Q1328737
ph124828,Q156035
ph216807,Q14212
ph116035,Q37038
ph116072,Q191713
ph116088,Q60098894
ph116114,Q737201
ph116198,Q21201
ph116205,Q49773
ph116206,Q6701907
ph689953,Q60098894
ph116230,Q212105
ge1149077,Q7294566
ge1149175,Q105472
ge1149234,Q2152080
ge1149245,Q2450489
ge1149246,Q742161
ge1149252,Q144816
ge1149266,Q3733
ge1149361,Q2466664
ge1149409,Q948267
ge1149430,Q59775089
ge1149431,Q665777
ge1149457,Q660023
ge1149471,Q5250264
ge1149492,Q839280
ge1151159,Q139367
ge1151172,Q592706
ge1151185,Q2500789
ge1151191,Q173096
ge1151204,Q3111219
ge1151218,Q1385919
ge1151229,Q10779
ph1041595,Q326358
ph1041596,Q326358
ph128290,Q1294787
ph567291,Q1294787
ge1147545,Q677037
ge1147558,Q9976
ge1147561,Q2616165
ge1147578,Q7192447
ge1147592,Q2901441
ge1147597,Q207666
ge1147599,Q3298237
ph120186,Q4482
ph126882,Q1143847
ph119500,Q2416230
ph127462,Q16520492
ge1147388,Q515772
ph667925,Q967177
ph1149589,Q133266
ph1149593,Q779383
ge1149722,Q111972227
ge1149753,Q5044777
ge1148528,Q87982
ge1148550,Q22642
ge1148552,Q22485
ge1148566,Q246884
ge1148568,Q488592
ge1148591,Q81295
ge1148623,Q7351445
ge1148688,Q615146
ge1148690,Q21925
ge1148693,Q21430
ge1148723,Q898425
ge1148761,Q6476896
ge1150041,Q107434788
ge1148779,Q184355
ge1148838,Q793504
