artikulua	wd	p1guid	inguma	title	data	wd_egileak	issue	sp	ep	doi	ojs_landing	pdf	wd_upload
https://wikibase.inguma.eus/entity/Q24604	Q130763113	https://wikibase.inguma.eus/entity/statement/Q24604-16C6482A-7A55-4D1E-BC91-8E09290DF153	uruguaiko-etorkinak-eta-aplikagarri-zaien-errealitate-arauemailea-zenbait-ohar-kritiko	Uruguaiko etorkinak eta aplikagarri zaien errealitate arauemailea: zenbait ohar kritiko	2008-01-01T00:00:00Z	"""1"": ""Q98829323"""	64	109	125		https://aldizkariak.ueu.eus/index.php/uztaro/article/view/4259	https://aldizkariak.ueu.eus/index.php/uztaro/article/download/4259/4368	
https://wikibase.inguma.eus/entity/Q16519	Q77311840	https://wikibase.inguma.eus/entity/statement/Q16519-63CD2017-5080-4912-AF9B-9603B6B6783E	100-zenbaki-eta-hamaika-ardatz-psikologiaren-ekarpena-gizarte-eraikuntzarako	100 zenbaki eta hamaika ardatz: Psikologiaren ekarpena gizarte-eraikuntzarako	2017-01-01T00:00:00Z	"""1"": ""Q86985204"""	100	99	105	10.26876/uztaro.100.berezia.2017.14	https://aldizkariak.ueu.eus/index.php/uztaro/article/view/4651	https://aldizkariak.ueu.eus/index.php/uztaro/article/download/4651/4760	2024-11-02T00:00:00Z
https://wikibase.inguma.eus/entity/Q14010			arratoi-kumeen-ikaskuntza-asoziatiboa-ezkutuko-inhibizioaren-areagotzea-bilatzen	Arratoi kumeen ikaskuntza asoziatiboa: ezkutuko inhibizioaren areagotzea bilatzen	2021-01-01T00:00:00Z	"""3"": ""Q130759830"", ""1"": ""Q130759855"", ""4"": ""Q93057820"", ""2"": ""Q130759824"""	117	137	151	10.26876/uztaro.117.2021.7	https://aldizkariak.ueu.eus/index.php/uztaro/article/view/4948	https://aldizkariak.ueu.eus/index.php/uztaro/article/download/4948/5057	
https://wikibase.inguma.eus/entity/Q25386	Q77312406	https://wikibase.inguma.eus/entity/statement/Q25386-3DA05A3F-B1E0-4933-97B0-D1A540A96EF2	euskarazko-irakaskuntzaren-erronkak-egun	Euskarazko irakaskuntzaren erronkak egun	2006-01-01T00:00:00Z	"""1"": ""Q12265638"""	58	89	102		https://aldizkariak.ueu.eus/index.php/uztaro/article/view/4211	https://aldizkariak.ueu.eus/index.php/uztaro/article/download/4211/4320	
https://wikibase.inguma.eus/entity/Q34701	Q76507852	https://wikibase.inguma.eus/entity/statement/Q34701-A29C5274-604B-4359-BDB6-CCF9B83F27A8	teknologiaren-ekaitzak	Teknologiaren ekaitzak	1992-01-01T00:00:00Z	"""1"": ""Q23796594"""	5	3	7		https://aldizkariak.ueu.eus/index.php/uztaro/article/view/3723	https://aldizkariak.ueu.eus/index.php/uztaro/article/download/3723/3832	2024-11-03T00:00:00Z
https://wikibase.inguma.eus/entity/Q34704	Q76507845	https://wikibase.inguma.eus/entity/statement/Q34704-60AE2BB8-D0FF-45DF-9053-0E9B3F228158	trantsizioaldiari-buruz	Trantsizioaldiari buruz	1992-01-01T00:00:00Z	"""1"": ""Q12256808"""	4	127	154		https://aldizkariak.ueu.eus/index.php/uztaro/article/view/3715	https://aldizkariak.ueu.eus/index.php/uztaro/article/download/3715/3824	
https://wikibase.inguma.eus/entity/Q24325	Q130763539	https://wikibase.inguma.eus/entity/statement/Q24325-5B544CE9-7743-40CD-9825-0995C29696B3	t-kuhn-eta-modernitatearen-mitoa-postmodernitatearen-nihilismoa-uxatzen-duen-zientzia-gintza-errealaren-azterketa	T. Kuhn eta modernitatearen mitoa: postmodernitatearen nihilismoa uxatzen duen zientzia-gintza errealaren azterketa	1997-01-01T00:00:00Z	"""1"": ""Q104668715"""	23	31	43		https://aldizkariak.ueu.eus/index.php/uztaro/article/view/3898	https://aldizkariak.ueu.eus/index.php/uztaro/article/download/3898/4007	
https://wikibase.inguma.eus/entity/Q34472	Q76507444	https://wikibase.inguma.eus/entity/statement/Q34472-9EAAF2B4-9098-46EF-AF4E-3E555B5D55A9	ikasleen-estilo-kognitiboen-garapen-operatorioaren-eta-prekontzepzioen	Ikasleen estilo kognitiboen, garapen operatorioaren eta prekontzepzioen...	1999-01-01T00:00:00Z	"""1"": ""Q77040067"""	30	85	104		https://aldizkariak.ueu.eus/index.php/uztaro/article/view/4022	https://aldizkariak.ueu.eus/index.php/uztaro/article/download/4022/4131	2024-11-03T00:00:00Z
https://wikibase.inguma.eus/entity/Q14713	Q130762942	https://wikibase.inguma.eus/entity/statement/Q14713-B8131FF7-9C26-448B-B5B5-989033180BD0	tipikotasun-proportzionaltasun-eta-erruduntasun-printzipioak-administrazio-zuzenbide-zehatzailean-eta-horien-isla-2015eko-spajln	Tipikotasun-, proportzionaltasun- eta erruduntasun-printzipioak Administrazio Zuzenbide Zehatzailean eta horien isla 2015eko SPAJLn	2020-01-01T00:00:00Z	"""1"": ""Q114380225"""	112	63	85	10.26876/uztaro.112.2020.4	https://aldizkariak.ueu.eus/index.php/uztaro/article/view/4782	https://aldizkariak.ueu.eus/index.php/uztaro/article/download/4782/4891	2024-11-03T00:00:00Z
https://wikibase.inguma.eus/entity/Q18768	Q77311993	https://wikibase.inguma.eus/entity/statement/Q18768-DD20F214-F8C2-49B1-B504-A9CB7C9C1221	hamaika-telebista-atsegin-dut-facebook-eko-jarraitzaileen-profil-eta-telebista-gustuen-online-azterketa	Hamaika Telebista atsegin dut: Facebook-eko jarraitzaileen profil eta telebista-gustuen online azterketa	2014-01-01T00:00:00Z	"""2"": ""Q99338085"", ""1"": ""Q104668782"""	88	75	97	10.26876/uztaro.88.2014.4	https://aldizkariak.ueu.eus/index.php/uztaro/article/view/4536	https://aldizkariak.ueu.eus/index.php/uztaro/article/download/4536/4645	2024-11-02T00:00:00Z
https://wikibase.inguma.eus/entity/Q28547	Q76507331	https://wikibase.inguma.eus/entity/statement/Q28547-4D4FCD19-2ECD-4C72-A638-DE56603EBC11	betiko-bankaren-presentzia-interneten-bezeroentzako-laguntzaren-aspektu-ezberdinen-azterketa-konparatiboa	Betiko bankaren presentzia interneten: bezeroentzako laguntzaren aspektu ezberdinen azterketa konparatiboa	2001-01-01T00:00:00Z	"""1"": ""Q78192554"", ""3"": ""Q78191203"", ""2"": ""Q78191797"", ""4"": ""Q78190588"""	39	11	25		https://aldizkariak.ueu.eus/index.php/uztaro/article/view/4075	https://aldizkariak.ueu.eus/index.php/uztaro/article/download/4075/4184	2024-11-03T00:00:00Z
https://wikibase.inguma.eus/entity/Q26908	Q77312477	https://wikibase.inguma.eus/entity/statement/Q26908-2199DEB7-6363-40D8-8D75-569D98650C87	pierre-vilar-eta-euskal-herriaren-borroka-in-memorian-1906-2003	Pierre Vilar eta Euskal Herriaren borroka in memorian (1906-2003)	2004-01-01T00:00:00Z	"""2"": ""Q12260477"", ""1"": ""Q12265638"""	49	89	119		https://aldizkariak.ueu.eus/index.php/uztaro/article/view/4144	https://aldizkariak.ueu.eus/index.php/uztaro/article/download/4144/4253	
https://wikibase.inguma.eus/entity/Q34522	Q76507828	https://wikibase.inguma.eus/entity/statement/Q34522-8740B762-BFA8-4F78-A45F-FD55CC941A72	euskal-alfabetatzearen-ereduaren-eraiketarako-osagaiak	Euskal alfabetatzearen ereduaren eraiketarako osagaiak	1993-01-01T00:00:00Z	"""1"": ""Q98842044"""	9	153	160		https://aldizkariak.ueu.eus/index.php/uztaro/article/view/3765	https://aldizkariak.ueu.eus/index.php/uztaro/article/download/3765/3874	2024-11-02T00:00:00Z
https://wikibase.inguma.eus/entity/Q13737			emantzipazioaren-aldeko-bortxaren-ikerketa-joxe-azurmendirengan	Emantzipazioaren aldeko bortxaren ikerketa Joxe Azurmendirengan	2021-01-01T00:00:00Z	"""1"": ""Q12257881"""	119	5	14	10.26876/uztaro.119.2021.1	https://aldizkariak.ueu.eus/index.php/uztaro/article/view/4963	https://aldizkariak.ueu.eus/index.php/uztaro/article/download/4963/5072	
https://wikibase.inguma.eus/entity/Q27146	Q77312575	https://wikibase.inguma.eus/entity/statement/Q27146-879423A6-A0A2-4F1E-8A0F-214F864856EF	tokian-tokiko-telebistagintzaren-programazioa-ordainsariak-eta-erronkak	Tokian tokiko telebistagintzaren programazioa, ordainsariak eta erronkak	2003-01-01T00:00:00Z	"""3"": ""Q77308972"", ""2"": ""Q107905286"", ""1"": ""Q84557570"""	46	61	80		https://aldizkariak.ueu.eus/index.php/uztaro/article/view/4123	https://aldizkariak.ueu.eus/index.php/uztaro/article/download/4123/4232	2024-11-02T00:00:00Z
https://wikibase.inguma.eus/entity/Q23726	Q77312250	https://wikibase.inguma.eus/entity/statement/Q23726-88D9DC4A-4989-405C-BC63-F7FC84799801	artea-eta-industria-ekoizpena-objetu-artistikoa-eta-egunerokotasuna	Artea eta industria-ekoizpena. Objetu artistikoa eta egunerokotasuna	2009-01-01T00:00:00Z	"""1"": ""Q98831174"""	70	5	24		https://aldizkariak.ueu.eus/index.php/uztaro/article/view/4396	https://aldizkariak.ueu.eus/index.php/uztaro/article/download/4396/4505	2024-11-02T00:00:00Z
https://wikibase.inguma.eus/entity/Q19722	Q77312086	https://wikibase.inguma.eus/entity/statement/Q19722-717F8BB9-2271-435D-989C-6B4EB57A1C73	euskal-literaturaren-irakurleak-zenbat-eta-nolakoak-diren-aztergai-soziolinguistikako-datuetatik-eta-irakurketa-ohiturei-buruzko-ikerketetatik-abiatuta	Euskal literaturaren irakurleak zenbat eta nolakoak diren aztergai. Soziolinguistikako datuetatik eta irakurketa-ohiturei buruzko ikerketetatik abiatuta	2013-01-01T00:00:00Z	"""1"": ""Q12258895"""	87	51	68	10.26876/uztaro.87.2013.3	https://aldizkariak.ueu.eus/index.php/uztaro/article/view/4524	https://aldizkariak.ueu.eus/index.php/uztaro/article/download/4524/4633	2024-11-03T00:00:00Z
https://wikibase.inguma.eus/entity/Q28424	Q76507256	https://wikibase.inguma.eus/entity/statement/Q28424-78C81761-2133-4590-9542-82E4A482C6B8	norberaren-egiaztapen-eta-goratze-estrategiak	Norberaren egiaztapen- eta goratze-estrategiak	2002-01-01T00:00:00Z	"""1"": ""Q104668688"", ""2"": ""Q77040067"""	41	27	45		https://aldizkariak.ueu.eus/index.php/uztaro/article/view/4091	https://aldizkariak.ueu.eus/index.php/uztaro/article/download/4091/4200	2024-11-03T00:00:00Z
https://wikibase.inguma.eus/entity/Q22418	Q77312168	https://wikibase.inguma.eus/entity/statement/Q22418-D60932DA-DD92-49BB-9AA4-2E6BE7E8FBE7	euskarazko-telesailen-produkzioaren-uzta-eta-mugen-zertzelada-xxi-mendean-goenkale-saioaren-kasu-azterketa	Euskarazko telesailen produkzioaren uzta eta mugen zertzelada XXI. mendean: Goenkale saioaren kasu-azterketa	2011-01-01T00:00:00Z	"""1"": ""Q104668672"""	78	5	29	10.26876/uztaro.78.2011.1	https://aldizkariak.ueu.eus/index.php/uztaro/article/view/4456	https://aldizkariak.ueu.eus/index.php/uztaro/article/download/4456/4565	
https://wikibase.inguma.eus/entity/Q19727	Q77312069	https://wikibase.inguma.eus/entity/statement/Q19727-10019C9C-A9EA-483F-B7D1-8C4CA7396BFE	hiri-eta-haren-hitz-senideen-lotura-gotorlekuekin	(H)iri eta haren hitz senideen lotura gotorlekuekin	2013-01-01T00:00:00Z	"""1"": ""Q104668767"""	86	73	109	10.26876/uztaro.86.2013.3	https://aldizkariak.ueu.eus/index.php/uztaro/article/view/4521	https://aldizkariak.ueu.eus/index.php/uztaro/article/download/4521/4630	2024-11-03T00:00:00Z
https://wikibase.inguma.eus/entity/Q34487	Q76507410	https://wikibase.inguma.eus/entity/statement/Q34487-05FB5F14-16FF-4BBD-BF5B-FE3BFA4F297A	greziar-eta-erromatar-mitologiaren-hastapenak-labur-labur	Greziar eta erromatar mitologiaren hastapenak, labur-labur	1999-01-01T00:00:00Z	"""1"": ""Q12258485"", ""2"": ""Q99453604"""	28	59	78		https://aldizkariak.ueu.eus/index.php/uztaro/article/view/4008	https://aldizkariak.ueu.eus/index.php/uztaro/article/download/4008/4117	2024-11-03T00:00:00Z
https://wikibase.inguma.eus/entity/Q28332	Q76507288	https://wikibase.inguma.eus/entity/statement/Q28332-06956307-27F4-4655-8646-55ACA1688651	kale-borroka-euskadiko-prentsan-etaren-su-etenaren-garaian-aurretik-eta-ondoren-1997-2000	Kale-borroka Euskadiko prentsan. ETAren su-etenaren garaian, aurretik eta ondoren (1997-2000)	2002-01-01T00:00:00Z	"""2"": ""Q104668683"", ""3"": ""Q104668684"", ""1"": ""Q104668682"""	43	87	103		https://aldizkariak.ueu.eus/index.php/uztaro/article/view/4104	https://aldizkariak.ueu.eus/index.php/uztaro/article/download/4104/4213	2024-11-02T00:00:00Z
https://wikibase.inguma.eus/entity/Q34499	Q76507351	https://wikibase.inguma.eus/entity/statement/Q34499-551778AA-FB49-4D1F-B7B8-BF6F736168D1	informazio-unitate-baten-tamainako-esaldi-laburraren-ordenamendu-eta	Informazio unitate baten tamainako esaldi laburraren ordenamendu eta...	2000-01-01T00:00:00Z	"""1"": ""Q98816649"""	34	39	85		https://aldizkariak.ueu.eus/index.php/uztaro/article/view/4044	https://aldizkariak.ueu.eus/index.php/uztaro/article/download/4044/4153	2024-11-03T00:00:00Z
https://wikibase.inguma.eus/entity/Q25385	Q77312408	https://wikibase.inguma.eus/entity/statement/Q25385-DB53B182-C318-40FA-BD87-C9933275DF72	europako-itun-konstituzionalak-eskubide-gabe-utzi-ditu-hizkuntza-komunitate-ugari	Europako Itun Konstituzionalak eskubide gabe utzi ditu hizkuntza-komunitate ugari	2006-01-01T00:00:00Z	"""1"": ""Q12265627"""	58	105	118		https://aldizkariak.ueu.eus/index.php/uztaro/article/view/4209	https://aldizkariak.ueu.eus/index.php/uztaro/article/download/4209/4318	2024-11-03T00:00:00Z
https://wikibase.inguma.eus/entity/Q22377	Q77312096	https://wikibase.inguma.eus/entity/statement/Q22377-A7E32B8D-E3A0-4BDB-A7FA-99310FBD67E4	bilboko-hiri-garapena-sorkuntza-artistikoan-islaturik-1975-2010	Bilboko hiri-garapena sorkuntza artistikoan islaturik: 1975-2010	2012-01-01T00:00:00Z	"""1"": ""Q104668756"""	80	13	48	10.26876/uztaro.80.2012.2	https://aldizkariak.ueu.eus/index.php/uztaro/article/view/4476	https://aldizkariak.ueu.eus/index.php/uztaro/article/download/4476/4585	2024-11-03T00:00:00Z
https://wikibase.inguma.eus/entity/Q13725			ote-partikularen-interpretazioaz-eta-haren-mikroaldakortasunaz	Ote partikularen interpretazioaz eta haren mikroaldakortasunaz	2021-01-01T00:00:00Z	"""1"": ""Q130759847"""	119	95	119	10.26876/uztaro.119.2021.6	https://aldizkariak.ueu.eus/index.php/uztaro/article/view/4967	https://aldizkariak.ueu.eus/index.php/uztaro/article/download/4967/5076	
https://wikibase.inguma.eus/entity/Q34654	Q76507723	https://wikibase.inguma.eus/entity/statement/Q34654-9DB77AB7-9944-449D-8784-0B437EC47220	denbora-kategoria-al-da-bere-azterketa-logikoa	Denbora kategoria al da? Bere azterketa logikoa	1994-01-01T00:00:00Z	"""1"": ""Q57654605"""	11	3	14		https://aldizkariak.ueu.eus/index.php/uztaro/article/view/3785	https://aldizkariak.ueu.eus/index.php/uztaro/article/download/3785/3894	2024-11-02T00:00:00Z
https://wikibase.inguma.eus/entity/Q16001	Q64007856	https://wikibase.inguma.eus/entity/statement/Q16001-FA09907F-4265-41D9-A6B1-C37D3682CD55	loditasunaren-gizarte-irudikapenak-eta-emozioak-gazteengan	Loditasunaren gizarte-irudikapenak eta emozioak gazteengan	2018-01-01T00:00:00Z	"""2"": ""Q64008014"", ""1"": ""Q64008018"""	104	31	44	10.26876/uztaro.104.2018.2	https://aldizkariak.ueu.eus/index.php/uztaro/article/view/4702	https://aldizkariak.ueu.eus/index.php/uztaro/article/download/4702/4811	2024-11-03T00:00:00Z
https://wikibase.inguma.eus/entity/Q17472	Q77311972	https://wikibase.inguma.eus/entity/statement/Q17472-46F22E9F-BB3D-4434-B8AD-14E1863F18A9	gazteek-atzerakarga-handiagoa-nahi-dute-euskaraz	Gazteek atzerakarga handiagoa nahi dute euskaraz?	2015-01-01T00:00:00Z	"""1"": ""Q104668789"""	95	51	71	10.26876/uztaro.95.2015.3	https://aldizkariak.ueu.eus/index.php/uztaro/article/view/4599	https://aldizkariak.ueu.eus/index.php/uztaro/article/download/4599/4708	
https://wikibase.inguma.eus/entity/Q34720	Q76507908	https://wikibase.inguma.eus/entity/statement/Q34720-BE51DE0E-8662-4584-BCC4-679D34E83382	demokrazia-heletan-frantziako-iraultza-aitzin	Demokrazia Heletan Frantziako iraultza aitzin	1991-01-01T00:00:00Z	"""1"": ""Q12269087"""	2	103	117		https://aldizkariak.ueu.eus/index.php/uztaro/article/view/3697	https://aldizkariak.ueu.eus/index.php/uztaro/article/download/3697/3806	2024-11-03T00:00:00Z
https://wikibase.inguma.eus/entity/Q34554	Q130762827	https://wikibase.inguma.eus/entity/statement/Q34554-2724D42C-D931-43A6-8761-CBC78F282F2A	haur-besoetakoa-ren-imaginarioa-lehen-hurbilpen-bat	Haur Besoetakoa-ren imaginarioa. Lehen hurbilpen bat	1998-01-01T00:00:00Z	"""1"": ""Q605664"""	24	77	87		https://aldizkariak.ueu.eus/index.php/uztaro/article/view/3905	https://aldizkariak.ueu.eus/index.php/uztaro/article/download/3905/4014	
https://wikibase.inguma.eus/entity/Q28409	Q76507267	https://wikibase.inguma.eus/entity/statement/Q28409-E0CEAB6B-3DA5-461E-AAC6-D7BCCC7B607D	familia-harreraren-jarraipena-gipuzkoan-gaur-egungo-egoera-eta-hobekuntzarako-proposamenak-ikerkuntzaren-eremutik	Familia-harreraren jarraipena Gipuzkoan: gaur egungo egoera eta hobekuntzarako proposamenak ikerkuntzaren eremutik	2002-01-01T00:00:00Z	"""3"": ""Q104668686"", ""1"": ""Q92691330"", ""5"": ""Q100413589"", ""4"": ""Q47343738"", ""2"": ""Q55187970"""	40	105	116		https://aldizkariak.ueu.eus/index.php/uztaro/article/view/4084	https://aldizkariak.ueu.eus/index.php/uztaro/article/download/4084/4193	2024-11-02T00:00:00Z
https://wikibase.inguma.eus/entity/Q34468	Q76507454	https://wikibase.inguma.eus/entity/statement/Q34468-45C64561-1132-4E8D-BC08-CD2B6FB4F11B	bere-begiz-ikusi-duen-lekukoaren-oroimena-eta-ebaluazio-tartearen-eragina	Bere begiz ikusi duen lekukoaren oroimena eta ebaluazio-tartearen eragina	1999-01-01T00:00:00Z	"""1"": ""Q87113760"""	31	101	111		https://aldizkariak.ueu.eus/index.php/uztaro/article/view/4029	https://aldizkariak.ueu.eus/index.php/uztaro/article/download/4029/4138	2024-11-03T00:00:00Z
https://wikibase.inguma.eus/entity/Q34469	Q76507452	https://wikibase.inguma.eus/entity/statement/Q34469-21411A0C-E97C-4978-85B8-D2F3DAF06F95	euskarazko-herri-aldizkariak-eta-teknologia-berriak	Euskarazko herri-aldizkariak eta teknologia berriak	1999-01-01T00:00:00Z	"""1"": ""Q99451998"""	31	85	100		https://aldizkariak.ueu.eus/index.php/uztaro/article/view/4026	https://aldizkariak.ueu.eus/index.php/uztaro/article/download/4026/4135	2024-11-03T00:00:00Z
https://wikibase.inguma.eus/entity/Q14527			iraker-upv-ehuko-irakasleen-gaitasun-akademikoa-garatzeko-programa-lehen-deialdiaren-inpaktuaren-balorazioa	iRAKER: UPV/EHUko irakasleen gaitasun akademikoa garatzeko programa. Lehen deialdiaren inpaktuaren balorazioa	2020-01-01T00:00:00Z	"""2"": ""Q130759799"", ""1"": ""Q130759867"""	114	5	31	10.26876/uztaro.114.2020.1	https://aldizkariak.ueu.eus/index.php/uztaro/article/view/4906	https://aldizkariak.ueu.eus/index.php/uztaro/article/download/4906/5015	
https://wikibase.inguma.eus/entity/Q34456	Q76507393	https://wikibase.inguma.eus/entity/statement/Q34456-4427630F-F5EE-45E1-A7A7-F62D63EC26D4	galdegai-bat-baino-gehiago-erakutsi-ohi-duten-esaldiez-hitzen-ordena-esaldian	"""Galdegai"" bat baino gehiago erakutsi ohi duten esaldiez. Hitzen ordena esaldian"	2000-01-01T00:00:00Z	"""1"": ""Q98816649"""	33	43	85		https://aldizkariak.ueu.eus/index.php/uztaro/article/view/4040	https://aldizkariak.ueu.eus/index.php/uztaro/article/download/4040/4149	2024-11-03T00:00:00Z
https://wikibase.inguma.eus/entity/Q34721	Q76507907	https://wikibase.inguma.eus/entity/statement/Q34721-D9D646B6-F77F-4CD5-9E0B-A0FF112997CA	jakintsua-orotan-zenean-jakintsu	Jakintsua orotan zenean jakintsu	1991-01-01T00:00:00Z	"""1"": ""Q77213694"""	2	93	101		https://aldizkariak.ueu.eus/index.php/uztaro/article/view/3695	https://aldizkariak.ueu.eus/index.php/uztaro/article/download/3695/3804	
https://wikibase.inguma.eus/entity/Q27065	Q77312376	https://wikibase.inguma.eus/entity/statement/Q27065-687D6710-FE40-401A-BEC3-FD49BD5AEA98	artikulua-eta-bokal-paragogikoa-bermeoko-leku-izenen-corpusaren-azterketatik-abiatuta	Artikulua eta bokal paragogikoa Bermeoko leku-izenen corpusaren azterketatik abiatuta	2006-01-01T00:00:00Z	"""1"": ""Q87760977"""	56	53	84		https://aldizkariak.ueu.eus/index.php/uztaro/article/view/4195	https://aldizkariak.ueu.eus/index.php/uztaro/article/download/4195/4304	2024-11-03T00:00:00Z
https://wikibase.inguma.eus/entity/Q34457	Q76507391	https://wikibase.inguma.eus/entity/statement/Q34457-8173E990-D10E-45C9-AA9F-0B46798CE6BA	bizkaitar-eta-gipuzkoar-nekazariak-1718ko-matxinadan	Bizkaitar eta gipuzkoar nekazariak 1718ko matxinadan	2000-01-01T00:00:00Z	"""1"": ""Q99454186"""	33	21	41		https://aldizkariak.ueu.eus/index.php/uztaro/article/view/4041	https://aldizkariak.ueu.eus/index.php/uztaro/article/download/4041/4150	2024-11-03T00:00:00Z
https://wikibase.inguma.eus/entity/Q15263	Q76506429	https://wikibase.inguma.eus/entity/statement/Q15263-A54867CE-04BF-4C44-85E1-8BC36412CA3D	lazarraga-eskuizkribuko-aitac-ezcondu-ezpanagui-poemaren-iturriak-eta-ereduak	Lazarraga eskuizkribuko Aitac ezcondu ezpanagui poemaren iturriak eta ereduak	2019-01-01T00:00:00Z	"""1"": ""Q104668710"""	109	75	113	10.26876/uztaro.109.2019.4	https://aldizkariak.ueu.eus/index.php/uztaro/article/view/4754	https://aldizkariak.ueu.eus/index.php/uztaro/article/download/4754/4863	
https://wikibase.inguma.eus/entity/Q18149	Q76506706	https://wikibase.inguma.eus/entity/statement/Q18149-65100983-5D55-4AF2-A070-B95B34E09054	posta-elektronikoa-prozesu-zibilean-bereziki-haren-froga-indarra	Posta elektronikoa prozesu zibilean, bereziki haren froga-indarra	2014-01-01T00:00:00Z	"""1"": ""Q104668705"", ""2"": ""Q109490497"""	91	85	110	10.26876/uztaro.91.2014.5	https://aldizkariak.ueu.eus/index.php/uztaro/article/view/4567	https://aldizkariak.ueu.eus/index.php/uztaro/article/download/4567/4676	2024-11-03T00:00:00Z
https://wikibase.inguma.eus/entity/Q34477	Q76507432	https://wikibase.inguma.eus/entity/statement/Q34477-39A39185-9228-4079-B872-D62CE3715EAD	zapore-lehentasuna-arratoietan-aldagai-kognitibo-eta-harreman-sozialen-eragina	Zapore-lehentasuna arratoietan: aldagai kognitibo eta harreman sozialen eragina	1999-01-01T00:00:00Z	"""1"": ""Q99452364"""	29	95	107		https://aldizkariak.ueu.eus/index.php/uztaro/article/view/4003	https://aldizkariak.ueu.eus/index.php/uztaro/article/download/4003/4112	2024-11-03T00:00:00Z
https://wikibase.inguma.eus/entity/Q22637	Q77312160	https://wikibase.inguma.eus/entity/statement/Q22637-96014379-A3FF-48A2-8829-7A6BB7CA9D4F	esanahiak-indizeak-eta-performatibitatea-gabonetako-erritu-baten-harira	Esanahiak, indizeak eta performatibitatea Gabonetako erritu baten harira	2011-01-01T00:00:00Z	"""1"": ""Q104668677"""	77	5	20	10.26876/uztaro.77.2011.1	https://aldizkariak.ueu.eus/index.php/uztaro/article/view/4454	https://aldizkariak.ueu.eus/index.php/uztaro/article/download/4454/4563	
https://wikibase.inguma.eus/entity/Q28546	Q76507334	https://wikibase.inguma.eus/entity/statement/Q28546-D7126C55-B20D-49BE-9DCA-1192FD44AAE8	abertzaletasuna-araban-legutianoko-jelkideak-xx-mendearen-lehen-herenean	Abertzaletasuna Araban: Legutianoko jelkideak XX. mendearen lehen herenean	2001-01-01T00:00:00Z	"""1"": ""Q12263593"""	39	53	61		https://aldizkariak.ueu.eus/index.php/uztaro/article/view/4083	https://aldizkariak.ueu.eus/index.php/uztaro/article/download/4083/4192	2024-11-03T00:00:00Z
https://wikibase.inguma.eus/entity/Q31013	Q76507308	https://wikibase.inguma.eus/entity/statement/Q31013-F52DE810-53ED-479B-AB9D-ACB6F9D8117F	euskal-zibilizazioa-hiru-urte-geroago	Euskal zibilizazioa (hiru urte geroago)	2001-01-01T00:00:00Z	"""1"": ""Q104668679"""	37	47	103		https://aldizkariak.ueu.eus/index.php/uztaro/article/view/4065	https://aldizkariak.ueu.eus/index.php/uztaro/article/download/4065/4174	2024-11-03T00:00:00Z
https://wikibase.inguma.eus/entity/Q15262	Q76506431	https://wikibase.inguma.eus/entity/statement/Q15262-A9533A4B-403D-473F-9FBE-95041EFA5BBF	osasun-datu-juridikoei-buruzko-babesa-eta-kirolean-dopatzea	Osasun-datu juridikoei buruzko babesa eta kirolean dopatzea	2019-01-01T00:00:00Z	"""2"": ""Q57419492"", ""1"": ""Q104668709"""	109	115	129	10.26876/uztaro.109.2019.5	https://aldizkariak.ueu.eus/index.php/uztaro/article/view/4758	https://aldizkariak.ueu.eus/index.php/uztaro/article/download/4758/4867	
https://wikibase.inguma.eus/entity/Q16434	Q77311852	https://wikibase.inguma.eus/entity/statement/Q16434-75A4F5F2-4294-4147-AC25-86A6E96D4688	emakumeak-lanbide-maskulinizatuetan-autobus-gidari-lanbidearen-kasua	Emakumeak lanbide maskulinizatuetan: autobus-gidari lanbidearen kasua	2017-01-01T00:00:00Z	"""1"": ""Q57569357"", ""3"": ""Q104668545"", ""2"": ""Q98841172"""	101	87	101	10.26876/uztaro.101.2017.4	https://aldizkariak.ueu.eus/index.php/uztaro/article/view/4662	https://aldizkariak.ueu.eus/index.php/uztaro/article/download/4662/4771	2024-11-02T00:00:00Z
https://wikibase.inguma.eus/entity/Q27144	Q77312581	https://wikibase.inguma.eus/entity/statement/Q27144-FF5DDD4A-48E7-4B3A-9D3F-16D397BE3560	militantismoaren-mutazioa-frantziako-ikasle-militantismoa-adibide-gisa	Militantismoaren mutazioa: Frantziako ikasle-militantismoa adibide gisa	2003-01-01T00:00:00Z	"""1"": ""Q16631683"""	46	93	115		https://aldizkariak.ueu.eus/index.php/uztaro/article/view/4125	https://aldizkariak.ueu.eus/index.php/uztaro/article/download/4125/4234	2024-11-03T00:00:00Z
https://wikibase.inguma.eus/entity/Q26500	Q77312512	https://wikibase.inguma.eus/entity/statement/Q26500-9CCA08CA-81F8-4A4F-912C-9C447E16F831	inarra-txarragaz-baztarrak-lohi-internazionalizatu-gabeko-produktu-informatikoak-lokalizatzearen-arazoak	Inarra txarragaz, baztarrak lohi: internazionalizatu gabeko produktu informatikoak lokalizatzearen arazoak	2004-01-01T00:00:00Z	"""1"": ""Q85833585"", ""2"": ""Q55378127"", ""3"": ""Q85831288"""	51	45	62		https://aldizkariak.ueu.eus/index.php/uztaro/article/view/4159	https://aldizkariak.ueu.eus/index.php/uztaro/article/download/4159/4268	2024-11-03T00:00:00Z
