izena	bdb_id
Aitor Basterretxea	https://bdb.bertsozale.eus/web/haitzondo/view/459-aitor-basterretxea
Miguel De Basterretxea	https://bdb.bertsozale.eus/web/haitzondo/view/462-miguel-de-basterretxea
Juan Inazio Begiristain	https://bdb.bertsozale.eus/web/haitzondo/view/468-juan-inazio-begiristain
Joxe Ramon Beitia	https://bdb.bertsozale.eus/web/haitzondo/view/473-joxe-ramon-beitia
Santi  Belar "Begi"	https://bdb.bertsozale.eus/web/haitzondo/view/475-santi-belar-begi
Patxi  Belauzaran "Patxi Bakallo"	https://bdb.bertsozale.eus/web/haitzondo/view/477-patxi-belauzaran-patxi-bakallo
Patxi  Beldarrain "Patxi Errekondo"	https://bdb.bertsozale.eus/web/haitzondo/view/478-patxi-beldarrain-patxi-errekondo
Iraitz Beldarrain	https://bdb.bertsozale.eus/web/haitzondo/view/479-iraitz-beldarrain
Juan Kruz  Beloki "Motza"	https://bdb.bertsozale.eus/web/haitzondo/view/482-juan-kruz-beloki-motza
Patxi Beloki	https://bdb.bertsozale.eus/web/haitzondo/view/487-patxi-beloki
Pernando Amezketarra	https://bdb.bertsozale.eus/web/haitzondo/view/490-pernando-amezketarra
Jose Antonio  Bengoetxea "Ardotx"	https://bdb.bertsozale.eus/web/haitzondo/view/492-jose-antonio-bengoetxea-ardotx
Juan Antonio  Bengoetxea "Anttoniyo"	https://bdb.bertsozale.eus/web/haitzondo/view/493-juan-antonio-bengoetxea-anttoniyo
Juana Joxepa  Bengoetxea "Andre Haundia"	https://bdb.bertsozale.eus/web/haitzondo/view/494-juana-joxepa-bengoetxea-andre-haundia
Esteban  Bengoetxea "Aintzira"	https://bdb.bertsozale.eus/web/haitzondo/view/495-esteban-bengoetxea-aintzira
Inazio  Berasarte "Elio"	https://bdb.bertsozale.eus/web/haitzondo/view/501-inazio-berasarte-elio
Leon Bereau Iparragirre	https://bdb.bertsozale.eus/web/haitzondo/view/509-leon-bereau-iparragirre
Julen Arzanegi	https://bdb.bertsozale.eus/web/haitzondo/view/707-julen-arzanegi
Mixel  Erramouspe "Ohako"	https://bdb.bertsozale.eus/web/haitzondo/view/711-mixel-erramouspe-ohako
Jose Joakin  Erroizenea "Txabalategi"	https://bdb.bertsozale.eus/web/haitzondo/view/721-jose-joakin-erroizenea-txabalategi
Jesus  Eskisabel "Jainkoa"	https://bdb.bertsozale.eus/web/haitzondo/view/724-jesus-eskisabel-jainkoa
Paula Amilburu	https://bdb.bertsozale.eus/web/haitzondo/view/3217-paula-amilburu
Migel Esnaola	https://bdb.bertsozale.eus/web/haitzondo/view/732-migel-esnaola
Malen Amenabar	https://bdb.bertsozale.eus/web/haitzondo/view/3216-malen-amenabar
Ibai Esoain	https://bdb.bertsozale.eus/web/haitzondo/view/735-ibai-esoain
Oskar Estanga	https://bdb.bertsozale.eus/web/haitzondo/view/737-oskar-estanga
Igor Estankona	https://bdb.bertsozale.eus/web/haitzondo/view/738-igor-estankona
Arkaitz Estiballes	https://bdb.bertsozale.eus/web/haitzondo/view/739-arkaitz-estiballes
Joan  Etxamendi "Bordel"	https://bdb.bertsozale.eus/web/haitzondo/view/741-jean-etxamendi-bordel
Jesus  Etxabe "Errezabal"	https://bdb.bertsozale.eus/web/haitzondo/view/744-jesus-etxabe-errezabal
Inaxi Etxabe	https://bdb.bertsozale.eus/web/haitzondo/view/745-inaxi-etxabe
Xabier  Etxabe "Armendia"	https://bdb.bertsozale.eus/web/haitzondo/view/753-xabier-etxabe-armendia
Joxe Mari Etxaluze	https://bdb.bertsozale.eus/web/haitzondo/view/755-joxe-mari-etxaluze
Txato Etxaniz	https://bdb.bertsozale.eus/web/haitzondo/view/757-txato-etxaniz
Anton Etxaniz	https://bdb.bertsozale.eus/web/haitzondo/view/759-anton-etxaniz
Joanes Etxarren	https://bdb.bertsozale.eus/web/haitzondo/view/763-joanes-etxarren
Xalbador Etxarte	https://bdb.bertsozale.eus/web/haitzondo/view/766-xalbador-etxarte
Jose  Lasarte "Ankamotz"	https://bdb.bertsozale.eus/web/haitzondo/view/1231-jose-lasarte-ankamotz
Frantzisko Latasa	https://bdb.bertsozale.eus/web/haitzondo/view/1233-frantzisko-latasa
Jose Antonio Lazkano	https://bdb.bertsozale.eus/web/haitzondo/view/1237-jose-antonio-lazkano
Gorka Lazkano	https://bdb.bertsozale.eus/web/haitzondo/view/1238-gorka-lazkano
Imanol Lazkano	https://bdb.bertsozale.eus/web/haitzondo/view/1240-imanol-lazkano
Eneko Lazkoz	https://bdb.bertsozale.eus/web/haitzondo/view/1241-eneko-lazkoz
Xabier  Legarreta "Arano"	https://bdb.bertsozale.eus/web/haitzondo/view/1245-xabier-legarreta-arano
Asier Legarreta	https://bdb.bertsozale.eus/web/haitzondo/view/1246-asier-legarreta
Joxema Leitza Razkin	https://bdb.bertsozale.eus/web/haitzondo/view/1249-joxema-leitza-razkin
Etxahun Lekue	https://bdb.bertsozale.eus/web/haitzondo/view/1255-etxahun-lekue
Jose Luis  Lekuona "Lexoti II"	https://bdb.bertsozale.eus/web/haitzondo/view/1260-jose-luis-lekuona-lexoti-ii
Juan Antonio  Lekuona "Kuxkullu"	https://bdb.bertsozale.eus/web/haitzondo/view/1266-juan-antonio-lekuona-kuxkullu
Juan Manuel Lertxundi	https://bdb.bertsozale.eus/web/haitzondo/view/1270-juan-manuel-lertxundi
Maria Josefa Lertxundi	https://bdb.bertsozale.eus/web/haitzondo/view/1271-maria-josefa-lertxundi
Prantzisko Mari Lertxundi	https://bdb.bertsozale.eus/web/haitzondo/view/1275-prantzisko-mari-lertxundi
Joxe Mari Lertxundi	https://bdb.bertsozale.eus/web/haitzondo/view/1276-joxe-mari-lertxundi
Joxe Mari Estra	https://bdb.bertsozale.eus/web/haitzondo/view/1277-joxe-mari-estra
Maximo Letona	https://bdb.bertsozale.eus/web/haitzondo/view/1281-maximo-letona
Juan Lezea	https://bdb.bertsozale.eus/web/haitzondo/view/1286-juan-lezea
Luis  Ligetx "Larrautarra"	https://bdb.bertsozale.eus/web/haitzondo/view/1287-luis-ligetx-larrautarra
Paule Ixiar Loizaga	https://bdb.bertsozale.eus/web/haitzondo/view/3829-paule-ixiar-loizaga
Iker Garitagoitia	https://bdb.bertsozale.eus/web/haitzondo/view/3833-iker-garitagoitia
Joxepa Zubeldia	https://bdb.bertsozale.eus/web/haitzondo/view/3835-joxepa-zubeldia
Iñaki Lertxundi	https://bdb.bertsozale.eus/web/haitzondo/view/3838-inaki-lertxundi
Maria Fuentes	https://bdb.bertsozale.eus/web/haitzondo/view/3839-maria-fuentes
Txaber Errasti	https://bdb.bertsozale.eus/web/haitzondo/view/3840-txaber-errasti
Martin Mimentza	https://bdb.bertsozale.eus/web/haitzondo/view/3841-martin-mimentza
Joritz Bastarrika	https://bdb.bertsozale.eus/web/haitzondo/view/3863-joritz-bastarrika
Plazida Otaño	https://bdb.bertsozale.eus/web/haitzondo/view/3865-plazida-otano
Maider Arregi Markuleta	https://bdb.bertsozale.eus/web/haitzondo/view/3866-maider-arregi-markuleta
Eneko  Araiztegi "Korta"	https://bdb.bertsozale.eus/web/haitzondo/view/3870-eneko-araiztegi-korta
Mikel Tapia	https://bdb.bertsozale.eus/web/haitzondo/view/3873-mikel-tapia
Markel Eizagirre	https://bdb.bertsozale.eus/web/haitzondo/view/3975-markel-eizagirre
Ander Baiano	https://bdb.bertsozale.eus/web/haitzondo/view/3984-ander-baiano
Ane Beloki	https://bdb.bertsozale.eus/web/haitzondo/view/4002-ane-beloki
Miguel Angel Ortiz de Guzman	https://bdb.bertsozale.eus/web/haitzondo/view/4008-miguel-angel-ortiz-de-guzman
Kerman Diaz	https://bdb.bertsozale.eus/web/haitzondo/view/4013-kerman-diaz
Unai Etxenausia	https://bdb.bertsozale.eus/web/haitzondo/view/4015-unai-etxenausia
Unai Mendiburu	https://bdb.bertsozale.eus/web/haitzondo/view/4027-unai-mendiburu
Bittor Altube	https://bdb.bertsozale.eus/web/haitzondo/view/4035-bittor-altube
Gurutz Azkarate	https://bdb.bertsozale.eus/web/haitzondo/view/398-gurutz-azkarate
Gorka Azkarate Torner	https://bdb.bertsozale.eus/web/haitzondo/view/400-gorka-azkarate-torner
Eneritz Azkue	https://bdb.bertsozale.eus/web/haitzondo/view/403-eneritz-azkue
Joxepa Inazi Azkune	https://bdb.bertsozale.eus/web/haitzondo/view/4559-joxepa-inazi-azkune
Domingo  Azpiazu "Gorra"	https://bdb.bertsozale.eus/web/haitzondo/view/412-domingo-azpiazu-gorra
Bernardo Azpillaga	https://bdb.bertsozale.eus/web/haitzondo/view/414-bernardo-azpillaga
Tomas Azpillaga	https://bdb.bertsozale.eus/web/haitzondo/view/415-tomas-azpillaga
Jon Azpillaga	https://bdb.bertsozale.eus/web/haitzondo/view/416-jon-azpillaga
Martin Azpiroz	https://bdb.bertsozale.eus/web/haitzondo/view/419-martin-azpiroz
Mirari Azula	https://bdb.bertsozale.eus/web/haitzondo/view/420-mirari-azula
Oier Azula	https://bdb.bertsozale.eus/web/haitzondo/view/421-oier-azula
Lazaro Azurmendi	https://bdb.bertsozale.eus/web/haitzondo/view/423-lazaro-azurmendi
Fernando Badiola	https://bdb.bertsozale.eus/web/haitzondo/view/426-fernando-badiola
Joseba Barandiaran	https://bdb.bertsozale.eus/web/haitzondo/view/428-joseba-barandiaran
Felipe Barandiaran	https://bdb.bertsozale.eus/web/haitzondo/view/433-felipe-barandiaran
Bitoriano Barrena	https://bdb.bertsozale.eus/web/haitzondo/view/440-bitoriano-barrena
Ion Barrocal	https://bdb.bertsozale.eus/web/haitzondo/view/442-ion-barrocal
Odei Barroso	https://bdb.bertsozale.eus/web/haitzondo/view/443-odei-barroso
Bartolo	https://bdb.bertsozale.eus/web/haitzondo/view/444-bartolo
Oihana Bartra	https://bdb.bertsozale.eus/web/haitzondo/view/445-oihana-bartra
Kepa Urrutikoetxea	https://bdb.bertsozale.eus/web/haitzondo/view/1890-kepa-urrutikoetxea
Urtzi Urrutikoetxea	https://bdb.bertsozale.eus/web/haitzondo/view/1891-urtzi-urrutikoetxea
Trinidad Urtasun Martoret	https://bdb.bertsozale.eus/web/haitzondo/view/1893-trinidad-urtasun-martoret
Joxe  Usabiaga "Zamalbide"	https://bdb.bertsozale.eus/web/haitzondo/view/1897-joxe-usabiaga-zamalbide
Aitor Usandizaga	https://bdb.bertsozale.eus/web/haitzondo/view/1898-aitor-usandizaga
Iñaki Viñaspre	https://bdb.bertsozale.eus/web/haitzondo/view/1907-inaki-vinaspre
Xemartin  Hoditeikoa "Xetre"	https://bdb.bertsozale.eus/web/haitzondo/view/1909-xemartin-hoditeikoa-xetre
Iratxe Yañez	https://bdb.bertsozale.eus/web/haitzondo/view/1910-iratxe-yaez
Jose Zabala	https://bdb.bertsozale.eus/web/haitzondo/view/1916-jose-zabala
Juan Inazio Zabala	https://bdb.bertsozale.eus/web/haitzondo/view/1917-juan-inazio-zabala
Xanti  Zabala "Lexo"	https://bdb.bertsozale.eus/web/haitzondo/view/1919-xanti-zabala-lexo
Eneritz Zabaleta	https://bdb.bertsozale.eus/web/haitzondo/view/1923-eneritz-zabaleta
Juan Zabaleta	https://bdb.bertsozale.eus/web/haitzondo/view/1926-juan-zabaleta
Juan  Zabaleta	https://bdb.bertsozale.eus/web/haitzondo/view/1927-juan-zabaleta
Pello  Zabaleta Lekuona	https://bdb.bertsozale.eus/web/haitzondo/view/1928-pello-zabaleta-lekuona
Miel Zabaleta	https://bdb.bertsozale.eus/web/haitzondo/view/1929-miel-zabaleta
Beñat Zalakain	https://bdb.bertsozale.eus/web/haitzondo/view/3621-beat-zalakain
Matxalen Zabaljauregi	https://bdb.bertsozale.eus/web/haitzondo/view/1932-matxalen-zabaljauregi
Ion Zaldua	https://bdb.bertsozale.eus/web/haitzondo/view/1933-ion-zaldua
Oier Arbina	https://bdb.bertsozale.eus/web/haitzondo/view/3112-oier-arbina
Unai Gomez	https://bdb.bertsozale.eus/web/haitzondo/view/3380-unai-gomez
Iñigo  Gorostarzu "Etxorde"	https://bdb.bertsozale.eus/web/haitzondo/view/2839-inigo-gorostarzu-etxorde
Ane Labaka Mayoz	https://bdb.bertsozale.eus/web/haitzondo/view/2856-ane-labaka-mayoz
Ibon  Larrazabal "Larra"	https://bdb.bertsozale.eus/web/haitzondo/view/2918-ibon-larrazabal-larra
Jon Sanchez Alonso	https://bdb.bertsozale.eus/web/haitzondo/view/2928-jon-sanchez-alonso
Beñat Iguaran	https://bdb.bertsozale.eus/web/haitzondo/view/2937-benat-iguaran
Jon Barberena	https://bdb.bertsozale.eus/web/haitzondo/view/2938-jon-barberena
Eñaut Uriarte	https://bdb.bertsozale.eus/web/haitzondo/view/2940-eaut-uriarte
Charles Uhalde	https://bdb.bertsozale.eus/web/haitzondo/view/3148-charles-uhalde
Unai Atxa	https://bdb.bertsozale.eus/web/haitzondo/view/2953-unai-atxa
Endika Igartzabal Murua	https://bdb.bertsozale.eus/web/haitzondo/view/2969-endika-igartzabal-murua
Ekaitz Samaniego	https://bdb.bertsozale.eus/web/haitzondo/view/2975-ekaitz-samaniego
Ander Solozabal	https://bdb.bertsozale.eus/web/haitzondo/view/2976-ander-solozabal
Eneritz Arzallus	https://bdb.bertsozale.eus/web/haitzondo/view/2983-eneritz-arzallus
Nekane Zinkunegi	https://bdb.bertsozale.eus/web/haitzondo/view/2984-nekane-zinkunegi
Beñat Alberdi	https://bdb.bertsozale.eus/web/haitzondo/view/2991-benat-alberdi
Inazio Vidal	https://bdb.bertsozale.eus/web/haitzondo/view/3004-inazio-vidal
Peio Arondo	https://bdb.bertsozale.eus/web/haitzondo/view/3007-peio-arondo
Ander  Fuentes "Itturri"	https://bdb.bertsozale.eus/web/haitzondo/view/3012-ander-itturri
Beñat Goitia	https://bdb.bertsozale.eus/web/haitzondo/view/3013-benat-goitia
Mirari Martiarena	https://bdb.bertsozale.eus/web/haitzondo/view/2504-mirari-martiarena
Alaia Martin	https://bdb.bertsozale.eus/web/haitzondo/view/2507-alaia-martin
Jon Martin	https://bdb.bertsozale.eus/web/haitzondo/view/2508-jon-martin
Izar Mendiguren	https://bdb.bertsozale.eus/web/haitzondo/view/2516-izar-mendiguren
Karmele Mitxelena	https://bdb.bertsozale.eus/web/haitzondo/view/2521-karmele-mitxelena
Ortzi Murua	https://bdb.bertsozale.eus/web/haitzondo/view/2540-ortzi-murua
Asier Oiarbide	https://bdb.bertsozale.eus/web/haitzondo/view/2549-asier-oiarbide
Josu Ormaetxea	https://bdb.bertsozale.eus/web/haitzondo/view/2554-josu-ormaetxea
Jagoba Pereda	https://bdb.bertsozale.eus/web/haitzondo/view/2576-jagoba-pereda
Lur Renteria	https://bdb.bertsozale.eus/web/haitzondo/view/2589-lur-renteria
Diego Riaño	https://bdb.bertsozale.eus/web/haitzondo/view/2592-diego-riano
Beñat Romero	https://bdb.bertsozale.eus/web/haitzondo/view/2595-benat-romero
Manex Sagarna	https://bdb.bertsozale.eus/web/haitzondo/view/2598-manex-sagarna
Garikoitz Salcedo	https://bdb.bertsozale.eus/web/haitzondo/view/2603-garikoitz-salcedo
Josu Sanjurjo	https://bdb.bertsozale.eus/web/haitzondo/view/2606-josu-sanjurjo
Iraia Sasieta	https://bdb.bertsozale.eus/web/haitzondo/view/2611-iraia-sasieta
Julio Soto	https://bdb.bertsozale.eus/web/haitzondo/view/2621-julio-soto
Jokin Sudupe	https://bdb.bertsozale.eus/web/haitzondo/view/2622-jokin-sudupe
Maddi Ane Txoperena	https://bdb.bertsozale.eus/web/haitzondo/view/2632-maddi-ane-txoperena
Alazne Untxalo	https://bdb.bertsozale.eus/web/haitzondo/view/2637-alazne-untxalo
Esti Saratxo	https://bdb.bertsozale.eus/web/haitzondo/view/3016-esti-saratxo
Adur Gorostidi Urkia	https://bdb.bertsozale.eus/web/haitzondo/view/3017-adur-gorostidi-urkia
Jon Arano	https://bdb.bertsozale.eus/web/haitzondo/view/3025-jon-arano
Ekain  Landa "Txispain"	https://bdb.bertsozale.eus/web/haitzondo/view/3030-ekain-landa-txispain
Illart Gumuzio	https://bdb.bertsozale.eus/web/haitzondo/view/3033-illart-gumuzio
Jon Martinez Beaskoetxea	https://bdb.bertsozale.eus/web/haitzondo/view/3034-jon-martinez-beaskoetxea
Aitor Arrutia	https://bdb.bertsozale.eus/web/haitzondo/view/3035-aitor-arrutia
Arkaitz Zipitria	https://bdb.bertsozale.eus/web/haitzondo/view/3036-arkaitz-zipitria
Aitor  Arrizubieta "Toko"	https://bdb.bertsozale.eus/web/haitzondo/view/3038-aitor-arrizubieta-toko
Egoitz Gorosterrazu	https://bdb.bertsozale.eus/web/haitzondo/view/3039-egoitz-gorosterrazu
Patxi Castillo	https://bdb.bertsozale.eus/web/haitzondo/view/3040-patxi-castillo
Jose Mari Garate	https://bdb.bertsozale.eus/web/haitzondo/view/3362-jose-mari-garate
Mikel Artola	https://bdb.bertsozale.eus/web/haitzondo/view/3047-mikel-artola
Saioa Alkaiza	https://bdb.bertsozale.eus/web/haitzondo/view/3048-saioa-alkaiza
Peio Ormazabal	https://bdb.bertsozale.eus/web/haitzondo/view/3051-peio-ormazabal
Julen Agirre	https://bdb.bertsozale.eus/web/haitzondo/view/3054-julen-agirre
Imanol Arrutia	https://bdb.bertsozale.eus/web/haitzondo/view/3070-imanol-arrutia
Oihana Iguaran	https://bdb.bertsozale.eus/web/haitzondo/view/3071-oihana-iguaran
Maddi Sarasua Laskarai	https://bdb.bertsozale.eus/web/haitzondo/view/3076-maddi-sarasua-laskarai
Aitor Esteban	https://bdb.bertsozale.eus/web/haitzondo/view/3087-aitor-esteban
Ainara Ieregi	https://bdb.bertsozale.eus/web/haitzondo/view/3394-ainara-ieregi
Joanes Illarregi	https://bdb.bertsozale.eus/web/haitzondo/view/3397-joanes-illarregi
Juan  Gabiola	https://bdb.bertsozale.eus/web/haitzondo/view/4692-juan-gabiola
Maria Izaga	https://bdb.bertsozale.eus/web/haitzondo/view/3428-maria-izaga
Inazio Antonio  Izagirre "Itxaspe"	https://bdb.bertsozale.eus/web/haitzondo/view/3429-inazio-antonio-izagirre-itxaspe
Jone Larrinaga	https://bdb.bertsozale.eus/web/haitzondo/view/3453-jone-larrinaga
Xabi Maia	https://bdb.bertsozale.eus/web/haitzondo/view/3477-xabi-maia
Maialen Mateo	https://bdb.bertsozale.eus/web/haitzondo/view/3489-maialen-mateo
Koldo Muñiz	https://bdb.bertsozale.eus/web/haitzondo/view/3509-koldo-muniz
Andoni Murga	https://bdb.bertsozale.eus/web/haitzondo/view/3510-andoni-murga
Amaia Otsoa	https://bdb.bertsozale.eus/web/haitzondo/view/3533-amaia-otsoa
Eustakio  "Eulea"	https://bdb.bertsozale.eus/web/haitzondo/view/3534-eustakio-eulea
Kotte Plaza	https://bdb.bertsozale.eus/web/haitzondo/view/3542-kotte-plaza
Uxue Ruiz de Arkaute	https://bdb.bertsozale.eus/web/haitzondo/view/3554-uxue-ruiz-de-arkaute
Aitor Servier	https://bdb.bertsozale.eus/web/haitzondo/view/3579-aitor-servier
Iñaki Tena	https://bdb.bertsozale.eus/web/haitzondo/view/3588-iaki-tena
Ane Zuazubiskar Iñarra	https://bdb.bertsozale.eus/web/haitzondo/view/3630-ane-zuazubiskar-inarra
Iker Olabarrieta	https://bdb.bertsozale.eus/web/haitzondo/view/3757-iker-olabarrieta
Unai Bengoetxea	https://bdb.bertsozale.eus/web/haitzondo/view/3758-unai-bengoetxea
Xabi Lopez de Santiago	https://bdb.bertsozale.eus/web/haitzondo/view/3769-xabi-lopez-de-santiago
Asier Bergaretxe	https://bdb.bertsozale.eus/web/haitzondo/view/511-asier-bergaretxe
Jose Maria  Berra "Telaetxipi"	https://bdb.bertsozale.eus/web/haitzondo/view/515-jose-maria-berra-telaetxipi
Xabier  Bidaburu "Txirri"	https://bdb.bertsozale.eus/web/haitzondo/view/523-xabier-bidaburu-txirri
Antonio Bidaola	https://bdb.bertsozale.eus/web/haitzondo/view/525-antonio-bidaola
Leire Bilbao	https://bdb.bertsozale.eus/web/haitzondo/view/537-leire-bilbao
Urki Bilbao	https://bdb.bertsozale.eus/web/haitzondo/view/538-urki-bilbao
Joserra Bilbao	https://bdb.bertsozale.eus/web/haitzondo/view/542-joserra-bilbao
Sabino Bilbao	https://bdb.bertsozale.eus/web/haitzondo/view/543-sabino-bilbao
Pedro  Bizkarguenaga "Bizkar"	https://bdb.bertsozale.eus/web/haitzondo/view/545-pedro-bizkarguenaga-bizkar
Beñat  Burgi "Bonbila"	https://bdb.bertsozale.eus/web/haitzondo/view/3307-beat-burgi-bonbila
Indalezio  Bizkarrondo "Bilintx"	https://bdb.bertsozale.eus/web/haitzondo/view/546-indalezio-bizkarrondo-bilintx
Joxe Blanco	https://bdb.bertsozale.eus/web/haitzondo/view/547-joxe-blanco
Itxaro Borda	https://bdb.bertsozale.eus/web/haitzondo/view/548-itxaro-borda
Etxahun Iruri	https://bdb.bertsozale.eus/web/haitzondo/view/550-etxahun-iruri
Nerea Bruño	https://bdb.bertsozale.eus/web/haitzondo/view/551-nerea-bruno
Jose Burgoa Pagate	https://bdb.bertsozale.eus/web/haitzondo/view/555-jose-burgoa-pagate
Idoia Anzorandia	https://bdb.bertsozale.eus/web/haitzondo/view/3226-idoia-anzorandia
Piarres  Capdeville "Kattabil"	https://bdb.bertsozale.eus/web/haitzondo/view/564-piarres-capdeville-kattabil
Dani Castaño	https://bdb.bertsozale.eus/web/haitzondo/view/566-dani-castao
Jokin Castaños	https://bdb.bertsozale.eus/web/haitzondo/view/567-jokin-castanos
Mari Luixa Erdozio	https://bdb.bertsozale.eus/web/haitzondo/view/3771-mari-luixa-erdozio
Mariana Hargain	https://bdb.bertsozale.eus/web/haitzondo/view/3772-mariana-hargain
Aña Etxegarai	https://bdb.bertsozale.eus/web/haitzondo/view/3784-ana-etxegarai
Nikolas Sorozabal	https://bdb.bertsozale.eus/web/haitzondo/view/3789-nikolas-sorozabal
Joxe Sorozabal	https://bdb.bertsozale.eus/web/haitzondo/view/3790-joxe-sorozabal
Eneko Fernandez	https://bdb.bertsozale.eus/web/haitzondo/view/3793-eneko-fernandez
Maite Murga	https://bdb.bertsozale.eus/web/haitzondo/view/3797-maite-murga
Asier Rubio	https://bdb.bertsozale.eus/web/haitzondo/view/3798-asier-rubio
Irati Ruiz de Pinedo	https://bdb.bertsozale.eus/web/haitzondo/view/3799-irati-ruiz-de-pinedo
Unai Argote	https://bdb.bertsozale.eus/web/haitzondo/view/3800-unai-argote
Kalisto Medrano	https://bdb.bertsozale.eus/web/haitzondo/view/3801-kalisto-medrano
Manuel  Zialzeta "Manu Zaharra"	https://bdb.bertsozale.eus/web/haitzondo/view/3804-manuel-zialzeta-manu-zaharra
Roke Alberdi	https://bdb.bertsozale.eus/web/haitzondo/view/3817-roke-alberdi
Eneko Aldana	https://bdb.bertsozale.eus/web/haitzondo/view/3819-eneko-aldana
Aitor Bizkarra	https://bdb.bertsozale.eus/web/haitzondo/view/3820-aitor-bizkarra
Irati Bernaola	https://bdb.bertsozale.eus/web/haitzondo/view/3822-irati-bernaola
Leire Portugués	https://bdb.bertsozale.eus/web/haitzondo/view/3823-leire-portugus
Ander Ucelay	https://bdb.bertsozale.eus/web/haitzondo/view/3824-ander-ucelay
Asier Alcedo	https://bdb.bertsozale.eus/web/haitzondo/view/3825-asier-alcedo
Peru De Pedro	https://bdb.bertsozale.eus/web/haitzondo/view/3828-peru-de-pedro
Iruri Altzerreka	https://bdb.bertsozale.eus/web/haitzondo/view/4037-iruri-altzerreka
Aroa Arrizubieta	https://bdb.bertsozale.eus/web/haitzondo/view/4038-aroa-arrizubieta
Beñat Bilbao	https://bdb.bertsozale.eus/web/haitzondo/view/4041-benat-bilbao
Libe Goenaga	https://bdb.bertsozale.eus/web/haitzondo/view/4043-libe-goenaga
Xabat Illarregi	https://bdb.bertsozale.eus/web/haitzondo/view/4045-xabat-illarregi
Ane Peñagarikano	https://bdb.bertsozale.eus/web/haitzondo/view/4048-ane-penagarikano
Aitor Ugarte	https://bdb.bertsozale.eus/web/haitzondo/view/4051-aitor-ugarte
Lurdes Ondaro	https://bdb.bertsozale.eus/web/haitzondo/view/4058-lurdes-ondaro
Iraitz Mateo	https://bdb.bertsozale.eus/web/haitzondo/view/4059-iraitz-mateo
Ander Anakabe	https://bdb.bertsozale.eus/web/haitzondo/view/4089-ander-anakabe
Enare Muniategi	https://bdb.bertsozale.eus/web/haitzondo/view/4091-enare-muniategi
Martin Berrizbeitia	https://bdb.bertsozale.eus/web/haitzondo/view/4098-martin-berrizbeitia
Igor Galarza	https://bdb.bertsozale.eus/web/haitzondo/view/4099-igor-galarza
Joana Ziganda	https://bdb.bertsozale.eus/web/haitzondo/view/4102-joana-ziganda
Peio Azkarate	https://bdb.bertsozale.eus/web/haitzondo/view/4106-peio-azkarate
Saats Karasatorre	https://bdb.bertsozale.eus/web/haitzondo/view/4108-saats-karasatorre
Gontzal Belategi	https://bdb.bertsozale.eus/web/haitzondo/view/4110-gontzal-belategi
Aitor Ruiz	https://bdb.bertsozale.eus/web/haitzondo/view/4116-aitor-ruiz
Aritz Landeta	https://bdb.bertsozale.eus/web/haitzondo/view/4117-aritz-landeta
Markel Baroja	https://bdb.bertsozale.eus/web/haitzondo/view/4120-markel-baroja
Endika Legarra	https://bdb.bertsozale.eus/web/haitzondo/view/3464-endika-legarra
Moises Jaso	https://bdb.bertsozale.eus/web/haitzondo/view/1132-moises-jaso
Jexux Mari  Jauregi "Altzo Txiki"	https://bdb.bertsozale.eus/web/haitzondo/view/1134-jexux-mari-jauregi-altzo-txiki
Inazio Jauregi	https://bdb.bertsozale.eus/web/haitzondo/view/1135-inazio-jauregi
Joakin Mari  Jauregi "Panderi"	https://bdb.bertsozale.eus/web/haitzondo/view/1139-joakin-mari-jauregi-panderi
Amaia Jauregizar	https://bdb.bertsozale.eus/web/haitzondo/view/1142-amaia-jauregizar
Alfonso Jimenez	https://bdb.bertsozale.eus/web/haitzondo/view/1144-alfonso-jimenez
Jose Manuel  "Artzai Txikia"	https://bdb.bertsozale.eus/web/haitzondo/view/1147-jose-manuel-artzai-txikia
Hondarribiko Joxepa	https://bdb.bertsozale.eus/web/haitzondo/view/1150-hondarribiko-joxepa
Juan Mari Juaristi	https://bdb.bertsozale.eus/web/haitzondo/view/1151-juan-mari-juaristi
Joxe Mari Atano	https://bdb.bertsozale.eus/web/haitzondo/view/1152-joxe-mari-atano
Juan Mari Atano	https://bdb.bertsozale.eus/web/haitzondo/view/1153-juan-mari-atano
Justo	https://bdb.bertsozale.eus/web/haitzondo/view/1157-justo
Lino Kalonje	https://bdb.bertsozale.eus/web/haitzondo/view/1158-lino-kalonje
Manex  Etxeto "Katxo"	https://bdb.bertsozale.eus/web/haitzondo/view/3655-manex-etxeto-katxo
Ibon Karrera	https://bdb.bertsozale.eus/web/haitzondo/view/1163-ibon-karrera
Pedro Kastrejana	https://bdb.bertsozale.eus/web/haitzondo/view/1164-pedro-kastrejana
Anjel Korkostegi	https://bdb.bertsozale.eus/web/haitzondo/view/1169-anjel-korkostegi
Jesus  Kortabarria "Kaxeta"	https://bdb.bertsozale.eus/web/haitzondo/view/1170-jesus-kortabarria-kaxeta
Bautista  Kortajarena "Ondartza"	https://bdb.bertsozale.eus/web/haitzondo/view/1171-bautista-kortajarena-ondartza
