"wikidata"	"wikidatalink"	"source_page"	"instance_of"	"part_of"	"subclass_of"	"eu"	"eu_wikipedia"	"es"	"es_wikipedia"	"en"	"en_wikipedia"	"fr"	"fr_wikipedia"	"it"	"it_wikipedia"	"de"	"de_wikipedia"	"pt"	"pt_wikipedia"	"ca"	"ca_wikipedia"	"cs"	"cs_wikipedia"
"Q188532"	"https://wikidata.org/wiki/Q188532"	"Bretton-Woods-System"	"https://wikidata.org/wiki/Q1416617
https://wikidata.org/wiki/Q131569
https://wikidata.org/wiki/Q1072326"	""	""	"Bretton Woodseko batzarra"	"https://eu.wikipedia.org/wiki/Bretton_Woodseko_batzarra"	"acuerdos de Bretton Woods"	"https://es.wikipedia.org/wiki/Acuerdos_de_Bretton_Woods"	"Bretton Woods system"	"https://en.wikipedia.org/wiki/Bretton_Woods_system"	"accords de Bretton Woods"	"https://fr.wikipedia.org/wiki/Accords_de_Bretton_Woods"	"Conferenza di Bretton Woods"	"https://it.wikipedia.org/wiki/Accordi_di_Bretton_Woods"	"Bretton-Woods-System"	"https://de.wikipedia.org/wiki/Bretton-Woods-System"	"Acordos de Bretton Woods"	"https://pt.wikipedia.org/wiki/Acordos_de_Bretton_Woods"	"Acords de Bretton Woods"	"https://ca.wikipedia.org/wiki/Acords_de_Bretton_Woods"	"brettonwoodský systém"	"https://cs.wikipedia.org/wiki/Brettonwoodský_systém"	
"Q1323540"	"https://wikidata.org/wiki/Q1323540"	"Umlaufgeschwindigkeit_des_Geldes"	""	""	"https://wikidata.org/wiki/Q1144560"			"velocidad de circulación del dinero"	"https://es.wikipedia.org/wiki/Velocidad_de_circulación_del_dinero"	"velocity of money"	"https://en.wikipedia.org/wiki/Velocity_of_money"	"vitesse de circulation de la monnaie"	"https://fr.wikipedia.org/wiki/Vitesse_de_circulation_de_la_monnaie"	"velocità di circolazione della moneta"	"https://it.wikipedia.org/wiki/Velocità_di_circolazione_della_moneta"	"Umlaufgeschwindigkeit"	"https://de.wikipedia.org/wiki/Umlaufgeschwindigkeit_des_Geldes"	"velocidade da moeda"	"https://pt.wikipedia.org/wiki/Velocidade_da_moeda"					
"Q1329506"	"https://wikidata.org/wiki/Q1329506"	"Konstantes_Kapital"	""	""	""			"capital constante"	"https://es.wikipedia.org/wiki/Capital_constante"	"constant capital"	"https://en.wikipedia.org/wiki/Constant_capital"					"konstantes Kapital"	"https://de.wikipedia.org/wiki/Konstantes_Kapital"	"capital constante"	"https://pt.wikipedia.org/wiki/Capital_constante"					
"Q1759266"	"https://wikidata.org/wiki/Q1759266"	"Variables_Kapital"	""	""	""			"capital variable"	"https://es.wikipedia.org/wiki/Capital_variable"							"Variables Kapital"	"https://de.wikipedia.org/wiki/Variables_Kapital"	"capital variável"	"https://pt.wikipedia.org/wiki/Capital_variável"					
"Q380342"	"https://wikidata.org/wiki/Q380342"	"Manufaktur"	""	""	"https://wikidata.org/wiki/Q656720
https://wikidata.org/wiki/Q13235160"			"manufactura"		"manufactory"	"https://en.wikipedia.org/wiki/Craft_production"	"manufacture"	"https://fr.wikipedia.org/wiki/Manufacture"	"manifattura"	"https://it.wikipedia.org/wiki/Manifattura"	"Manufaktur"	"https://de.wikipedia.org/wiki/Manufaktur"	"manufatura"	"https://pt.wikipedia.org/wiki/Manufatura"	"taller"		"manufaktura"	"https://cs.wikipedia.org/wiki/Manufaktura"	
"Q832045"	"https://wikidata.org/wiki/Q832045"	"Betriebsrisiko"	""	""	"https://wikidata.org/wiki/Q104493"					"business risk"	"https://en.wikipedia.org/wiki/Business_risks"					"Betriebsrisiko"	"https://de.wikipedia.org/wiki/Betriebsrisiko"			"risc empresarial"				
"Q757382"	"https://wikidata.org/wiki/Q757382"	"Insolvenz"	"https://wikidata.org/wiki/Q29028649"	""	"https://wikidata.org/wiki/Q3505845
https://wikidata.org/wiki/Q1337875
https://wikidata.org/wiki/Q22087155"	"Kaudimengabezia"	"https://eu.wikipedia.org/wiki/Kaudimengabezia"	"insolvencia"	"https://es.wikipedia.org/wiki/Insolvencia"	"insolvency"	"https://en.wikipedia.org/wiki/Insolvency"	"insolvabilité"	"https://fr.wikipedia.org/wiki/Déconfiture"	"insolvenza"	"https://it.wikipedia.org/wiki/Insolvenza"	"Insolvenz"	"https://de.wikipedia.org/wiki/Insolvenz"	"insolvência"	"https://pt.wikipedia.org/wiki/Insolvência"	"insolvència"		"platební neschopnost"	"https://cs.wikipedia.org/wiki/Platební_neschopnost"	
"Q4290"	"https://wikidata.org/wiki/Q4290"	"Investition"	""	""	"https://wikidata.org/wiki/Q1369832
https://wikidata.org/wiki/Q3380760"	"Inbertsio"	"https://eu.wikipedia.org/wiki/Inbestimendu"	"inversión"	"https://es.wikipedia.org/wiki/Inversión"	"investment"	"https://en.wikipedia.org/wiki/Investment"	"investissement"	"https://fr.wikipedia.org/wiki/Investissement"	"investimento"	"https://it.wikipedia.org/wiki/Investimento"	"Investition"	"https://de.wikipedia.org/wiki/Investition"	"investimento"	"https://pt.wikipedia.org/wiki/Investimento"	"inversió econòmica"	"https://ca.wikipedia.org/wiki/Inversió_econòmica"	"investice"	"https://cs.wikipedia.org/wiki/Investice"	
"Q1728582"	"https://wikidata.org/wiki/Q1728582"	"Kapitalumschlag"	""	""	""											"Kapitalumschlag"	"https://de.wikipedia.org/wiki/Kapitalumschlag"							
"Q1113011"	"https://wikidata.org/wiki/Q1113011"	"Fixes_Kapital"	""	""	""			"Capital fijo"		"Fixed capital"	"https://en.wikipedia.org/wiki/Fixed_capital"	"Capital fixe"	"https://fr.wikipedia.org/wiki/Capital_fixe"	"Capitale fisso"	"https://it.wikipedia.org/wiki/Capitale_fisso"	"Fixes Kapital"	"https://de.wikipedia.org/wiki/Fixes_Kapital"	"Capital fixo"	"https://pt.wikipedia.org/wiki/Capital_fixo"					
