lexeme,lila
L272047,lemma/99635
L272086,hypolemma/96715
L272090,lemma/99708
L272091,lemma/131312
L272097,lemma/99719
L272100,lemma/99724
L272117,lemma/99748
L272133,hypolemma/12838
L272157,lemma/99812
L272172,lemma/99833
L272182,lemma/99848
L272196,lemma/99868
L272200,lemma/99875
L272216,lemma/99898
L272226,lemma/99957
L272244,lemma/99921
L272247,hypolemma/13031
L272250,lemma/99925
L272264,lemma/99947
L272281,lemma/99975
L272293,lemma/99993
L272299,lemma/100008
L272302,lemma/100021
L272305,lemma/100031
L272309,lemma/100035
L272321,lemma/100054
L272328,lemma/98178
L272340,lemma/100062
L272345,lemma/100067
L272362,lemma/100094
L272368,lemma/100103
L272383,lemma/100135
L272399,lemma/100184
L272404,lemma/48401
L272428,lemma/100234
L272436,lemma/100242
L272452,lemma/100283
L272453,lemma/100285
L272456,lemma/100288
L272463,lemma/100296
L272469,lemma/100301
L272473,lemma/100313
L272486,lemma/100334
L272543,lemma/100649
L272548,lemma/100687
L272550,lemma/100525
L272553,lemma/100538
L272572,lemma/100573
L272575,hypolemma/13596
L272603,lemma/100602
L272633,lemma/100641
L272636,lemma/100647
L272650,lemma/100665
L272651,lemma/100669
L272656,lemma/100678
L272658,lemma/100684
L272227,lemma/99957
L272488,lemma/100334
L272637,lemma/100649
L274185,lemma/103444
L274187,lemma/104170
L274189,lemma/103452
L274204,lemma/103477
L274216,lemma/103512
L274220,lemma/103527
L274227,lemma/103546
L274230,lemma/103547
L274235,lemma/103553
L274237,lemma/103555
L274245,lemma/103569
L274255,lemma/103600
L274268,lemma/104225
L274274,lemma/103634
L274302,lemma/103676
L274303,lemma/103679
L274312,lemma/103686
L274314,lemma/103688
L274325,lemma/103699
L274337,lemma/103729
L274338,lemma/103730
L274343,lemma/103733
L274349,lemma/103737
L274352,lemma/104232
L274358,lemma/103759
L274365,lemma/103766
L274401,lemma/103831
L274423,lemma/135860
L274426,lemma/103861
L274463,lemma/103926
L274477,hypolemma/17469
L274478,hypolemma/17459
L272181,lemma/99848
L272249,lemma/99925
L273412,lemma/101960
L278951,lemma/112848
L273334,lemma/101879
L273235,lemma/101669
L273440,lemma/102038
L273560,lemma/102208
L273564,lemma/102214
L278828,lemma/112523
L273026,lemma/101050
L273010,lemma/101327
L273011,lemma/101327
L273012,lemma/101327
L273033,lemma/101368
L273073,lemma/101465
L273085,lemma/101488
L273087,lemma/101493
L273107,hypolemma/110732
L273176,lemma/101700
L273178,lemma/6782
L273198,lemma/50237
L273206,hypolemma/14689
L273226,lemma/101645
L273233,lemma/101664
L273258,lemma/101743
L273259,lemma/101746
L273286,hypolemma/14938
L273292,hypolemma/14958
L273305,hypolemma/111774
L273315,lemma/101847
L273323,lemma/101857
L273331,hypolemma/15017
L273343,lemma/101889
L273346,lemma/101896
L273349,lemma/101907
L273354,lemma/50557
L273365,lemma/101947
L273394,lemma/101977
L273395,hypolemma/15234
L273397,lemma/101979
L273418,lemma/102006
L273424,lemma/102017
L273439,lemma/102686
L273442,lemma/102040
L273466,lemma/102059
L273467,lemma/102061
L273489,lemma/102580
L273497,lemma/102116
L273510,lemma/102147
L273525,lemma/102688
L273580,lemma/102236
L273586,lemma/102249
L273596,lemma/102266
L273597,lemma/102267
L273601,lemma/102276
L273602,hypolemma/15601
L278582,lemma/112020
L278593,lemma/112049
L278612,lemma/112091
L278621,lemma/112101
L278636,lemma/112121
L278638,lemma/112123
L278648,hypolemma/27149
L278652,lemma/112156
L278693,lemma/65610
L278719,lemma/112368
L278733,lemma/112392
L278736,lemma/112396
L278757,lemma/111856
L278758,lemma/112428
L278766,lemma/112437
L278769,lemma/112442
L278770,lemma/112444
L278788,lemma/112459
L278794,lemma/112471
L278805,lemma/112493
L278858,hypolemma/27591
L278862,lemma/112585
L278883,lemma/112637
L278885,lemma/112639
L278897,lemma/112667
L278917,lemma/112779
L278919,lemma/112789
L278927,lemma/112802
L278933,lemma/112815
L278949,lemma/112842
L278957,lemma/112867
L278961,lemma/113303
L278964,lemma/15000
L278983,lemma/112898
L278989,lemma/112911
L279000,lemma/112997
L279004,lemma/112957
L279020,hypolemma/111489
L279023,lemma/112873
L279027,hypolemma/28147
L279039,lemma/113047
L279041,lemma/113051
L279042,lemma/113052
L273684,lemma/101979
L278958,lemma/112867
L268838,lemma/97080
L268623,lemma/96927
L268859,lemma/97099
L268647,lemma/96945
L281010,lemma/70759
L280980,lemma/116881
L281000,lemma/116941
L281029,lemma/116995
L281037,lemma/117009
L281038,lemma/117006
L281041,lemma/117010
L281048,hypolemma/32352
L281050,lemma/117036
L281062,lemma/117075
L269117,lemma/97275
L255763,lemma/87607
L255770,lemma/87613
L255772,lemma/87615
L255794,lemma/87633
L255819,lemma/27500
L255834,hypolemma/2854
L255876,lemma/89626
L255892,lemma/89643
L255913,hypolemma/3279
L255936,lemma/4275
L255949,hypolemma/3368
L255978,lemma/135690
L255998,lemma/90336
L256099,lemma/90530
L268538,lemma/96863
L268553,hypolemma/9885
L268558,lemma/96873
L268574,lemma/96882
L268577,lemma/141749
L268579,lemma/96886
L268642,lemma/96941
L268658,lemma/96953
L268700,lemma/96983
L268717,lemma/96996
L268719,lemma/97519
L268733,lemma/97006
L268737,lemma/97010
L268742,lemma/97015
L268750,lemma/136322
L268753,lemma/97018
L268754,lemma/97019
L268756,lemma/4129
L268777,lemma/97041
L268780,lemma/97037
L268794,lemma/97050
L268796,lemma/97051
L268806,lemma/97058
L268808,lemma/97060
L268812,lemma/97080
L268856,lemma/97096
L268865,lemma/97104
L268867,lemma/97105
L268904,lemma/97137
L268910,lemma/97141
L268927,lemma/97155
L268939,lemma/93671
L268954,lemma/97177
L268971,hypolemma/10159
L268990,lemma/93671
L268999,lemma/138952
L269013,lemma/97215
L269028,hypolemma/10181
L269033,lemma/97232
L269036,lemma/140024
L269051,lemma/45545
L269095,lemma/97277
L269126,lemma/97294
L269127,lemma/97295
L269157,lemma/97314
L269197,lemma/97355
L269200,lemma/97358
L269204,lemma/97361
L269226,lemma/97379
L269233,lemma/45788
L269240,hypolemma/112910
L269267,lemma/97414
L269295,lemma/97430
L269354,lemma/97472
L269361,lemma/97475
L269371,lemma/97481
L269374,lemma/97484
L269376,lemma/97485
L269394,lemma/94264
L269415,lemma/4378
L269418,lemma/4397
L269443,lemma/97860
L269446,lemma/97864
L258416,hypolemma/2854
L258467,lemma/89626
L258487,lemma/89643
L259096,hypolemma/3279
L259239,hypolemma/3368
L259383,lemma/90336
L259619,lemma/90530
L269358,lemma/97475
L263192,lemma/138441
L268541,lemma/96865
L269031,lemma/97231
L263023,lemma/93328
L263030,lemma/93334
L263071,lemma/93363
L263104,lemma/93401
L263107,lemma/93411
L263132,lemma/93425
L263144,lemma/93438
L263145,lemma/96600
L263146,lemma/96616
L263170,lemma/97611
L263171,lemma/93457
L263175,lemma/93460
L263219,lemma/93490
L263227,lemma/93497
L263229,lemma/93499
L263235,lemma/93508
L263239,lemma/97764
L263248,lemma/93514
L263265,lemma/93525
L263276,lemma/93531
L263305,lemma/93553
L263317,lemma/93564
L263326,lemma/93573
L263341,lemma/97614
L263355,lemma/93595
L263369,lemma/93605
L263373,lemma/93609
L263384,lemma/93617
L263414,lemma/93639
L263420,lemma/135758
L263449,lemma/93662
L263466,lemma/93687
L263471,lemma/93694
L263477,lemma/2925
L263498,lemma/141701
L263506,lemma/2968
L263523,lemma/93732
L263528,lemma/93740
L263532,lemma/93741
L263538,lemma/93747
L263542,lemma/93752
L263543,lemma/93753
L263555,lemma/93760
L263571,lemma/93771
L263572,lemma/138469
L268377,lemma/96737
L268378,lemma/96738
L268389,lemma/96746
L268400,lemma/96756
L268407,lemma/136308
L268469,lemma/96798
L268504,lemma/96833
L268514,lemma/96844
L268545,hypolemma/9918
L268560,lemma/96874
L268561,hypolemma/113032
L268562,hypolemma/9903
L268568,lemma/96879
L268578,lemma/96885
L268587,lemma/96895
L268607,lemma/96912
L268614,lemma/96920
L268627,lemma/4072
L268628,lemma/96931
L268643,lemma/96942
L268651,lemma/96947
L268660,lemma/96954
L268661,lemma/96956
L268662,lemma/136318
L268663,lemma/96957
L268677,lemma/96966
L268680,lemma/96970
L268718,lemma/96997
L268722,lemma/97001
L268724,lemma/136319
L268758,lemma/97023
L268760,lemma/97023
L268771,lemma/97030
L268793,lemma/97049
L268799,hypolemma/10062
L268804,lemma/97057
L268813,lemma/97063
L268814,lemma/97064
L268816,lemma/97065
L268853,lemma/97581
L268854,lemma/97094
L268875,lemma/97111
L268879,lemma/97113
L268886,lemma/97120
L268891,lemma/97125
L268936,lemma/97161
L268949,lemma/97173
L268958,lemma/97180
L268967,hypolemma/10156
L268973,lemma/97190
L268981,lemma/97198
L269032,lemma/97233
L285386,lemma/125807
L285404,lemma/125839
L271228,lemma/98631
L271487,lemma/98872
L271176,lemma/98582
L271178,lemma/98584
L271183,lemma/98589
L271194,lemma/98599
L271203,lemma/98610
L271204,lemma/98611
L271222,lemma/98624
L271230,hypolemma/89835
L271236,lemma/98638
L271244,lemma/98644
L271315,lemma/98715
L271316,lemma/98716
L271321,hypolemma/11604
L271323,lemma/98723
L271324,lemma/98724
L271344,lemma/98741
L271358,hypolemma/11641
L271362,lemma/98761
L271379,lemma/98778
L271399,lemma/98796
L271400,lemma/98797
L271440,lemma/98824
L271450,lemma/98833
L271456,lemma/98842
L271472,lemma/98855
L271486,lemma/98871
L271509,lemma/98891
L271510,lemma/98894
L271519,lemma/98900
L271522,lemma/136387
L271541,lemma/100459
L271543,lemma/98913
L271567,lemma/98934
L271570,lemma/98936
L271577,lemma/98940
L271578,lemma/100361
L271580,lemma/98941
L271581,lemma/100364
L271582,lemma/98943
L271624,lemma/98966
L271631,hypolemma/11963
L271637,lemma/98975
L271652,lemma/98990
L271653,lemma/98991
L271668,lemma/99001
L271669,lemma/99002
L271681,lemma/99023
L271693,lemma/99036
L271709,lemma/99047
L271716,hypolemma/12027
L271722,lemma/99065
L271750,lemma/99114
L271756,lemma/99123
L271762,lemma/98028
L271767,hypolemma/12176
L271802,lemma/99223
L271869,hypolemma/12315
L271880,lemma/100467
L271882,lemma/99349
L271904,lemma/99404
L271930,hypolemma/12446
L271951,lemma/99486
L271953,lemma/99489
L271961,lemma/99503
L271991,lemma/136184
L272001,lemma/99569
L272011,lemma/99580
L272014,lemma/99585
L285346,lemma/125713
L285373,lemma/125774
L285376,lemma/125780
L285379,lemma/125788
L285380,lemma/125790
L285388,lemma/125810
L285405,lemma/125840
L285408,lemma/125857
L285414,lemma/125868
L285419,lemma/125878
L285449,lemma/125926
L285455,lemma/125937
L285468,hypolemma/41958
L285473,lemma/125973
L285474,lemma/125973
L285475,lemma/125982
L285486,lemma/126084
L285514,lemma/126114
L285525,lemma/126173
L285546,lemma/126224
L285562,lemma/126253
L285565,lemma/126258
L285578,lemma/126296
L271171,lemma/98579
L285494,lemma/126114
L271870,hypolemma/12315
L272276,lemma/98028
L285775,lemma/126224
L268511,lemma/96841
L275811,lemma/109506
L275358,lemma/105716
L275572,lemma/106250
L267620,lemma/96366
L267635,lemma/96377
L267647,lemma/96387
L267649,lemma/96388
L267665,hypolemma/9422
L267668,lemma/96400
L267670,lemma/96402
L267672,lemma/96403
L267675,lemma/96412
L267692,lemma/96415
L267707,lemma/96429
L267735,hypolemma/9491
L267736,lemma/96446
L267741,lemma/96451
L267742,lemma/96452
L267744,lemma/96455
L267773,lemma/96478
L267892,lemma/96499
L267912,lemma/96513
L267970,lemma/136300
L267973,lemma/96532
L267978,lemma/138937
L267986,lemma/96539
L267996,lemma/96549
L268024,lemma/96567
L268030,lemma/96570
L268040,lemma/96577
L268047,lemma/96579
L268054,lemma/96582
L268066,lemma/96596
L268079,lemma/3887
L268086,lemma/96603
L268092,lemma/96608
L268096,lemma/96612
L268102,lemma/93583
L268224,lemma/96626
L268242,lemma/96638
L268257,hypolemma/9703
L268271,lemma/96659
L268276,lemma/96661
L268305,lemma/131296
L268360,lemma/96720
L268376,lemma/96736
L268390,lemma/96747
L268411,lemma/44603
L268425,lemma/96771
L268457,lemma/96791
L268474,lemma/96802
L268475,lemma/96803
L268490,lemma/96818
L268492,lemma/96820
L268509,lemma/96839
L268517,lemma/96847
L268522,lemma/96850
L275349,lemma/105699
L275371,lemma/105727
L275409,lemma/130554
L275417,lemma/105772
L275421,lemma/105777
L275435,lemma/105829
L275436,lemma/105834
L275442,lemma/105868
L275444,lemma/105869
L275449,lemma/105871
L275459,lemma/105921
L275511,lemma/106099
L275525,lemma/106149
L275555,hypolemma/19365
L275575,lemma/106255
L275604,lemma/106320
L275608,lemma/106332
L275613,lemma/106353
L275652,lemma/106422
L275671,lemma/106443
L275675,lemma/106450
L275698,lemma/106494
L275710,lemma/106516
L275722,lemma/106533
L275740,lemma/106580
L275761,hypolemma/20066
L275766,lemma/106643
L275768,lemma/106645
L275781,lemma/106680
L275789,lemma/106695
L275809,lemma/106723
L275810,lemma/106726
L275812,hypolemma/113505
L275813,lemma/106730
L276461,lemma/106250
L276615,lemma/106730
L264713,lemma/96539
L268078,lemma/3887
L268228,lemma/93583
L276443,hypolemma/19365
L276598,lemma/106680
L287042,lemma/130554
L274377,lemma/103783
L274686,lemma/104453
L274044,lemma/103199
L274957,lemma/104956
L286323,lemma/128025
L274248,lemma/103582
L274481,lemma/103955
L286341,lemma/128095
L273982,lemma/103105
L273997,lemma/103125
L274000,lemma/103128
L274002,hypolemma/16498
L274005,lemma/103135
L274006,lemma/103134
L274015,lemma/103151
L274029,lemma/103173
L274047,lemma/103201
L274065,lemma/103240
L274066,lemma/103242
L274091,lemma/103272
L274094,lemma/138656
L274099,lemma/103286
L274102,lemma/103296
L274105,lemma/103306
L274111,lemma/103316
L274112,lemma/103315
L274116,lemma/103317
L274133,lemma/103336
L274136,lemma/103339
L274150,lemma/103376
L274152,lemma/103378
L274155,lemma/103383
L274170,lemma/103411
L274193,lemma/104172
L274197,lemma/103468
L274207,lemma/104214
L274209,lemma/104216
L274234,hypolemma/17017
L274251,lemma/103592
L274256,lemma/103605
L274257,lemma/103610
L274276,lemma/103645
L274297,lemma/103672
L274323,hypolemma/113035
L274334,lemma/103715
L274348,lemma/103727
L274360,lemma/103761
L274366,hypolemma/17247
L274379,lemma/103788
L274391,lemma/103819
L274397,lemma/104123
L274400,lemma/103187
L274407,lemma/103838
L274442,lemma/103895
L274445,lemma/103899
L274462,lemma/102808
L274471,lemma/103943
L274483,lemma/103962
L274496,lemma/103986
L274497,lemma/103987
L274510,lemma/103999
L274511,lemma/104001
L274517,lemma/104010
L274527,lemma/104028
L274587,lemma/104263
L274594,lemma/104283
L274619,lemma/104328
L274625,lemma/104350
L274670,lemma/104429
L274687,hypolemma/17863
L274694,lemma/104465
L274709,lemma/55124
L274728,lemma/8019
L274746,lemma/104575
L274759,lemma/104596
L274770,lemma/104623
L274783,lemma/104663
L274800,lemma/104711
L274821,lemma/104756
L274848,lemma/104804
L274854,lemma/104808
L274866,hypolemma/77453
L274912,lemma/104892
L274917,lemma/104898
L274924,lemma/104908
L274940,lemma/105013
L274950,lemma/104251
L274952,lemma/104947
L274968,lemma/105029
L274994,lemma/105008
L275018,lemma/8558
L275093,lemma/8739
L275131,lemma/8782
L286284,lemma/127954
L286312,lemma/128003
L286313,lemma/128004
L286322,lemma/128026
L286362,lemma/23474
L286382,lemma/128202
L286386,lemma/128216
L259715,lemma/90620
L285929,lemma/127095
L286064,lemma/127558
L286564,lemma/128512
L286577,lemma/128532
L286063,lemma/127557
L285994,lemma/127174
L280196,lemma/90770
L280239,lemma/115349
L285860,lemma/126961
L285861,lemma/126964
L285878,lemma/127003
L285880,lemma/126275
L285913,lemma/131443
L285930,lemma/126307
L285947,lemma/127111
L285962,lemma/127138
L285967,lemma/127146
L285972,lemma/127150
L286028,lemma/22681
L286038,lemma/127515
L286054,lemma/127533
L286062,lemma/127555
L286071,lemma/127563
L286085,hypolemma/43900
L286087,lemma/127594
L286103,lemma/127627
L286105,hypolemma/110679
L286150,lemma/127742
L286174,lemma/127771
L286199,lemma/127811
L286216,lemma/127839
L286270,lemma/127933
L286285,hypolemma/111483
L286291,hypolemma/44259
L286300,lemma/127979
L286301,lemma/127980
L286328,lemma/128055
L286334,lemma/129411
L286353,lemma/128128
L286364,lemma/129395
L286370,lemma/141091
L286375,lemma/23560
L286388,lemma/128217
L286395,lemma/23650
L286425,lemma/129414
L286437,lemma/133570
L286455,lemma/128350
L286469,lemma/128372
L286478,lemma/129445
L286519,lemma/128438
L286522,lemma/128443
L286523,lemma/128444
L286527,lemma/128449
L286530,hypolemma/44687
L286535,lemma/128456
L286542,lemma/128497
L286550,lemma/128484
L286562,lemma/129418
L286614,lemma/128591
L286624,lemma/128616
L286628,lemma/128626
L286629,lemma/128626
L286652,lemma/128655
L259561,lemma/90961
L259568,lemma/90963
L259604,lemma/90968
L259608,lemma/91078
L259699,lemma/90602
L259706,lemma/90610
L259712,lemma/90617
L259719,lemma/33084
L259734,lemma/90970
L259741,lemma/90633
L259748,hypolemma/113167
L259795,lemma/33185
L259799,lemma/65
L259844,lemma/90755
L259861,lemma/90768
L259863,lemma/90770
L259887,lemma/90792
L259892,lemma/90797
L259905,lemma/115349
L259906,lemma/90806
L259920,lemma/90814
L259927,lemma/90821
L259937,lemma/90831
L259942,lemma/90831
L259954,lemma/90620
L259966,lemma/90840
L259972,lemma/90844
L259986,lemma/90854
L259989,lemma/90857
L260001,lemma/90871
L260009,lemma/90591
L260012,lemma/33103
L260019,hypolemma/112895
L260024,lemma/90662
L260034,lemma/90669
L260057,lemma/90735
L279172,lemma/113418
L286973,lemma/129345
L287270,lemma/129522
L287112,lemma/130695
L279150,lemma/113377
L279071,lemma/66881
L279109,lemma/113183
L279052,lemma/113064
L279073,lemma/113110
L279120,lemma/113262
L279134,lemma/138710
L279146,lemma/113365
L279152,lemma/113379
L279158,lemma/113392
L279206,lemma/113447
L279219,lemma/113466
L279230,lemma/113490
L279237,lemma/114143
L279257,lemma/114094
L279266,lemma/113507
L279275,lemma/113540
L279294,lemma/113563
L279305,lemma/113579
L279308,lemma/113584
L279319,lemma/114120
L279322,lemma/114068
L279331,lemma/67367
L279339,lemma/114069
L279341,lemma/113638
L279342,lemma/114150
L279344,lemma/114069
L279348,lemma/114135
L279379,lemma/113693
L279406,lemma/114101
L279414,lemma/113746
L279422,hypolemma/28834
L279424,lemma/113765
L286780,lemma/139516
L286783,lemma/128913
L286784,lemma/128915
L286813,lemma/128997
L286820,lemma/129022
L286833,lemma/129057
L286834,lemma/129058
L286843,lemma/129074
L286847,lemma/24134
L286864,lemma/129115
L286868,lemma/129158
L286874,lemma/129165
L286875,lemma/129168
L286876,lemma/129178
L286898,lemma/129212
L286904,lemma/129221
L286914,lemma/129236
L286921,lemma/129244
L286932,lemma/129266
L286938,lemma/129278
L286958,lemma/129311
L286965,hypolemma/45533
L286983,lemma/24329
L286989,lemma/131040
L286990,hypolemma/45970
L286991,lemma/131041
L286994,lemma/129642
L287003,lemma/130484
L287008,lemma/130493
L287019,lemma/130509
L287036,lemma/130544
L287063,lemma/130598
L287090,lemma/130653
L287101,lemma/131016
L287102,lemma/130671
L287106,lemma/130677
L287120,lemma/130701
L287138,lemma/131022
L287142,lemma/130831
L287149,lemma/130847
L287155,hypolemma/47339
L287157,lemma/130869
L287184,lemma/85946
L287195,lemma/130927
L287198,lemma/131108
L287209,lemma/131110
L287211,lemma/130944
L287212,lemma/130946
L287217,lemma/129457
L287237,lemma/129480
L287241,lemma/129487
L287245,lemma/129475
L287251,lemma/129506
L287252,lemma/129507
L287253,hypolemma/45836
L287254,lemma/83989
L287255,hypolemma/113004
L287269,lemma/129522
L287315,lemma/129627
L287316,lemma/129628
L287317,lemma/129631
L279324,lemma/114068
L287143,lemma/130831
L266352,lemma/97729
L282317,lemma/119683
L270963,lemma/100385
L282657,lemma/120358
L265529,lemma/97199
L265555,lemma/95232
L265574,lemma/97784
L265676,lemma/95319
L265681,lemma/95324
L265691,hypolemma/8032
L265695,lemma/95336
L265715,lemma/97463
L265726,lemma/141719
L265738,hypolemma/8092
L265797,lemma/95403
L265801,lemma/95428
L265802,lemma/95404
L265803,lemma/95405
L265873,hypolemma/8195
L265884,lemma/95463
L265889,lemma/95468
L265906,lemma/95484
L265909,lemma/95487
L265925,lemma/95496
L265936,lemma/95508
L265943,lemma/95512
L265952,hypolemma/8264
L265960,lemma/95524
L265994,hypolemma/8282
L266011,lemma/95548
L266032,lemma/95561
L266035,lemma/95563
L266049,lemma/95573
L266052,lemma/95576
L266082,lemma/95593
L266087,lemma/95599
L266090,lemma/94760
L266097,lemma/95605
L266098,lemma/95606
L266104,lemma/95610
L266109,lemma/95616
L266133,lemma/95637
L266158,lemma/95657
L266195,lemma/43341
L266200,lemma/95686
L266214,lemma/95697
L266215,lemma/97724
L266219,lemma/95698
L266242,lemma/95711
L266249,lemma/95717
L266253,lemma/95722
L266254,lemma/95723
L266269,lemma/95731
L266274,lemma/95735
L266329,lemma/95770
L266332,lemma/95773
L266343,lemma/97796
L266348,hypolemma/8599
L266365,lemma/95798
L266367,lemma/95799
L266374,lemma/95806
L266376,lemma/95808
L266383,lemma/135743
L266393,hypolemma/8640
L266394,lemma/138928
L266843,lemma/95319
L270934,lemma/98394
L270937,hypolemma/11154
L270969,lemma/100391
L271021,lemma/98461
L271033,lemma/46553
L282345,lemma/119727
L282351,lemma/119736
L282358,lemma/119751
L282391,lemma/119813
L282393,lemma/119816
L282396,lemma/119830
L282397,lemma/119829
L282430,lemma/119876
L282442,lemma/119909
L282466,lemma/119948
L282469,lemma/119952
L282472,lemma/119956
L282499,lemma/120003
L282511,hypolemma/113090
L282518,lemma/120046
L282521,lemma/120052
L282524,lemma/120061
L282525,lemma/117975
L282539,lemma/120830
L282541,lemma/120106
L282567,lemma/120154
L282571,lemma/120173
L282580,lemma/120918
L282608,lemma/137605
L282620,lemma/120250
L282622,lemma/120254
L282625,lemma/120294
L282630,lemma/120714
L282631,lemma/120327
L273505,lemma/102131
L273652,lemma/102356
L273260,lemma/101754
L273276,lemma/101790
L273288,lemma/101806
L273297,lemma/101830
L273304,hypolemma/14994
L273313,lemma/101845
L273370,hypolemma/15122
L273371,lemma/101956
L273381,lemma/102302
L273416,lemma/102003
L273421,lemma/102012
L273472,lemma/102576
L273477,lemma/102083
L273479,lemma/102088
L273486,lemma/102101
L273490,hypolemma/15316
L273493,lemma/102328
L273501,lemma/102123
L273507,lemma/102141
L273521,hypolemma/15405
L273523,lemma/102159
L273539,lemma/102338
L273543,lemma/102192
L273563,hypolemma/15510
L273573,lemma/102226
L273584,lemma/102246
L273587,lemma/102254
L273600,lemma/102275
L273618,lemma/131325
L287035,lemma/130543
L287039,lemma/130549
L259745,lemma/90634
L255966,lemma/90303
L259328,lemma/90279
L259336,lemma/90292
L259347,lemma/90303
L259373,lemma/90329
L259415,lemma/90362
L259441,lemma/90381
L259452,lemma/90280
L259465,lemma/90407
L259467,lemma/137708
L259475,lemma/90416
L259484,lemma/90424
L259485,lemma/90429
L259489,lemma/137712
L259503,lemma/90442
L259527,lemma/90473
L259546,lemma/90949
L259564,hypolemma/4133
L259573,lemma/90965
L259585,lemma/90500
L259586,lemma/90502
L259594,lemma/90510
L259615,lemma/90527
L259617,hypolemma/112893
L259623,lemma/32945
L259692,lemma/137806
L259703,lemma/90605
L259716,lemma/33078
L259717,lemma/33080
L259721,lemma/90621
L259722,lemma/90623
L259744,lemma/90635
L259756,lemma/90644
L259761,lemma/90647
L259767,lemma/90673
L259775,lemma/90680
L259780,lemma/90684
L259792,lemma/33182
L259800,lemma/90695
L259806,lemma/90717
L259830,lemma/90751
L259843,lemma/90754
L259873,lemma/90798
L259876,lemma/90782
L259883,lemma/90786
L259893,lemma/90798
L259910,hypolemma/4009
L259932,lemma/90636
L259974,lemma/90845
L259987,lemma/90898
L260007,hypolemma/113075
L260013,lemma/90652
L260017,lemma/90656
L260031,lemma/138829
L260040,lemma/90701
L260041,lemma/90702
L260043,hypolemma/4143
L260049,hypolemma/3908
L273283,lemma/102275
L273635,lemma/102328
L273641,lemma/102338
L273700,lemma/102356
L275407,lemma/130549
L255958,lemma/90292
L255988,lemma/90329
L256050,lemma/90279
L283920,lemma/138625
L229753,lemma/3084
L263561,lemma/3022
L263591,lemma/93783
L263601,lemma/93794
L263605,lemma/93797
L263612,lemma/93803
L263619,lemma/93808
L263621,lemma/93811
L263628,lemma/93817
L263656,lemma/93841
L263660,lemma/93842
L263670,lemma/93848
L263683,lemma/3084
L263691,lemma/138475
L263694,lemma/93858
L263712,lemma/93873
L263716,lemma/41400
L263719,lemma/96742
L263722,lemma/93880
L263723,lemma/93880
L263734,lemma/93891
L263736,lemma/93893
L263738,lemma/93896
L263770,lemma/93916
L263776,lemma/93923
L263783,lemma/93929
L263789,lemma/93936
L263798,lemma/135667
L263803,lemma/93943
L263812,lemma/93955
L263827,lemma/41514
L263850,lemma/93993
L263852,lemma/93995
L263854,lemma/93997
L263857,hypolemma/6561
L263868,lemma/94003
L263888,lemma/93984
L263890,lemma/94020
L263893,lemma/94025
L263913,lemma/94038
L263914,lemma/94039
L263928,lemma/94050
L263943,lemma/94058
L263976,lemma/94095
L263988,lemma/94102
L264002,lemma/94113
L264003,lemma/94114
L264024,hypolemma/6672
L264026,lemma/94131
L264038,lemma/94139
L264041,lemma/94142
L264062,lemma/94150
L264080,lemma/94170
L264084,hypolemma/6723
L264085,lemma/94176
L264108,lemma/94199
L264127,lemma/94216
L264147,hypolemma/6817
L264161,lemma/94245
L264162,lemma/41682
L264171,hypolemma/6852
L264172,lemma/94262
L264182,lemma/94266
L264185,lemma/94269
L264187,lemma/94271
L264201,lemma/141706
L264220,lemma/94300
L264222,lemma/94302
L264235,lemma/94317
L264248,lemma/94330
L264252,lemma/94335
L264262,lemma/94347
L264267,lemma/94353
L264280,lemma/94364
L264290,lemma/94369
L264291,lemma/94370
L264326,lemma/94396
L264333,lemma/94399
L264342,lemma/138495
L283925,lemma/127510
L283938,lemma/127248
L283954,lemma/123153
L283957,lemma/123157
L283958,lemma/123159
L283966,lemma/123183
L283978,lemma/123206
L283990,lemma/123243
L283995,lemma/123249
L283997,lemma/127452
L284005,lemma/123266
L284009,lemma/78188
L284016,lemma/123263
L284020,lemma/123272
L284068,lemma/123416
L284073,lemma/127402
L284100,lemma/123476
L284104,lemma/123486
L284105,lemma/123488
L263739,lemma/93896
L258728,lemma/89783
L259500,lemma/90440
L259151,lemma/90110
L259509,lemma/90452
L258822,lemma/89860
L259512,lemma/90458
L272854,lemma/101026
L272788,lemma/100911
L272700,lemma/102551
L272731,lemma/48876
L272754,lemma/100843
L272761,lemma/100862
L272778,lemma/100886
L272811,lemma/100940
L272813,lemma/138682
L272815,lemma/100974
L272833,lemma/100999
L272851,lemma/100655
L272858,lemma/101043
L272862,lemma/101054
L272873,lemma/101073
L255944,lemma/90129
L255989,lemma/90331
L255990,lemma/90330
L258494,lemma/89394
L258542,lemma/89670
L258609,lemma/88238
L258623,lemma/31313
L258628,lemma/88262
L258635,lemma/89706
L258649,lemma/89718
L258669,lemma/21581
L258672,lemma/89734
L258673,lemma/89733
L258718,lemma/89775
L258734,lemma/89786
L258737,lemma/89791
L258753,lemma/89803
L258756,lemma/89806
L258830,lemma/89870
L258854,lemma/89881
L258855,lemma/89882
L258858,lemma/89885
L258874,lemma/89899
L258877,hypolemma/113165
L258880,lemma/89342
L258914,lemma/90989
L258915,lemma/89918
L258917,lemma/90990
L258922,lemma/89926
L258943,lemma/137426
L258944,lemma/89939
L258945,hypolemma/3166
L258958,hypolemma/112891
L258959,lemma/89951
L258961,lemma/89955
L258963,lemma/89956
L258990,lemma/89971
L258994,lemma/137465
L259000,lemma/23532
L259004,lemma/101066
