lemma,mlv_lid
otsalar,L63051
otsalarre,L63052
otsaleku,L63056
otsalizar,L63057
otsan,L63060
otsandatu,L63064
otsaputz,L63075
otsargi,L63080
otsaundi,L63085
otsdun,L63086
otsegin,L63090
otseil,L63091
otsein,L63092
otseinagusi,L63093
otseinburu,L63094
otseindar,L63095
otseindarpeko,L63096
otseindu,L63097
otseinkeria,L63098
otseinketa,L63099
otseinkide,L63100
otseinkintza,L63101
otseintxo,L63102
otseintza,L63103
otsekio,L63104
otseme,L63107
otserbazione,L63112
otseri,L63113
otserri,L63115
otserroi,L63116
otseski,L63117
otsgarbi,L63123
otsi,L63124
otsin,L63126
otska,L63130
otso,L63131
otsoar,L63132
otsoarte,L63133
otsoerri,L63134
otsokeria,L63135
otsoki,L63136
otsoko,L63137
otsokume,L63138
otsolahar,L63139
otsolar,L63140
otsoleku,L63141
otsolizar,L63142
otsomahats,L63143
otsomin,L63144
otsondo,L63145
otsondore,L63146
otsoporru,L63147
otsoputz,L63148
otsorrai,L63150
otsotar,L63151
otsotegi,L63152
otsotoki,L63153
otsotu,L63154
otsotzar,L63155
otsotze,L63156
otsouts,L63157
otsoxka,L63158
otsozka,L63159
otsozulo,L63160
otspe,L63161
otto,L63166
otu,L63167
otubre,L63168
otume,L63169
oturuntza,L63170
oturuntzatu,L63171
oturuntzatze,L63172
oturuntzatzeratu,L63173
otx,L63174
otxa,L63176
otxaba,L63177
otxabo,L63178
otxandi,L63179
otxar,L63180
otxardi,L63181
otxarren,L63183
otxau,L63185
otxeberdiko,L63186
otxeil,L63187
otxenko,L63188
otxenta,L63189
otxiatu,L63190
otxin,L63191
otxinda,L63192
otxindu,L63193
otxingar,L63194
otxio,L63195
otxo,L63196
otxolo,L63197
otxolotu,L63198
otxor,L63199
otz,L63200
otzal,L63202
otzamar,L63205
otzan,L63206
otzandiko,L63207
otzandu,L63208
otzangarri,L63209
otzankaitz,L63210
otzankaiztu,L63211
otzanki,L63212
otzankiro,L63213
otzantasun,L63214
otzara,L63216
otzaragile,L63217
otzarakada,L63218
otzararatu,L63219
otzaratxo,L63220
otzaretaratu,L63222
otzarrada,L63226
otzatu,L63228
otzgile,L63236
otzi,L63237
otzikalditu,L63239
otzikera,L63243
otzitu,L63246
otzo,L63250
otzol,L63251
otzor,L63252
otzorpo,L63253
otzorro,L63254
otzta,L63255
otzuerre,L63256
otzulo,L63257
otzur,L63258
ou,L63259
ouf,L63260
ouji,L63261
ox,L63262
oxaba,L63263
oxal,L63264
oxala,L63265
oxatu,L63266
oxezki,L63267
oxigeno,L63268
oxin,L63269
oxiñapiko,L63270
oxk,L63271
oxkada,L63273
oxkar,L63274
oxkatu,L63275
oxkatze,L63276
oxke,L63277
oxotu,L63279
oxpine,L63280
oxtu,L63281
oyile,L63282
ozadar,L63283
ozaita,L63284
ozal,L63285
ozalaba,L63286
ozalde,L63287
ozaldi,L63288
ozale,L63289
ozama,L63290
ozanpez,L63291
ozantz,L63292
ozar,L63293
ozara,L63294
ozargi,L63295
ozarkeria,L63296
ozarki,L63297
ozarreria,L63298
ozartasun,L63299
ozartu,L63300
ozartxar,L63301
ozartxo,L63302
ozatura,L63303
ozeano,L63307
ozen,L63308
ozendatu,L63309
ozendu,L63310
ozendura,L63311
ozenka,L63313
ozenkeria,L63314
ozenki,L63315
ozenkiro,L63316
ozentari,L63317
ozentasun,L63318
ozeru,L63319
ozgorri,L63323
ozidura,L63326
ozio,L63328
ozioso,L63329
ozirri,L63330
ozitu,L63331
ozkain,L63340
ozkaldu,L63343
ozkar,L63345
ozkara,L63347
ozkarbi,L63350
ozkarki,L63352
ozkarri,L63354
ozke,L63357
ozkendu,L63358
ozker,L63359
ozkerren,L63362
ozkin,L63369
ozkiro,L63372
ozkirrio,L63376
ozko,L63382
ozkol,L63384
ozkor,L63385
ozkorri,L63387
ozkorro,L63388
ozku,L63391
ozkume,L63392
ozmin,L63393
ozminarri,L63394
ozoki,L63396
ozpel,L63397
ozpen,L63398
ozpiko,L63404
ozpin,L63406
ozpinarri,L63407
ozpinbera,L63408
ozpindatu,L63409
ozpindu,L63410
ozpindura,L63411
ozpingar,L63412
ozpingarkor,L63413
ozpingarri,L63414
ozpingartu,L63415
ozpinkeria,L63416
ozpinki,L63417
ozpinontzi,L63418
ozpintasun,L63419
ozpintsu,L63420
ozpintxo,L63421
ozpintze,L63422
ozpinzale,L63423
ozpinzi,L63424
ozpiztia,L63425
ozpore,L63426
ozporro,L63427
ozta,L63428
oztalde,L63430
ozte,L63432
ozteka,L63434
oztera,L63435
oztezale,L63436
ozti,L63437
oztin,L63438
oztineder,L63439
oztintsu,L63440
oztontzi,L63441
oztopagarri,L63442
oztoparazi,L63443
oztoparri,L63444
oztopatu,L63445
oztopo,L63446
oztopobide,L63447
oztopotz,L63448
oztopozka,L63449
oztu,L63451
oztuazi,L63453
oztugarte,L63454
pa,L63457
paa,L63458
paasma,L63459
paba,L63460
pabadura,L63461
pabana,L63462
pabatu,L63463
pabese,L63464
pabeza,L63465
pabo,L63466
paboatu,L63467
pabon,L63468
pabonatu,L63469
pabonua,L63470
paborde,L63471
pabordia,L63472
pada,L63473
padar,L63474
padara,L63475
padera,L63476
paderatara,L63477
padezigarri,L63478
padezikoi,L63479
padezitu,L63480
padin,L63481
padre,L63482
padrino,L63483
padroi,L63484
padura,L63485
pael,L63486
paga,L63487
pagabehar,L63488
pagabide,L63489
pagadi,L63490
pagadore,L63491
pagagarri,L63492
pagakizun,L63493
pagalde,L63494
pagalege,L63495
pagaleku,L63496
pagamendu,L63497
pagano,L63498
paganokeria,L63499
paganosa,L63500
paganotasun,L63501
paganotu,L63502
pagarazi,L63503
pagarazle,L63504
pagardoi,L63505
pagarte,L63506
pagatu,L63507
pagatxa,L63508
pagatza,L63509
pagatzaile,L63510
pagatze,L63511
pagauso,L63512
pagaxta,L63513
pagazi,L63514
pago,L63515
pagodei,L63516
pagoilar,L63517
pagoki,L63518
pagola,L63519
pagolizar,L63520
pagolizartza,L63521
pagondo,L63522
pagope,L63523
pagori,L63524
pagot,L63525
pagotegi,L63526
pagotu,L63527
pagotxa,L63528
pagotxo,L63529
pagotzar,L63530
pagozale,L63531
pagu,L63532
paguso,L63533
pagutasun,L63534
pagutu,L63535
paia,L63536
paidin,L63537
paie,L63538
paieru,L63539
paierugarri,L63540
paierutu,L63541
paihot,L63553
pailarda,L63542
pailardatu,L63543
pailardiza,L63544
pailart,L63545
pailaza,L63546
pailazo,L63547
paile,L63548
pailerdi,L63549
paimen,L63550
painboila,L63551
paio,L63552
paira,L63554
pairabide,L63555
pairadura,L63556
pairagabetasun,L63557
pairagarri,L63558
pairago,L63559
pairagune,L63560
pairakari,L63561
pairakor,L63562
pairakortasun,L63563
pairakortu,L63564
pairakuntza,L63565
pairalindo,L63566
pairamen,L63567
pairamendu,L63568
pairant,L63569
pairantza,L63570
pairarazi,L63571
pairatu,L63572
pairatzaile,L63573
pairatze,L63574
pairez,L63575
pairoski,L63576
pairu,L63577
pairubide,L63578
pairudun,L63579
pairuduntasun,L63580
pairugabe,L63581
pairugabekeria,L63582
pairukor,L63583
pairutsu,L63584
pairutsuki,L63585
paisaje,L63586
paisajezale,L63587
paisu,L63588
paita,L63589
paitar,L63590
paite,L63591
paitela,L63592
paixano,L63593
pajariatu,L63594
paje,L63595
pajetu,L63596
paka,L63597
pakaka,L63598
pakatu,L63599
pake,L63600
pakete,L63601
paketeria,L63602
paketetxo,L63603
pakin,L63604
pakir,L63605
pako,L63606
paktu,L63607
paktudun,L63608
paktuegin,L63609
pala,L63610
palabeltz,L63613
palabra,L63614
palabria,L63615
palabriatu,L63616
palada,L63617
palaestoka,L63621
palafrenero,L63622
palagagarri,L63623
palagatu,L63624
palagu,L63625
palahar,L63611
palahartu,L63612
palaherra,L63618
palaherresta,L63619
palaherrestatu,L63620
palakada,L63626
palakatu,L63627
palaketan,L63628
palakin,L63629
palakintza,L63630
palaku,L63631
palaldi,L63632
palamastrika,L63633
palamastrikatu,L63634
palaminatu,L63635
palanga,L63636
palangana,L63637
palangata,L63638
palanka,L63639
palankaldi,L63640
palankari,L63641
palankatu,L63642
palankaurti,L63643
palanketa,L63644
palar,L63645
palarda,L63646
palari,L63647
palasa,L63648
palasta,L63649
palastada,L63650
palastadaka,L63651
palastara,L63652
palastatu,L63653
palatara,L63654
palataraka,L63655
palatino,L63656
palatu,L63657
palatxa,L63658
palatxo,L63659
palaxatu,L63660
palaxt,L63661
palaxu,L63662
palazio,L63663
palaztatu,L63664
palda,L63665
palde,L63666
paldiztu,L63667
paldo,L63668
paldoka,L63669
palenka,L63670
paleolitikari,L63671
paler,L63672
palestindar,L63673
palestu,L63674
palet,L63675
paleta,L63676
paletatu,L63677
paletin,L63678
palillo,L63679
palingenesis,L63680
palio,L63681
palka,L63682
palkatxo,L63683
palkotxo,L63684
palla,L63685
pallastra,L63686
palletina,L63687
palletinatu,L63688
pallo,L63689
pallola,L63690
pallotatu,L63691
palma,L63692
palmadar,L63693
palmadi,L63694
palmape,L63695
palmarizko,L63696
palmatu,L63697
palmatxo,L63698
palmatze,L63699
palmera,L63700
palmiertze,L63701
palmo,L63702
palmondo,L63703
palmondope,L63704
palmutxo,L63705
palo,L63706
paloka,L63707
palokada,L63708
palokaldika,L63709
palokari,L63710
paloma,L63711
palot,L63712
palota,L63713
palotatu,L63714
palote,L63715
palotetara,L63716
palotetzaile,L63717
palpa,L63718
palpatu,L63719
palsa,L63720
paltatu,L63721
palto,L63722
paltsakeria,L63723
paltzuer,L63724
paluin,L63725
paluma,L63726
palumaka,L63727
palupan,L63728
paluska,L63729
paluxa,L63730
pama,L63731
pamelia,L63732
pamerial,L63733
pamitxa,L63734
pan,L63735
pana,L63736
panaderia,L63737
panadero,L63738
panaiza,L63739
panal,L63740
panaldu,L63741
panamista,L63742
panarreta,L63743
panatu,L63744
pandango,L63745
pandarda,L63746
pandart,L63747
pandereta,L63748
pandero,L63749
panderotara,L63750
pandilla,L63751
panego,L63752
paneka,L63753
panel,L63754
pañelo,L63860
paneu,L63755
panfot,L63756
panilla,L63757
panin,L63758
paninbaru,L63759
panineko,L63760
panintino,L63761
panizo,L63762
panka,L63763
pañolito,L63861
panoplia,L63764
panp,L63765
panpa,L63766
panpaka,L63767
panpakada,L63768
panpakari,L63769
panpakatu,L63770
panpako,L63771
panpala,L63772
panpalahara,L63773
panpalakeria,L63774
panpalara,L63775
panpaldi,L63776
panpalina,L63777
panpalo,L63778
panpan,L63779
panpandu,L63780
panpanduja,L63781
panpano,L63782
panpantxo,L63783
panpar,L63784
panparreria,L63785
panparroi,L63786
panparroikeria,L63787
panparroitasun,L63788
panparroitu,L63789
panparroniko,L63790
panpartasun,L63791
panpartsu,L63792
panpatako,L63793
panpatsu,L63794
panpatu,L63795
panpatzaile,L63796
panpina,L63797
panpinadura,L63798
panpinaki,L63799
panpindu,L63800
panplonesa,L63801
panpoin,L63802
panporo,L63803
panportu,L63804
panpot,L63805
panpots,L63806
panpox,L63807
panpoxta,L63808
panpun,L63809
panseta,L63810
panta,L63811
pantain,L63812
pantal,L63813
pantaldu,L63814
pantalka,L63815
pantalkatu,L63816
pantalla,L63817
pantaloi,L63818
pantaloidun,L63819
pantalonera,L63820
pantalopeko,L63821
pantalopilota,L63822
pantar,L63823
pantasi,L63824
pantasioso,L63825
pantatx,L63826
panteismo,L63827
panteista,L63828
panteoi,L63829
pantera,L63830
pantesi,L63831
pantexta,L63832
pantoka,L63833
pantor,L63834
pantorrila,L63835
panttanttun,L63836
pantufla,L63837
pantupa,L63838
pantxa,L63839
pantxalingo,L63840
pantxeta,L63841
pantxo,L63842
pantxote,L63843
pantza,L63844
pantzada,L63845
pantzadun,L63846
pantzaldi,L63847
pantzart,L63848
pantzati,L63849
pantzatsu,L63850
pantzebelar,L63851
pantzera,L63852
pantzeri,L63853
pantzes,L63854
pantzeskar,L63855
pantzetar,L63856
pantzilar,L63857
pantzoil,L63858
panu,L63859
pañuelo,L63862
pañuelodun,L63863
pao,L63864
paolan,L63865
paoxa,L63866
papa,L63867
papada,L63868
papagaio,L63869
papaia,L63870
papaita,L63871
papaitaka,L63872
papakatu,L63873
papal,L63874
papalo,L63875
papalu,L63876
papamexa,L63877
papantsea,L63878
papao,L63879
papar,L63880
papara,L63881
paparda,L63882
papardo,L63883
papargorri,L63884
paparo,L63885
paparogorri,L63886
paparokiri,L63887
paparotx,L63888
paparrote,L63889
papartz,L63890
papartzeria,L63891
papat,L63892
papats,L63893
papatu,L63894
pape,L63895
papelada,L63896
papelera,L63897
papeleta,L63898
paper,L63899
papera,L63900
papere,L63901
papereratu,L63902
paperetaratu,L63903
papereztatu,L63904
papereztatzaile,L63905
papereztu,L63906
papergile,L63907
papergin,L63908
papergintza,L63909
paperia,L63910
paperista,L63911
paperjale,L63912
paperketa,L63913
paperki,L63914
paperño,L63915
papertegi,L63916
papertoki,L63917
papertxo,L63918
papertzar,L63919
paperzahartegi,L63920
papika,L63921
papillon,L63922
papilota,L63923
papilotatu,L63924
papin,L63925
papira,L63926
papiro,L63927
papirote,L63928
papista,L63929
papo,L63930
papogorri,L63931
papogorriño,L63932
papontzi,L63933
papor,L63934
paporo,L63935
paporrotaña,L63936
paportu,L63937
papostoki,L63938
papu,L63939
papulo,L63940
papulote,L63941
papun,L63942
papur,L63943
papurgarri,L63944
papurka,L63945
papurkatu,L63946
papurkatze,L63947
papurki,L63948
papurkizun,L63949
papurtasun,L63950
papurtu,L63951
papurtxo,L63952
paputs,L63953
paputx,L63954
par,L63955
parabola,L63956
parabolatu,L63957
parada,L63958
paradera,L63959
paradero,L63960
paradisu,L63961
paradisuratu,L63962
paradore,L63963
paradoxa,L63964
paradoxoki,L63965
parafina,L63966
parafrasa,L63967
paragoi,L63968
paraiso,L63969
paraje,L63970
parakesta,L63971
paraketamallo,L63972
paralaje,L63973
paralelismo,L63974
paralelo,L63975
paraleloki,L63976
paralisiatu,L63977
paralitiko,L63978
paraliturgia,L63979
paramen,L63980
paramenari,L63981
paramendu,L63982
paramentatu,L63983
paramentu,L63984
paran,L63985
paranda,L63986
paranoia,L63987
paranoiko,L63988
parantses,L63989
parantzetar,L63990
parapardi,L63991
parapordoi,L63992
parapsikologia,L63993
parapsikologilari,L63994
pararraio,L63995
pararte,L63996
pararteko,L63997
parartetu,L63998
parasma,L63999
parasol,L64000
parategi,L64001
paratu,L64002
paratxiko,L64003
paratzaile,L64004
parauzu,L64005
paraxutista,L64006
parba,L64007
parda,L64008
pardanpu,L64010
pardel,L64011
pardeldu,L64012
pardelkeria,L64013
pardeltasun,L64014
pardeltxo,L64015
pardi,L64016
pardil,L64017
pardildu,L64018
pardillo,L64019
pardix,L64020
pardo,L64021
pardu,L64022
pare,L64023
paregabe,L64024
paregabeki,L64025
paregabetasun,L64026
paregabetu,L64027
pareiatu,L64028
pareiu,L64029
parejatu,L64030
pareka,L64031
parekatu,L64032
parekatze,L64033
parela,L64034
parenga,L64035
parentela,L64036
parentesis,L64037
parera,L64038
pareratu,L64039
paresio,L64040
pareta,L64041
paretagain,L64042
paretarte,L64043
paretasun,L64044
paretatxo,L64045
paretsu,L64046
paretu,L64047
paretxiki,L64048
pareu,L64049
pareza,L64050
parezer,L64051
parezka,L64052
parfum,L64053
parga,L64054
pargatilla,L64055
pariatu,L64056
parietera,L64057
pariseo,L64058
pariseratu,L64059
parisiano,L64060
paristar,L64061
paritu,L64062
parizta,L64063
parkax,L64064
parkazale,L64065
parke,L64066
parketasun,L64067
parkida,L64068
parkidatu,L64069
parkidin,L64070
parlamentari,L64071
parlamentegi,L64072
parlamentu,L64073
parlantzu,L64074
parleria,L64075
parletian,L64076
parnasianismo,L64077
parnasiano,L64078
paro,L64079
parol,L64080
parotxa,L64081
parpadera,L64082
parpaila,L64083
parpailadun,L64084
parpalon,L64085
parparo,L64086
parpaz,L64087
parra,L64088
parraka,L64089
parrakatu,L64090
parral,L64091
parralda,L64092
parralpe,L64093
parranda,L64094
parrandari,L64095
parrandazale,L64096
parrandero,L64097
parrantxatu,L64098
parrapastan,L64099
parrapatakan,L64100
parrapatan,L64101
parrapatapa,L64102
parrapatu,L64103
parrape,L64104
parrapio,L64105
parraskeria,L64106
parraskiro,L64107
parrasta,L64108
parrastada,L64109
parrastaka,L64110
parrastakin,L64111
parrastatu,L64112
parrastatze,L64113
parraste,L64114
parrastel,L64115
parrastelari,L64116
parrasteria,L64117
parrastu,L64118
parrat,L64119
parratako,L64120
parratxori,L64121
parratzaile,L64122
parrau,L64123
parrautu,L64124
parraxkila,L64125
parrete,L64126
parrika,L64127
parril,L64128
parritxa,L64129
parroi,L64130
parrokia,L64131
parrokiano,L64132
parrokiar,L64133
parroko,L64134
parropia,L64135
parropiant,L64136
parropio,L64137
parrutxa,L64138
parsuner,L64139
part,L64140
parta,L64141
partagatu,L64142
partagetu,L64143
partaia,L64144
partaiatu,L64145
partaide,L64146
partale,L64147
partaler,L64148
partalier,L64149
partaliertasun,L64150
partaliertu,L64151
partan,L64152
partangala,L64153
partartze,L64154
partategi,L64155
partatsu,L64156
partaztatu,L64157
partazulo,L64158
parte,L64159
partear,L64160
partehartasun,L64161
parteka,L64162
partekatu,L64163
partekuntzea,L64164
parteliant,L64165
parteliantasun,L64166
parteliertasun,L64167
partera,L64168
partetasun,L64169
partexka,L64170
partezka,L64171
partezkatu,L64172
parti,L64173
partiada,L64174
partiar,L64175
partida,L64176
partidario,L64177
partidatto,L64178
partidatu,L64179
partidu,L64180
partiera,L64181
partikara,L64182
partikatu,L64183
partikula,L64184
partikular,L64185
partikularki,L64186
partikularkiro,L64187
partikularmente,L64188
partikulartasun,L64189
partikularzki,L64190
partila,L64191
partilatasun,L64192
partilatu,L64193
partileku,L64194
partiletxe,L64195
partimen,L64196
partitu,L64197
partitzaile,L64198
partitze,L64199
partizio,L64200
partizipante,L64201
partizipatu,L64202
partizipazio,L64203
parto,L64204
partsu,L64205
partu,L64206
partuhal,L64207
partxe,L64208
partxeldu,L64209
partxiller,L64210
partxuel,L64211
partxun,L64212
partza,L64213
partzaileria,L64214
partzeatu,L64215
partzela,L64216
partzelaka,L64217
partzelatu,L64218
partzemikatu,L64219
partzemiki,L64220
partzerren,L64221
partzialitate,L64222
partzoneria,L64223
partzontzi,L64224
partzor,L64225
partzu,L64226
partzuer,L64227
partzuergo,L64228
partzuertasun,L64229
partzun,L64230
paruxa,L64231
pasa,L64232
pasabide,L64233
pasaboleo,L64234
pasada,L64235
pasadatxo,L64236
pasadera,L64237
pasadizo,L64238
pasadore,L64239
pasaera,L64240
pasaerraz,L64241
pasaia,L64242
pasaiant,L64243
pasaier,L64244
pasaierketari,L64245
pasaieta,L64246
pasaio,L64247
pasaiu,L64248
pasajeatu,L64249
pasajero,L64250
pasaka,L64251
pasakalle,L64252
pasakari,L64253
pasakizun,L64254
pasakoi,L64255
pasakor,L64256
pasalapasa,L64257
pasalarraia,L64258
pasaldi,L64259
pasaleku,L64260
pasamana,L64261
pasamarra,L64262
pasamodu,L64263
pasamontaña,L64264
pasant,L64265
pasaporte,L64266
pasaratu,L64267
pasarazi,L64268
pasari,L64269
pasarizua,L64270
pasarribera,L64271
pasarte,L64272
pasategi,L64273
pasatienpo,L64274
pasatoki,L64275
pasatu,L64276
pasatxo,L64277
pasatzaile,L64278
pasatze,L64279
pasaxu,L64280
pase,L64281
pasea,L64282
paseada,L64283
paseagia,L64284
paseaketa,L64285
pasealdi,L64286
pasealeku,L64287
paseante,L64288
paseantza,L64289
paseari,L64290
paseategi,L64291
paseatu,L64292
pasegatu,L64293
paseilu,L64294
paseito,L64295
paseo,L64296
pasiatu,L64297
pasibo,L64298
pasientzia,L64299
pasietu,L64300
pasio,L64301
pasioka,L64302
pasiokoi,L64303
pasionarazi,L64304
pasionatu,L64305
pasionista,L64306
pasira,L64307
paskin,L64308
pasko,L64309
pasmakor,L64310
pasmatu,L64311
pasmero,L64312
pasmo,L64313
pasmotu,L64314
paso,L64315
pasoar,L64316
pasoir,L64317
pasoka,L64318
pasokari,L64319
pasomarra,L64320
pasta,L64321
pastana,L64322
pastanaga,L64323
pastanera,L64324
pastarda,L64325
paste,L64326
pasteila,L64327
pasteilaka,L64328
pastel,L64329
pastela,L64330
pasteldegi,L64331
pasteleria,L64332
pastelero,L64333
pastelgin,L64334
pastelgintza,L64335
pasteloi,L64336
pasteltxo,L64337
pastenagre,L64338
pastenagretze,L64339
pastetx,L64340
pasteurtu,L64341
pastextu,L64342
pastikatu,L64343
pastikeria,L64344
pastikun,L64345
pastilla,L64346
pastio,L64347
pastitxot,L64348
pastiz,L64349
pastizeria,L64350
pastizkin,L64351
pastizkintza,L64352
pastiztegi,L64353
pastiztto,L64354
pasto,L64355
pastoral,L64356
pastoralkan,L64357
pastore,L64358
pastu,L64359
pasu,L64360
pata,L64361
patadi,L64362
pataitz,L64363
pataka,L64364
patakada,L64365
patakategi,L64366
patakon,L64367
patal,L64368
pataldu,L64369
patalet,L64370
patan,L64371
patapa,L64372
patapau,L64373
patapues,L64374
patar,L64375
patarata,L64376
patari,L64377
patarki,L64378
patarra,L64379
patarraka,L64380
patarrastu,L64381
patarska,L64382
patartsu,L64383
patartto,L64384
patartu,L64385
pataska,L64386
patata,L64387
patatatze,L64388
patatero,L64389
patatxa,L64390
patatxe,L64391
pataxa,L64392
pate,L64393
patena,L64394
patenoster,L64395
patente,L64396
pater,L64397
patera,L64398
paternal,L64399
paternoster,L64400
patetaro,L64401
patiarazi,L64402
patikola,L64403
patilla,L64404
patimentu,L64405
patin,L64406
patitu,L64407
pato,L64408
patox,L64409
patoxka,L64410
patoxkeria,L64411
patraka,L64412
patrakatu,L64413
patrakeria,L64414
patrako,L64415
patraska,L64416
patriarka,L64417
patrika,L64418
patrimonio,L64419
patriota,L64420
patroi,L64421
patroinia,L64422
patroiniatu,L64423
patroitasun,L64424
patrona,L64425
patronaje,L64426
patronato,L64427
patrozinio,L64428
pats,L64429
patsa,L64430
patsatsu,L64431
pattaka,L64432
pattako,L64433
pattar,L64434
pattattingo,L64435
pattok,L64436
pattokeria,L64437
patu,L64438
patur,L64439
paturri,L64440
patutsu,L64441
patutxa,L64442
patuxa,L64443
patxada,L64444
patxadatsu,L64445
patxadoso,L64446
patxandi,L64447
patxar,L64448
patxikornia,L64449
patxizar,L64450
patxoer,L64451
patz,L64452
patzor,L64453
pau,L64454
paubre,L64455
paufeta,L64456
pauma,L64457
paun,L64458
paunkada,L64459
paupaka,L64460
paurrika,L64461
pausa,L64462
pausada,L64463
pausagabe,L64464
pausagu,L64465
pausagune,L64466
pausaje,L64467
pausaka,L64468
pausaldi,L64469
pausaleku,L64470
pausamakila,L64471
pausamuga,L64472
pausandatu,L64473
pausapen,L64474
pausarazi,L64475
pausatasun,L64476
pausati,L64477
pausatoki,L64478
pausatu,L64479
pausatuki,L64480
pausatzaile,L64481
pausatze,L64482
pausau,L64483
pausaune,L64484
pauso,L64485
pausoka,L64486
pausoleku,L64487
pausoro,L64488
pausotxo,L64489
pausoxka,L64490
paustel,L64491
pausu,L64492
pausugabe,L64493
pausugabeki,L64494
pausugaberia,L64495
pausugabetasun,L64496
pausuki,L64497
pausuleku,L64498
pausutasun,L64499
pausutu,L64500
pauta,L64501
pautada,L64502
pauzer,L64503
paxa,L64504
paxaka,L64505
paxakondo,L64506
paxaran,L64507
paxatu,L64508
paxelu,L64509
paxenko,L64510
paxera,L64511
paxinko,L64512
paxot,L64513
paxtio,L64514
paxuin,L64515
paxuka,L64516
paxukatu,L64517
paze,L64518
pazia,L64519
paziagile,L64520
paziagintza,L64521
paziatara,L64522
paziategi,L64523
paziatto,L64524
pazienki,L64525
paziente,L64526
pazientzia,L64527
pazientziadun,L64528
pazientziagabe,L64529
pazientziagabetu,L64530
pazientziatsu,L64531
pazifikatu,L64532
pazigile,L64533
pazin,L64534
pazingile,L64535
pazka,L64536
pazontzi,L64537
pazota,L64538
pazotadura,L64539
pazotaki,L64540
pazotatu,L64541
pe,L64542
pea,L64544
peadana,L64545
peaje,L64546
peajeleku,L64547
peaki,L64548
peal,L64549
peapo,L64550
