wikibase_item,pdf,zot_st,zot
Q35431,https://www.inguma.eus/fso/fitxategia/77-ikergazte.iv.03.129-136.eraginkotasun-energetikoaren.pdf,Q35431-F27DA849-1B24-4F6C-B893-691230994518,RM8KWJQR
Q35436,https://www.inguma.eus/fso/fitxategia/72-ikergazte.iv.03.91-98.diseinuaren-ezagutza.pdf,Q35436-09A30873-CDA7-477C-A123-8A094A713055,I99U6HSL
Q35438,https://www.inguma.eus/fso/fitxategia/70-ikergazte.iv.03.73-80.interferentzia-elektromagnetikoaren.pdf,Q35438-0C6B140E-6F47-49EB-9D9D-56E94B39518F,MCJC6Z7C
Q35444,https://www.inguma.eus/fso/fitxategia/64-ikergazte.iv.03.25-32.bidaiari-trenek.pdf,Q35444-73C3A505-5766-417D-86CC-052AB2D07DF2,Q2EPJMPA
Q35446,https://www.inguma.eus/fso/fitxategia/139-ikergazte.iv.03.11-15.potentzia-prozesamendu.pdf,Q35446-157A7344-2B83-4744-9F30-77D545DF1F6F,Z5EMKNFY
Q35466,https://www.inguma.eus/fso/fitxategia/243-ikergazte.iii.05.16_22.pdf,Q35466-218CF574-9E6D-4033-BD58-4B4D2CFADC0E,ZGRXKWFV
Q35468,https://www.inguma.eus/fso/fitxategia/241-ikergazte.iii.04.178_184.pdf,Q35468-87BACB0A-2E10-4EC9-9355-D77A76C998AC,2GZVVH75
Q35475,https://www.inguma.eus/fso/fitxategia/234-ikergazte.iii.04.122_129.pdf,Q35475-E02D354F-5190-4A7E-B288-41A2F9E54B83,KQ82HIIQ
Q35479,https://www.inguma.eus/fso/fitxategia/230-ikergazte.iii.04.92_98.pdf,Q35479-A5DCD0C4-3E27-4237-82C9-533E697269E5,RS5RMLIB
Q35482,https://www.inguma.eus/fso/fitxategia/227-ikergazte.iii.04.70_75.pdf,Q35482-0B87D8F6-7963-454C-ABED-C01F2A1DC21B,HM6PK8DM
Q35489,https://www.inguma.eus/fso/fitxategia/220-ikergazte.iii.04.18_23.pdf,Q35489-063F47B9-B3CF-43BF-A2FC-975C447959F1,CXVFQMYN
Q35490,https://www.inguma.eus/fso/fitxategia/219-ikergazte.iii.04.12_17.pdf,Q35490-F17CF9F8-52D6-46F9-8F2E-E6A052D3436F,T9ZD7KZ6
Q35494,https://www.inguma.eus/fso/fitxategia/214-ikergazte.iii.03.133_140.pdf,Q35494-CC9ECA8E-D997-4C5A-9DF5-5CF23FE8067F,ZWJVWEZJ
Q35495,https://www.inguma.eus/fso/fitxategia/213-ikergazte.iii.03.125_132.pdf,Q35495-96EDD640-DC95-4143-9B40-7C1AEA846D3F,9SZUSIJT
Q35501,https://www.inguma.eus/fso/fitxategia/208-ikergazte.iii.03.79_86.pdf,Q35501-405E56C3-33B4-41DB-A86E-FC7B407FD39F,5ZTFMBQH
Q35506,https://www.inguma.eus/fso/fitxategia/203-ikergazte.iii.03.42_48.pdf,Q35506-0E40012C-8836-4DF5-A2EE-FC58DF22164E,QUARABB9
Q35516,https://www.inguma.eus/fso/fitxategia/173-ikergazte.iii.02.103_110.pdf,Q35516-E538FEB2-9620-43C7-9BD0-9DDEEA22BB63,VNLEHS3M
Q35519,https://www.inguma.eus/fso/fitxategia/170-ikergazte.iii.02.83_90.pdf,Q35519-AEA32146-4100-4E93-B6ED-455115CEC7A5,TK2A2B5I
Q35520,https://www.inguma.eus/fso/fitxategia/169-ikergazte.iii.02.75_82.pdf,Q35520-9A78EE4A-F7FF-409A-B9D3-19AED63363E9,ABKBGSSD
Q35533,https://www.inguma.eus/fso/fitxategia/195-ikergazte.iii.01.121_127.pdf,Q35533-34D24682-84BC-413A-AB95-146EA1D02935,P2XL9GJJ
Q35539,https://www.inguma.eus/fso/fitxategia/189-ikergazte.iii.01.76_82.pdf,Q35539-0BC94DA5-3481-448D-B6DE-F2C76BCB71E7,DF25PGZP
Q35545,https://www.inguma.eus/fso/fitxategia/183-ikergazte.iii.01.31_38.pdf,Q35545-7B334FFA-11A9-4616-9868-BD26330685DC,MVADSRG4
Q35554,https://www.inguma.eus/fso/fitxategia/381-ikergazte.ii.05.152_158.pdf,Q35554-4DB61382-6005-4B76-A4D6-85C17D530B74,WJTUGXN3
Q35568,https://www.inguma.eus/fso/fitxategia/367-ikergazte.ii.05.53_59.pdf,Q35568-49A5BB0E-8637-4CDC-AD16-7039E8A1C292,V4SQ39F4
Q35572,https://www.inguma.eus/fso/fitxategia/363-ikergazte.ii.05.28_33.pdf,Q35572-B4EEEE46-AE55-4C77-86FE-BAE0E9A44760,ASJKM3J5
Q35574,https://www.inguma.eus/fso/fitxategia/361-ikergazte.ii.05.16_21.pdf,Q35574-489054A6-B9F9-4446-ACFF-B8EBD227A385,2ITNWJNK
Q35584,https://www.inguma.eus/fso/fitxategia/327-ikergazte.ii.03.103_110.pdf,Q35584-9EAB768D-0DCC-4820-B4DA-4E45DEC05099,I39SQINY
Q35591,https://www.inguma.eus/fso/fitxategia/320-ikergazte.ii.03.56_60.pdf,Q35591-77011125-6DF5-48AB-9B53-476EF3FA0165,ZMFMSYNJ
Q35592,https://www.inguma.eus/fso/fitxategia/319-ikergazte.ii.03.48_55.pdf,Q35592-29F39D0D-55B5-45A8-AE03-0D089F81E20F,8UTSZGQB
Q35598,https://www.inguma.eus/fso/fitxategia/313-ikergazte.ii.03.10_15.pdf,Q35598-91F44948-9BCB-462C-B5AF-AC3C1C390007,QS9LPHDE
Q35603,https://www.inguma.eus/fso/fitxategia/285-ikergazte.ii.02.181_190.pdf,Q35603-2125820B-9F66-4535-801E-6F2B7C3EFD71,BFCR88PX
Q35607,https://www.inguma.eus/fso/fitxategia/281-ikergazte.ii.02.156_165.pdf,Q35607-A7E947B4-88D0-4546-8A78-4699B57C69E5,B8JRSW9M
Q35608,https://www.inguma.eus/fso/fitxategia/177-ikergazte.iii.02.131_138.pdf,Q35608-12345E2D-9160-4CC7-87C0-C94E579B9BD5,AHWRAGH8
Q35610,https://www.inguma.eus/fso/fitxategia/278-ikergazte.ii.02.131_138.pdf,Q35610-FD1A3D70-02A8-4B4D-AAC7-9FE3F9A45BEF,5YYCMED4
Q35623,https://www.inguma.eus/fso/fitxategia/265-ikergazte.ii.02.26_32.pdf,Q35623-25B8E20D-1C50-4DF0-BEB9-C9ACB018D6AE,FTAG9JGS
Q35627,https://www.inguma.eus/fso/fitxategia/357-ikergazte.ii.04.160_167.pdf,Q35627-9C6182B4-003F-4927-A720-1985D7937A8B,U4DFN5DI
Q35632,https://www.inguma.eus/fso/fitxategia/352-ikergazte.ii.04.128_133.pdf,Q35632-B173D20F-715E-4F32-8B84-F3EF7DA0753A,FXQMT9PX
Q35636,https://www.inguma.eus/fso/fitxategia/348-ikergazte.ii.04.102_107.pdf,Q35636-DDC58479-05F2-469D-B718-F544EF24A7DA,TS3BNXP5
Q35644,https://www.inguma.eus/fso/fitxategia/340-ikergazte.ii.04.42_49.pdf,Q35644-9035A625-9515-4D5F-A7AC-CBAF94868CFA,XIDYW7HG
Q35651,https://www.inguma.eus/fso/fitxategia/310-ikergazte.ii.01.150_157.pdf,Q35651-A7546526-FFCE-484B-AF3B-E743EC4ADE6F,GE7EJE58
Q35655,https://www.inguma.eus/fso/fitxategia/306-ikergazte.ii.01.119_126.pdf,Q35655-B6F48AB5-F97B-4DA9-A970-AD405A919A6A,D4LEG9VB
Q35670,https://www.inguma.eus/fso/fitxategia/290-ikergazte.ii.01.10_14.pdf,Q35670-315A94D2-3195-4021-B7B6-C2B8581A2AF3,SVNNJ736
Q35675,https://www.inguma.eus/fso/fitxategia/499-ikergazte.i.801_807.pdf,Q35675-7B7C5CB4-3C54-4402-BF70-AA190D85618E,2E5PFCMC
Q35680,https://www.inguma.eus/fso/fitxategia/494-ikergazte.i.768_775.pdf,Q35680-5E02EDB7-E70C-4861-A864-5F5B37157AF3,DXJMCJWB
Q35681,https://www.inguma.eus/fso/fitxategia/493-ikergazte.i.762_767.pdf,Q35681-F086B59D-1D09-474E-A60E-6E828E56A711,C7BAD8F2
Q35682,https://www.inguma.eus/fso/fitxategia/492-ikergazte.i.757_761.pdf,Q35682-905BEE13-6B06-4F5C-8870-5C85E00656E5,TQH6XN65
Q35683,https://www.inguma.eus/fso/fitxategia/491-ikergazte.i.751_756.pdf,Q35683-96249AA5-02D2-42BB-9A2E-CFFACD3B63CB,LWBMU8PK
Q35687,https://www.inguma.eus/fso/fitxategia/487-ikergazte.i.724_729.pdf,Q35687-79B86400-AE7E-4574-88C4-3A9A77E5507B,HJVNLJ86
Q35692,https://www.inguma.eus/fso/fitxategia/482-ikergazte.i.690_695.pdf,Q35692-256E20BD-C393-47C6-941E-DC1EA53CF4D8,XGMPSG6K
Q35702,https://www.inguma.eus/fso/fitxategia/472-ikergazte.i.620_624.pdf,Q35702-081E83E7-6E8F-4A17-8280-F7595B838E6E,QD55WIU8
Q35707,https://www.inguma.eus/fso/fitxategia/467-ikergazte.i.581_588.pdf,Q35707-EB58080C-B010-4B00-A530-69C50E01A010,KNL9MCSD
Q35712,https://www.inguma.eus/fso/fitxategia/462-ikergazte.i.545_550.pdf,Q35712-AE5ABD8F-9ED4-403C-A362-BDB87F5BFCB7,ZDNVJAFS
Q35724,https://www.inguma.eus/fso/fitxategia/450-ikergazte.i.458_466.pdf,Q35724-17580FC6-EFC4-48E8-A98E-A0FD7B25117E,RPEHYS3Z
Q35732,https://www.inguma.eus/fso/fitxategia/443-ikergazte.i.401_408.pdf,Q35732-3508059F-EF6B-406D-9B0B-88281B1181C8,EV463W3C
Q35737,https://www.inguma.eus/fso/fitxategia/438-ikergazte.i.371_375.pdf,Q35737-B10711C8-B8E0-4C8E-83A5-C3734C3EBD5A,YEI4CLSL
Q35758,https://www.inguma.eus/fso/fitxategia/417-ikergazte.i.220_227.pdf,Q35758-A2C8385D-BE4E-4101-8809-C32FEE62CAEA,CVIKMKIL
Q35765,https://www.inguma.eus/fso/fitxategia/410-ikergazte.i.168_175.pdf,Q35765-37017658-1D5C-4F28-B4A2-CD2FD02895A2,AKX3GLFL
Q35772,https://www.inguma.eus/fso/fitxategia/402-ikergazte.i.116_120.pdf,Q35772-8C982F20-C02D-4D0B-A1E4-AABAFB842DC2,A8NFIXRH
Q35773,https://www.inguma.eus/fso/fitxategia/401-ikergazte.i.108_114.pdf,Q35773-B6D5A5BF-4EB0-477F-9A81-28B6D03BCD39,2T8C465C
Q35781,https://www.inguma.eus/fso/fitxategia/393-ikergazte.i.54_62.pdf,Q35781-ED4DBDFB-1F31-4011-B4F3-BD92CB767E58,8X757PG5
Q35783,https://www.inguma.eus/fso/fitxategia/391-ikergazte.i.39_45.pdf,Q35783-A230CC57-7F80-4E21-8790-7822797BC311,349QIKP7
Q35498,https://www.inguma.eus/fso/fitxategia/210-ikergazte.iii.03.102_109.pdf,Q35498-222C0C02-AE82-41F5-BA8B-E6A24257CA1C,LFY2W5IL
Q35366,https://www.inguma.eus/fso/fitxategia/91-ikergazte.iv.01.127-133.ikerketa-berregingarria.pdf,Q35366-8182CAB1-A63E-4AFA-899C-C5DBE6CF2E32,64UDIV92
Q35368,https://www.inguma.eus/fso/fitxategia/89-ikergazte.iv.01.113-118.ekintzak-kaleak.pdf,Q35368-87A78456-008E-46B7-A09B-CCD9EBDB57CF,CJAPTBFZ
Q35388,https://www.inguma.eus/fso/fitxategia/136-ikergazte.iv.05.229-234.sulfonamida-antibiotikoen.pdf,Q35388-DC89941C-3215-4679-9D3F-07533462CC4E,QCEQGPGT
Q35393,https://www.inguma.eus/fso/fitxategia/53-ikergazte.iv.05.189-196.litioaren-toxikotasuna.pdf,Q35393-36BC16B3-3890-48A1-88F7-2102133FCF5B,SZXM6MW5
Q35394,https://www.inguma.eus/fso/fitxategia/52-ikergazte.iv.05.181-187.2motako-diabetesari.pdf,Q35394-43AAB6E9-F658-4856-BB12-3BDDA85D6C26,7YTFD3P8
Q35396,https://www.inguma.eus/fso/fitxategia/137-ikergazte.iv.05.305-311.PEF-polimeroaren.pdf,Q35396-DEB4233A-5137-4050-97DA-E461F0E21EBF,DS5Y9JG7
Q35400,https://www.inguma.eus/fso/fitxategia/154-ikergazte.iv.05.175-180.irudi-analisi.pdf,Q35400-6EDA5DD2-C5E2-4065-987C-03A938F16E28,EC8E2BMF
Q35404,https://www.inguma.eus/fso/fitxategia/43-ikergazte.iv.05.145-152.auxinak-induzitutako.pdf,Q35404-4B0443DD-A8FB-4843-B060-0DA86C4C6F81,7YAKL8YH
Q35406,https://www.inguma.eus/fso/fitxategia/41-ikergazte.iv.05.131-136.esofagitis-eosinofilikoaren.pdf,Q35406-822CDD86-F2CC-4CE8-93CC-B88632E03CF6,BGLSJNM9
Q35407,https://www.inguma.eus/fso/fitxategia/40-ikergazte.iv.05.123-129.arazketa-lohietatik.pdf,Q35407-7E4EA2A7-CD0F-45EF-9F60-6CBAD9C8A3BB,RY6CVUMH
Q35411,https://www.inguma.eus/fso/fitxategia/36-ikergazte.iv.05.95-101.behi-esnearen.pdf,Q35411-6FFAFA3C-35D3-4C18-923D-5AE2C693BDC0,BDUBYEJY
Q35422,https://www.inguma.eus/fso/fitxategia/26-ikergazte.iv.05.13-20.ACT-toxina.pdf,Q35422-5FA40E30-FEF4-44CA-AE9C-FB1CD95D4F0E,K5RC6LTT
Q35427,https://www.inguma.eus/fso/fitxategia/81-ikergazte.iv.03.161-167.data-intensive.pdf,Q35427-F383BF5F-BF5A-4AFA-A71E-EAE50667F920,2M5XXJZ3
Q35429,https://www.inguma.eus/fso/fitxategia/79-ikergazte.iv.03.145-152.hidrogeno-tren.pdf,Q35429-0F7E55BD-AACC-433B-8F91-61715A884E81,DGZ8C5JZ
Q35435,https://www.inguma.eus/fso/fitxategia/73-ikergazte.iv.03.99-106.fabrikazio-aditibo.pdf,Q35435-7E570D7C-3C7F-4C67-A781-A0CEDE87B9A8,CA7ILAPC
Q35440,https://www.inguma.eus/fso/fitxategia/68-ikergazte.iv.03.57-63.gibeleko-erradioenbolizazioaren.pdf,Q35440-D13D9E13-7B42-4841-BFC1-5E20D9822723,UI4YFY46
Q35442,https://www.inguma.eus/fso/fitxategia/66-ikergazte.iv.03.41-48.robotaren-itxura.pdf,Q35442-1D00569A-F886-4187-947A-B0DB318917DC,AXF2YCQE
Q35443,https://www.inguma.eus/fso/fitxategia/65-ikergazte.iv.03.33-39.elementu-pasiboen.pdf,Q35443-2969A94A-6CA0-4331-8BA8-AFD916D8ADAC,GSK5A9HF
Q35472,https://www.inguma.eus/fso/fitxategia/237-ikergazte.iii.04.149_156.pdf,Q35472-57A19E62-04D5-4BAE-84E3-E7F36BA97C2C,FDSR9RXE
Q35478,https://www.inguma.eus/fso/fitxategia/231-ikergazte.iii.04.99_105.pdf,Q35478-65A2AA4B-8FB8-47BD-B635-188722B0AEB6,N3IJSPYB
Q35484,https://www.inguma.eus/fso/fitxategia/225-ikergazte.iii.04.57_62.pdf,Q35484-E22012B1-BC49-4ECE-868C-BBC0A7968802,BP26LEG9
Q35491,https://www.inguma.eus/fso/fitxategia/217-ikergazte.iii.03.156_163.pdf,Q35491-733011F3-76AB-4287-A99F-61C1D66B98C7,C86D4XY2
Q35504,https://www.inguma.eus/fso/fitxategia/205-ikergazte.iii.03.56_63.pdf,Q35504-E2C379F9-F9FE-4B19-AC64-675E5AA58578,NQZYCPPI
Q35505,https://www.inguma.eus/fso/fitxategia/204-ikergazte.iii.03.49_55.pdf,Q35505-76829C4F-821F-4702-AF1C-3C7193AA2A40,5TBMSPYB
Q35510,https://www.inguma.eus/fso/fitxategia/199-ikergazte.iii.03.11_17.pdf,Q35510-970CC878-0312-4521-9297-E6B8C2314697,LS2XRRUP
Q35511,https://www.inguma.eus/fso/fitxategia/178-ikergazte.iii.02.139_146.pdf,Q35511-3E7891E1-9DED-4016-B6CB-DEC176AF844D,DJCMX98C
Q35514,https://www.inguma.eus/fso/fitxategia/175-ikergazte.iii.02.116_121.pdf,Q35514-05ABFC3C-DF93-4062-90DA-A4896219EADF,C2XT8DQ8
Q35518,https://www.inguma.eus/fso/fitxategia/171-ikergazte.iii.02.91_96.pdf,Q35518-1674EC5E-A477-4C09-AE1F-2B5DEA96DE3F,TLKVK5JU
Q35522,https://www.inguma.eus/fso/fitxategia/167-ikergazte.iii.02.61_67.pdf,Q35522-976BC1F6-0FAA-4E66-A983-742A6F4DBFF0,IY9LSDMZ
Q35526,https://www.inguma.eus/fso/fitxategia/160-ikergazte.iii.02.36_43.pdf,Q35526-C5858A2B-C17F-48C7-A326-EDFB86B46D8D,63QWRLMG
Q35529,https://www.inguma.eus/fso/fitxategia/157-ikergazte.iii.02.11_18.pdf,Q35529-D5EA2AD2-0FE1-4C1D-9C22-3F1455E2EE0D,4FAX3WWD
Q35534,https://www.inguma.eus/fso/fitxategia/194-ikergazte.iii.01.115_120.pdf,Q35534-5AD33EEE-3A07-4918-B3F2-81FDCD5DF95A,ZE84F4FG
Q35535,https://www.inguma.eus/fso/fitxategia/193-ikergazte.iii.01.107_114.pdf,Q35535-1EF88ECB-214C-4D4F-97E5-14C61A4255DC,FVJRB6KC
Q35544,https://www.inguma.eus/fso/fitxategia/184-ikergazte.iii.01.39_46.pdf,Q35544-7AAD2C96-A8ED-489F-B88B-0C8E40E46000,BEUDWGJT
Q35549,https://www.inguma.eus/fso/fitxategia/386-ikergazte.ii.05.184_189.pdf,Q35549-12AD10EA-7E9C-41DA-9C8E-78CAED73A974,2I643VI6
Q35551,https://www.inguma.eus/fso/fitxategia/384-ikergazte.ii.05.173_176.pdf,Q35551-C937E9E0-10D0-4369-B300-F8FB25A5D9B0,PTZYHYHI
Q35552,https://www.inguma.eus/fso/fitxategia/383-ikergazte.ii.05.165_172.pdf,Q35552-0903A412-ACE7-4322-A687-341CCA00E621,AXCFTDII
Q35558,https://www.inguma.eus/fso/fitxategia/377-ikergazte.ii.05.124_129.pdf,Q35558-0BE83F41-4B33-4929-BD7C-4CF0B70654A2,6FJYCCFX
Q35563,https://www.inguma.eus/fso/fitxategia/372-ikergazte.ii.05.88_95.pdf,Q35563-D03922E3-5700-4A5F-AFDF-BB04F9095480,HPNNKN6U
Q35566,https://www.inguma.eus/fso/fitxategia/369-ikergazte.ii.05.67_73.pdf,Q35566-DCD36581-92D4-4A9C-8A07-FC26F8FE65A3,8SZCVPBC
Q35571,https://www.inguma.eus/fso/fitxategia/364-ikergazte.ii.05.34_38.pdf,Q35571-2B2C5886-2A14-4CCC-B847-B833F2DD25BB,EKT9M84Q
Q35581,https://www.inguma.eus/fso/fitxategia/330-ikergazte.ii.03.126_132.pdf,Q35581-D05E0385-37C2-4901-8113-C70E4E7BF7EF,FZK4R6QS
Q35582,https://www.inguma.eus/fso/fitxategia/329-ikergazte.ii.03.119_125.pdf,Q35582-C5E82F81-652A-4A82-863B-B48BA3B0247E,RBBR4URZ
Q35585,https://www.inguma.eus/fso/fitxategia/326-ikergazte.ii.03.97_102.pdf,Q35585-98BC18E3-400E-4333-99B3-BA71DA5E6E9C,WW6C6P6K
Q35587,https://www.inguma.eus/fso/fitxategia/324-ikergazte.ii.03.83_90.pdf,Q35587-58BCF910-3FC8-47B8-A268-AFD1203C49F4,A2AM2YDX
Q35593,https://www.inguma.eus/fso/fitxategia/318-ikergazte.ii.03.42_47.pdf,Q35593-D2D60729-98EE-4AC1-B339-BF2733905EBF,FWZFJG5W
Q35596,https://www.inguma.eus/fso/fitxategia/315-ikergazte.ii.03.22_29.pdf,Q35596-079D6D46-A941-457D-9675-99EAC2A3DD27,CYBH5UP7
Q35599,https://www.inguma.eus/fso/fitxategia/289-ikergazte.ii.02.225_233.pdf,Q35599-E311E008-5082-4A4E-8775-41B0E38C137E,MZM37GWI
Q35602,https://www.inguma.eus/fso/fitxategia/286-ikergazte.ii.02.199_205.pdf,Q35602-13E8E170-3716-4568-8F1E-FCB6A44F202A,S8EX9JUI
Q35604,https://www.inguma.eus/fso/fitxategia/284-ikergazte.ii.02.181_190.pdf,Q35604-A0DC165F-21A1-4847-9B07-4079163861AE,RRT5F85P
Q35616,https://www.inguma.eus/fso/fitxategia/272-ikergazte.ii.02.85_92.pdf,Q35616-162C6126-88F3-4DD7-8FF8-5F234A256388,E8GVW3MY
Q35617,https://www.inguma.eus/fso/fitxategia/271-ikergazte.ii.02.77_84.pdf,Q35617-D88D0377-E222-45C0-A9F8-C6EB05F88D57,GZ3H4QV4
Q35618,https://www.inguma.eus/fso/fitxategia/270-ikergazte.ii.02.71_76.pdf,Q35618-354593BB-2F45-451E-B1FB-F634B5C51535,VPH6NC2B
Q35619,https://www.inguma.eus/fso/fitxategia/269-ikergazte.ii.02.58_70.pdf,Q35619-85B1810F-16F4-4154-BA9D-E7105006396C,98N26UBK
Q35622,https://www.inguma.eus/fso/fitxategia/266-ikergazte.ii.02.33_41.pdf,Q35622-4F43C8E0-EDE6-45F9-BC69-1C8A6492A700,D6X6UJ2U
Q35625,https://www.inguma.eus/fso/fitxategia/263-ikergazte.ii.02.10_17.pdf,Q35625-615B84AD-F6F3-4869-AD89-22B8ED30284D,3L3SQ4CB
Q35626,https://www.inguma.eus/fso/fitxategia/358-ikergazte.ii.04.168_177.pdf,Q35626-28998BF3-1F9C-4D17-812F-7BA8D67966CD,PVQVCS23
Q35631,https://www.inguma.eus/fso/fitxategia/353-ikergazte.ii.04.134_138.pdf,Q35631-0040F3FA-06D2-47E5-BFED-86ED353B0978,KH5F7XEK
Q35638,https://www.inguma.eus/fso/fitxategia/346-ikergazte.ii.04.88_93.pdf,Q35638-31294EAB-18EA-444F-9C54-75A4E844F47F,RZJ98T9Y
Q35641,https://www.inguma.eus/fso/fitxategia/343-ikergazte.ii.04.66_72.pdf,Q35641-CBDA2885-D690-479C-B58C-D542768BEEE1,2TUM2VTA
Q35647,https://www.inguma.eus/fso/fitxategia/337-ikergazte.ii.04.18_25.pdf,Q35647-54F27953-35EE-4D4E-9646-D2D057B1C65F,TNT3LJE6
Q35650,https://www.inguma.eus/fso/fitxategia/311-ikergazte.ii.01.158_166.pdf,Q35650-AB5EDEFE-7EBA-439E-8FB8-D75C8AC436F1,GWKTSIMH
Q35658,https://www.inguma.eus/fso/fitxategia/302-ikergazte.ii.01.96_102.pdf,Q35658-81155CEE-FDF2-4CBB-A9C7-D4A277DD9FEC,EGUYEY74
Q35663,https://www.inguma.eus/fso/fitxategia/504-ikergazte.ii.01.61_66.pdf,Q35663-20E9CC66-8E86-41E8-9582-CA861C33DC20,IF58FBFG
Q35665,https://www.inguma.eus/fso/fitxategia/295-ikergazte.ii.01.48_55.pdf,Q35665-F46BCA08-1563-4498-BD2D-7122BA51561C,Z7GLKP8L
Q35667,https://www.inguma.eus/fso/fitxategia/293-ikergazte.ii.01.30_39.pdf,Q35667-CA1EA943-E107-4136-9566-F7BBCD1871D7,ZDV633CQ
Q35668,https://www.inguma.eus/fso/fitxategia/292-ikergazte.ii.01.22_29.pdf,Q35668-BD3DD796-0497-4527-8ABD-4202414D80C4,9DREHKDU
Q35672,https://www.inguma.eus/fso/fitxategia/502-ikergazte.i.824_831.pdf,Q35672-47AACD95-5787-4345-927D-B38C7BEB6969,ZWAUIYFF
Q35674,https://www.inguma.eus/fso/fitxategia/500-ikergazte.i.808_815.pdf,Q35674-CA9DE0F8-1359-4169-BE97-CBE7ED1755E6,2KBJ3WZZ
Q35677,https://www.inguma.eus/fso/fitxategia/497-ikergazte.i.790_795.pdf,Q35677-93275220-9B6D-4848-880B-2CCE7CD6618F,SP5SGIUW
Q35688,https://www.inguma.eus/fso/fitxategia/486-ikergazte.i.716_723.pdf,Q35688-0A657C47-A881-4556-A061-764044285863,Q7WRW667
Q35689,https://www.inguma.eus/fso/fitxategia/485-ikergazte.i.710_715.pdf,Q35689-57479808-68CE-4D14-AC4A-0B605B636697,YIU8SHGR
Q35693,https://www.inguma.eus/fso/fitxategia/481-ikergazte.i.685_689.pdf,Q35693-7423DC50-3376-480D-8A29-28D93B6E421A,QR3VNCVG
Q35697,https://www.inguma.eus/fso/fitxategia/477-ikergazte.i.656_660.pdf,Q35697-5FB3A55C-855B-4968-9387-A0815EC4A674,YKJP8MS7
Q35698,https://www.inguma.eus/fso/fitxategia/476-ikergazte.i.646_654.pdf,Q35698-B3999412-EBBD-42CC-9FC5-C0D93CF5ABC3,SA9NZMPR
Q35701,https://www.inguma.eus/fso/fitxategia/473-ikergazte.i.625_630.pdf,Q35701-BEC50110-54A8-40BC-ABC2-F5461DFD4B5A,5J83SSWA
Q35703,https://www.inguma.eus/fso/fitxategia/471-ikergazte.i.614_619.pdf,Q35703-7AF13A0C-F059-49E2-A858-B4C70A429121,LM3266XM
Q35704,https://www.inguma.eus/fso/fitxategia/470-ikergazte.i.607_613.pdf,Q35704-D99E4C73-0284-4A3B-BAD0-C60FD9D2FCB7,JIXK6G8X
Q35706,https://www.inguma.eus/fso/fitxategia/468-ikergazte.i.589_598.pdf,Q35706-820A9593-69AF-4AA7-8E99-7BCD65CB1B25,GRD2FDZ8
Q35713,https://www.inguma.eus/fso/fitxategia/461-ikergazte.i.537_544.pdf,Q35713-E7321640-48E5-4745-8FDB-4415AAE1734E,CXDTFF5V
Q35716,https://www.inguma.eus/fso/fitxategia/458-ikergazte.i.516_521.pdf,Q35716-8D253023-0BDB-44C9-B18C-C3B33DEF4482,UDICXRZT
Q35722,https://www.inguma.eus/fso/fitxategia/452-ikergazte.i.475_480.pdf,Q35722-A98A1386-5F7D-4955-95E9-B28015767E88,LTHCVUNY
Q35728,https://www.inguma.eus/fso/fitxategia/447-ikergazte.i.432_437.pdf,Q35728-7773C137-DC6C-4EE9-B481-2B3ED6F249E7,52LQX7ZV
Q35738,https://www.inguma.eus/fso/fitxategia/437-ikergazte.i.363_370.pdf,Q35738-F445FE20-A743-4A93-8157-40AC65E19C86,KWP8FD58
Q35742,https://www.inguma.eus/fso/fitxategia/433-ikergazte.i.335_341.pdf,Q35742-BA190734-4D89-41FB-B5BD-9A499905414E,J4SQWIRH
Q35750,https://www.inguma.eus/fso/fitxategia/425-ikergazte.i.281_286.pdf,Q35750-1D63E1BF-B7FC-42BB-B370-6776F74E1AA7,6U3HTVHE
Q35751,https://www.inguma.eus/fso/fitxategia/424-ikergazte.i.272_279.pdf,Q35751-D88859A4-3930-46D0-81E5-25AF2686808D,JMTEJ3M8
Q35752,https://www.inguma.eus/fso/fitxategia/423-ikergazte.i.266_271.pdf,Q35752-7B19714D-A135-403B-A9FD-06D6A59C4A5B,8M4X9MKT
Q35753,https://www.inguma.eus/fso/fitxategia/422-ikergazte.i.258_265.pdf,Q35753-96F656CF-B997-465A-AEC1-8DF6DCF3252B,IUF27W85
Q35754,https://www.inguma.eus/fso/fitxategia/421-ikergazte.i.251_257.pdf,Q35754-167C71CC-37E1-42EC-97FD-659585DD9854,ZCR5STRD
Q35763,https://www.inguma.eus/fso/fitxategia/412-ikergazte.i.183_188.pdf,Q35763-58A804A6-054E-4309-A391-B32DCFCB5ADE,FCNJW9AX
Q35764,https://www.inguma.eus/fso/fitxategia/411-ikergazte.i.176_182.pdf,Q35764-C2D87B65-F10E-46EA-A10F-1F4C499D53D6,Y833D79Y
Q35769,https://www.inguma.eus/fso/fitxategia/405-ikergazte.i.138_145.pdf,Q35769-9A1D9FE9-7849-4343-A102-7B2F1DDA6B30,2499VHBJ
Q35770,https://www.inguma.eus/fso/fitxategia/404-ikergazte.i.130_137.pdf,Q35770-DF801B92-11BF-4F24-988A-E50F966C6D9B,6FXVPMIM
Q35771,https://www.inguma.eus/fso/fitxategia/403-ikergazte.i.122_129.pdf,Q35771-1FF24517-E5EA-4CB1-B76C-F2280599F036,JV8BKQG2
Q35776,https://www.inguma.eus/fso/fitxategia/398-ikergazte.i.90_94.pdf,Q35776-D1CEB316-BBAB-4AF5-9056-4D22C2E62586,9HXFXS67
